"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"
"AK009638"	9	8	4	6	10	5	2	12	9	7	8	7	4	9	6	4	12	1	6	6
"AK009740"	9	1	8	7	12	10	9	6	5	1	10	3	9	2	8	11	12	4	1	2
"AK010233"	5	5	10	8	2	2	12	11	3	4	9	12	8	6	11	9	11	12	5	11
"AK010610"	11	1	8	2	3	7	8	7	2	3	3	1	5	4	3	12	2	11	1	7
"AK010630"	6	10	12	7	7	6	4	9	6	6	10	10	9	2	8	11	7	4	10	2
"AK010841"	12	9	3	5	5	9	6	5	8	5	2	11	6	3	9	2	4	7	8	5
"AK011275"	11	1	8	2	3	7	8	7	2	3	3	1	5	4	3	12	2	11	1	7
"AK011656"	12	3	9	9	11	1	5	4	4	12	1	11	3	10	9	6	5	9	2	4
"AK011675"	6	10	12	7	7	6	4	9	6	6	10	10	9	2	8	11	7	4	10	2
"AK011730"	7	9	3	5	5	9	7	8	8	9	2	4	6	3	12	2	10	5	8	5
"AK011739"	12	3	6	9	8	11	7	5	7	5	12	4	3	1	12	2	4	5	9	5
"AK011948"	9	1	8	6	12	10	9	6	5	1	5	3	1	4	1	12	12	6	1	7
"AK012459"	5	11	10	5	2	9	6	11	5	9	5	11	8	6	2	9	11	6	5	11
"AK012892"	3	3	9	11	11	1	5	4	4	12	1	5	3	10	1	6	5	9	2	4
"AK013060"	11	1	8	2	3	7	8	7	1	3	3	1	5	7	3	12	2	11	1	7
"AK013113"	12	9	3	5	5	11	7	5	8	5	2	4	6	3	9	2	4	7	8	5
"AK013208"	9	1	8	6	12	10	8	6	2	1	3	3	1	4	4	12	12	11	1	7
"AK013289"	12	9	3	5	5	9	6	11	8	5	2	11	6	3	9	2	11	7	8	6
"AK013342"	4	11	5	5	11	9	5	3	1	10	5	11	7	7	2	8	3	6	7	8
"AK013354"	5	5	10	8	2	2	12	11	5	4	5	12	8	6	11	9	11	6	5	11
"AK013390"	1	4	2	3	1	4	10	1	10	5	6	9	11	8	5	10	4	8	11	12
"AK013537"	12	9	3	9	8	11	7	5	7	5	2	4	6	1	12	2	4	7	8	5
"AK013545"	4	6	1	1	4	8	8	3	2	10	3	6	5	5	4	7	1	11	1	7
"AK013604"	12	9	3	9	5	11	7	5	8	5	2	4	6	3	9	2	4	7	8	5
"AK013614"	3	3	1	9	11	1	10	4	4	10	4	5	3	7	4	8	5	3	7	8
"AK013634"	9	1	8	6	12	10	11	6	11	1	11	3	1	4	6	12	12	10	1	7
"AK013702"	5	5	10	1	2	2	12	11	3	4	9	12	8	6	11	9	11	6	5	11
"AK013704"	12	9	3	9	5	11	7	5	8	5	2	4	6	3	9	2	4	7	8	5
"AK013749"	7	11	5	5	3	9	1	8	1	9	4	11	7	7	2	8	3	6	7	8
"AK013809"	11	11	5	1	4	9	10	3	1	10	4	11	7	7	5	7	2	6	7	12
"AK013859"	9	10	12	6	12	10	9	6	5	1	10	3	9	2	8	11	12	4	10	2
"AK014075"	1	3	9	3	10	1	2	12	4	12	8	7	3	10	1	6	9	1	6	6
"AK014260"	1	4	2	2	1	7	10	1	10	3	6	9	5	8	5	10	2	8	11	12
"AK014401"	12	3	3	9	5	1	5	4	8	5	2	11	6	3	9	2	5	7	8	4
"AK014541"	12	11	3	5	5	9	1	8	8	5	2	11	6	3	9	2	4	7	7	8
"AK014593"	12	9	3	9	5	9	1	8	8	5	2	11	6	3	9	2	4	7	8	5
"AK014656"	1	4	2	3	1	4	10	1	10	7	6	9	11	8	10	10	9	8	11	12
"AK014662"	5	5	10	8	2	2	6	11	3	4	9	12	8	6	11	9	11	12	5	11
"AK014695"	4	6	1	1	12	8	8	3	2	10	3	6	5	5	4	7	1	11	4	10
"AK014745"	3	3	9	11	11	1	5	4	4	12	1	5	3	10	1	6	5	9	2	4
"AK014937"	12	4	3	9	1	4	10	1	10	5	6	9	6	8	5	2	4	7	11	12
"AK015010"	12	9	3	9	5	9	6	5	8	5	2	11	6	3	9	2	4	7	8	5
"AK015028"	9	1	8	6	12	10	2	6	9	1	8	3	1	4	6	12	12	11	1	7
"AK015056"	10	2	6	10	8	11	7	5	7	2	12	4	12	1	12	1	10	5	9	3
"AK015069"	4	6	1	1	4	8	6	3	2	10	9	6	5	5	4	7	1	11	4	10
"AK015226"	12	11	3	5	5	9	1	8	8	9	2	11	6	3	9	2	3	7	8	5
"AK015330"	12	9	3	5	5	9	6	8	8	5	2	11	6	3	9	2	4	7	8	5
"AK015414"	4	6	8	1	4	8	8	3	2	10	3	6	5	5	4	7	1	11	1	7
"AK015459"	1	8	4	5	5	9	2	12	8	7	2	11	4	3	9	4	9	7	6	6
"AK015494"	5	8	10	1	4	2	6	3	9	4	5	11	8	6	5	9	11	6	5	11
"AK015570"	7	4	5	5	1	4	10	1	1	9	4	9	7	7	5	8	3	8	7	12
"AK015647"	1	8	4	3	10	4	10	1	10	7	8	9	4	9	5	4	9	1	6	6
"AK015665"	5	8	1	1	4	2	6	12	9	10	9	6	4	6	4	4	11	6	5	11
"AK015839"	5	5	10	7	2	2	12	9	5	4	5	12	8	6	8	9	11	6	5	11
"AK015841"	7	11	5	5	5	9	1	8	8	9	2	11	7	3	9	2	3	3	7	8
"AK016058"	1	8	4	3	10	5	2	12	9	7	8	7	4	9	10	4	9	1	6	6
"AK016060"	3	3	5	11	11	1	10	3	1	12	4	5	3	7	5	7	5	9	7	4
"AK016133"	6	10	12	7	7	6	12	9	3	6	10	10	9	2	8	11	7	12	10	2
"AK016239"	4	6	1	9	4	8	6	3	1	10	4	6	3	5	5	7	1	9	4	10
"AK016242"	12	9	3	9	5	9	10	5	8	5	2	11	6	3	9	2	4	7	8	5
"AK016261"	12	11	5	9	5	9	10	8	1	9	2	11	7	3	2	2	4	7	7	4
"AK016265"	6	5	12	7	2	6	12	9	3	6	5	12	9	2	11	11	1	6	10	2
"AK016547"	1	4	2	3	1	4	10	1	10	7	6	9	11	8	10	10	9	8	11	12
"AK016549"	4	6	1	1	4	2	6	3	5	10	5	6	4	5	4	7	1	6	5	11
"AK016661"	5	11	10	5	2	9	6	11	5	4	5	11	8	6	2	9	11	6	5	11
"AK016718"	8	10	7	12	12	10	4	2	6	8	10	3	2	2	8	5	6	4	3	1
"AK016812"	7	11	5	5	5	9	1	8	1	9	4	11	7	7	2	8	3	3	7	8
"AK016848"	9	1	8	6	12	10	9	6	11	1	3	3	1	4	6	12	12	11	1	7
"AK017062"	12	9	5	9	5	9	1	8	8	9	2	11	7	3	2	2	4	7	8	5
"AK017105"	1	4	2	9	1	4	10	1	10	7	6	9	11	8	5	10	9	8	11	12
"AK017132"	11	4	2	2	3	7	8	7	2	3	3	1	5	8	3	10	2	11	11	12
"AK017255"	9	6	8	1	4	2	6	3	3	10	5	6	9	5	4	7	1	6	10	7
"AK017308"	6	10	12	7	7	6	4	9	6	6	10	10	9	2	8	11	7	4	10	2
"AK017353"	3	3	9	11	11	1	5	4	4	12	1	11	3	10	2	6	5	9	2	4
"AK017377"	6	10	12	7	7	6	4	9	3	6	10	10	9	2	8	11	7	12	10	2
"AK017399"	1	8	4	3	10	5	2	12	9	7	8	7	4	9	10	4	9	1	6	6
"AK017418"	1	4	2	3	1	4	10	1	10	7	6	9	11	8	10	10	9	8	11	12
"AK017423"	3	3	9	11	11	1	5	4	4	12	1	5	3	10	1	6	5	9	2	4
"AK017478"	7	11	5	5	5	9	1	8	8	9	4	11	7	7	2	8	3	3	7	8
"AK017495"	12	9	3	9	5	9	5	4	8	5	2	11	6	10	9	6	4	7	8	4
"AK017574"	3	3	1	11	11	1	5	4	4	10	1	5	3	10	1	6	5	9	2	4
"AK017692"	9	1	8	6	12	10	9	6	5	6	5	3	1	4	8	12	1	6	1	2
"AK017789"	12	9	3	10	5	11	7	5	8	5	2	4	6	3	9	2	4	7	8	5
"AK017886"	2	7	11	4	9	12	3	8	12	11	7	2	10	12	7	3	8	3	12	9
"AK017915"	7	11	5	5	5	9	1	8	8	9	2	11	7	3	9	2	3	7	8	5
"AK017919"	5	5	4	8	10	5	12	11	3	4	9	7	8	9	11	9	11	12	6	6
"AK018125"	7	11	5	5	5	9	1	8	8	9	2	11	7	3	9	2	3	7	8	5
"AK018165"	1	4	2	3	10	4	10	1	9	7	8	7	11	9	10	10	9	8	11	12
"AK018205"	11	1	8	2	3	7	8	7	2	3	3	1	5	4	3	12	2	11	1	7
"AK018221"	4	6	1	1	4	8	6	3	3	10	3	6	8	5	4	7	1	6	4	10
"AK018356"	3	3	9	11	11	1	5	4	4	12	1	5	3	10	1	6	5	9	2	4
"AK018474"	9	1	8	6	12	10	9	6	6	1	3	3	1	4	8	12	12	11	1	7
"AK018511"	1	4	2	9	1	4	10	1	10	7	6	9	11	3	2	10	9	8	11	12
"AK018520"	1	8	4	3	10	5	2	12	9	7	8	7	4	9	10	4	9	1	6	6
"AK018844"	1	4	2	9	1	4	10	1	10	5	6	9	11	8	5	10	4	8	11	12
"AK018918"	1	8	4	3	10	5	2	12	9	7	8	7	4	9	10	4	9	1	6	6
"AK019079"	3	3	9	11	11	1	5	4	4	12	1	5	3	10	1	6	5	9	2	4
"AK019270"	4	6	1	1	4	8	6	3	3	10	9	6	8	5	4	7	1	12	4	10
"AK019365"	12	9	3	9	5	11	6	5	8	5	2	4	6	3	9	2	4	7	8	5
"AK019475"	5	5	10	8	2	2	12	11	5	4	5	12	8	6	11	9	11	6	5	11
"AK019526"	7	11	5	5	5	9	1	8	1	9	4	11	7	7	2	8	3	3	7	8
"AK019592"	1	8	4	3	10	5	2	12	9	7	8	7	4	9	10	4	9	1	6	6
"AK019605"	12	6	1	9	4	8	6	3	1	10	2	6	6	3	5	7	1	6	4	10
"AK019637"	1	8	4	3	10	5	2	12	9	7	8	7	4	9	10	4	9	1	6	6
"AK019761"	12	9	3	5	5	9	1	8	8	9	2	11	6	3	9	2	4	7	8	5
"AK019912"	6	10	12	7	7	6	4	9	6	6	10	10	9	2	8	11	7	4	10	2
"AK019925"	12	9	3	9	5	4	10	1	8	5	2	9	6	3	5	2	4	7	8	5
"AK020013"	9	1	8	6	12	10	9	6	6	1	10	3	1	4	8	12	12	4	1	7
"AK020038"	3	11	5	5	5	9	6	8	1	9	5	11	7	3	2	8	3	6	7	4
"AK020076"	5	5	10	1	2	2	12	3	5	4	5	12	8	6	11	9	1	6	5	11
"AK020107"	3	3	9	11	11	1	5	4	4	12	1	5	3	10	1	6	5	9	2	4
"AK020158"	1	4	2	3	1	4	10	1	10	7	6	9	11	8	5	10	9	8	11	12
"AK020168"	7	11	5	5	5	9	1	8	1	9	5	11	7	7	2	8	3	6	7	8
"AK020257"	9	1	8	6	12	10	9	6	11	1	11	3	1	4	6	12	12	10	1	7
"AK020289"	7	11	5	5	5	9	1	8	1	9	4	11	7	7	2	8	3	3	7	8
"AK020313"	9	1	8	6	12	10	9	6	11	1	11	3	1	4	6	12	12	10	1	7
"AK020360"	5	8	4	1	10	5	2	12	9	4	5	7	4	9	11	4	11	6	6	11
"AK020414"	11	11	8	2	3	7	8	7	1	3	4	1	5	7	5	8	2	11	7	7
"AK020424"	7	11	5	5	5	9	1	8	8	9	2	11	7	3	9	8	3	3	7	8
"AK020438"	6	10	12	7	12	6	9	6	6	6	10	10	9	2	8	11	12	4	10	2
"AK020500"	5	5	10	1	4	2	6	3	5	10	5	12	8	6	4	9	1	6	5	11
"AK020517"	6	10	12	7	7	6	4	9	6	6	10	10	9	2	8	11	7	4	10	2
"AK020598"	6	10	12	7	7	6	4	9	3	6	9	10	9	2	8	11	7	12	10	2
"AK020601"	3	3	9	11	11	1	5	4	4	12	1	5	3	10	1	6	5	9	2	4
"AK020664"	3	3	9	11	11	1	5	4	4	12	1	5	3	10	1	6	5	9	2	4
"AK020725"	6	10	12	7	7	6	4	9	6	6	10	10	9	2	8	11	7	4	10	2
"AK020759"	5	5	10	7	2	2	12	9	3	6	5	12	8	6	11	9	11	12	5	11
"AK020773"	4	6	1	1	4	8	8	3	2	10	3	6	5	5	4	7	2	11	4	10
"AK020954"	5	11	10	5	5	9	6	11	8	9	5	11	7	3	2	9	11	6	5	11
"AK021024"	5	8	4	8	2	2	6	11	9	4	8	7	4	6	9	4	11	1	5	11
"AK021026"	1	4	2	3	1	4	10	1	10	7	6	9	11	8	10	10	9	8	11	12
"AK021217"	12	3	9	9	11	1	5	4	4	12	1	5	3	10	1	6	5	9	2	4
"AK021265"	4	6	1	1	4	8	6	3	8	10	5	6	8	3	4	7	1	6	4	11
"AK021321"	1	4	2	3	10	5	2	12	10	7	6	7	11	9	10	10	9	8	11	12
"AK021343"	9	1	8	6	12	10	9	6	5	1	5	3	1	4	8	12	12	6	1	7
"AK021408"	12	9	3	9	8	11	7	5	7	5	12	4	6	1	12	2	4	5	8	5
"AK028016"	1	8	1	1	4	5	6	12	9	10	8	6	4	9	4	4	9	1	6	6
"AK028499"	3	3	9	11	11	1	5	4	4	12	1	5	3	10	1	6	5	9	2	4
"AK028510"	5	5	10	11	2	2	12	11	5	4	5	12	8	6	2	9	11	6	5	11
"AK028856"	1	8	4	3	10	5	2	12	9	7	8	7	4	9	10	4	9	1	6	6
"AK028982"	10	2	6	10	5	11	7	5	7	2	12	4	12	1	12	1	10	5	9	3
"AK028994"	8	1	7	12	12	10	11	2	11	8	11	3	1	11	6	12	12	10	1	1
"AK029171"	7	7	5	4	9	12	1	8	1	9	4	2	7	7	7	8	3	3	7	8
"AK029175"	3	3	9	11	11	1	5	4	4	12	1	5	3	10	1	6	5	9	2	4
"AK029243"	3	3	9	11	11	1	5	4	4	12	1	5	3	10	1	6	5	9	2	4
"AK029272"	7	7	11	4	9	12	1	8	12	11	7	2	10	12	7	3	8	3	12	9
"AK029281"	11	1	8	2	3	7	8	7	2	3	3	1	5	4	3	12	2	11	1	7
"AK029300"	9	8	12	7	2	10	9	9	5	6	5	3	4	6	8	4	12	6	10	11
"AK029378"	3	6	1	11	11	7	8	3	2	10	3	6	5	5	4	7	1	11	4	4
"AK029391"	6	5	12	7	2	6	9	6	5	6	5	3	9	2	8	11	12	6	10	2
"AK029539"	12	4	2	9	4	4	6	3	8	10	2	11	6	3	5	7	9	6	4	10
"AK029601"	3	3	9	11	11	1	5	4	4	12	1	5	3	10	1	6	5	9	2	4
"AK029757"	9	1	8	6	12	10	2	6	5	1	5	3	1	4	5	12	12	6	1	7
"AK029840"	12	11	3	5	5	9	6	8	8	9	2	11	7	3	9	2	3	7	8	5
"AK029860"	1	4	2	3	10	5	10	12	10	7	8	7	4	9	5	10	9	1	6	6
"AK029884"	5	5	10	1	2	2	12	11	5	4	5	12	8	6	11	9	11	6	5	11
"AK029958"	12	11	3	5	5	9	6	8	8	9	2	11	6	3	9	2	3	7	8	4
"AK030114"	12	4	2	9	4	7	10	3	1	3	4	6	3	7	5	7	2	9	4	12
"AK030206"	1	4	4	3	1	5	2	12	9	7	6	7	11	9	10	10	9	8	11	12
"AK030271"	7	9	3	5	5	9	1	8	8	9	2	11	6	3	9	2	3	7	8	5
"AK030424"	1	8	4	3	10	5	2	12	9	7	8	7	4	9	5	4	9	1	6	6
"AK030450"	9	6	1	1	12	10	5	3	4	10	3	6	3	5	4	7	1	6	1	7
"AK030494"	1	11	8	2	10	7	10	12	1	7	5	11	5	7	2	4	2	6	6	6
"AK030505"	3	3	5	11	11	1	5	4	1	12	4	5	3	7	5	8	5	9	7	8
"AK030562"	6	5	12	7	2	6	12	9	3	6	10	12	9	6	11	11	7	12	10	2
"AK030583"	3	6	1	11	12	1	5	6	5	10	5	3	3	10	4	6	1	6	1	4
"AK030587"	9	8	8	6	2	10	9	6	5	1	5	3	1	4	2	12	12	6	5	11
"AK030594"	7	11	5	5	5	9	1	8	1	9	4	11	7	7	2	8	3	3	7	8
"AK030614"	9	1	8	1	12	10	9	6	5	10	5	3	1	4	4	12	1	6	1	7
"AK030621"	12	4	2	9	1	4	10	1	10	7	6	9	11	8	5	10	9	8	11	12
"AK030723"	5	11	10	5	2	9	6	11	1	4	5	11	8	6	2	9	11	6	5	11
"AK030930"	12	9	3	9	5	11	5	5	8	5	2	4	6	3	9	2	4	7	8	5
"AK031053"	3	3	9	11	11	1	5	4	4	12	1	5	3	10	1	6	5	9	2	4
"AK031113"	6	10	12	7	7	6	4	9	6	6	10	10	9	2	8	11	7	4	10	2
"AK031225"	9	1	8	7	12	10	9	6	9	6	3	3	9	4	8	12	12	11	1	7
"AK031263"	12	9	3	9	5	9	6	1	8	5	2	11	6	3	9	2	4	7	8	5
"AK031365"	9	1	12	7	12	10	9	6	5	1	10	3	1	2	8	12	12	4	1	2
"AK031392"	7	7	11	5	5	9	1	8	12	11	7	2	7	12	7	3	8	3	12	9
"AK031485"	5	8	10	8	2	5	2	12	5	4	5	7	4	6	2	4	11	6	5	6
"AK031495"	6	10	12	7	7	6	12	9	3	6	10	10	9	2	11	11	7	12	10	2
"AK031507"	1	8	4	3	10	5	6	12	9	7	8	7	4	9	10	4	9	1	6	6
