"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"
"AB008911"	10	2	5	15	14	3	2	6	3	8	7	3	11	9	15	9	14	15	8	5
"AB010313"	11	13	14	4	4	13	5	12	14	12	2	15	13	6	6	8	10	1	10	6
"AB010342"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"AB011473"	14	15	10	11	2	10	8	9	12	6	12	14	15	11	10	14	13	14	4	7
"AB099518"	14	1	10	1	7	10	7	4	8	14	13	10	4	7	5	12	1	14	15	1
"AF009414"	14	15	10	11	2	10	8	14	12	6	12	14	15	11	10	14	2	14	4	7
"AF012177"	4	5	1	2	14	11	12	15	5	4	8	4	6	8	7	11	4	11	11	9
"AF027185"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"AF039833"	3	14	11	13	12	6	4	7	13	1	11	9	12	12	4	4	11	2	6	3
"AF062752"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AF064984"	13	6	12	3	9	12	15	3	1	7	5	6	14	13	11	2	12	8	2	4
"AF065991"	10	2	1	2	14	11	12	15	5	4	8	4	11	8	13	11	4	11	11	5
"AF081193"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"AF097415"	15	10	6	11	13	8	3	9	12	6	9	13	15	11	8	14	13	5	4	14
"AF103797"	8	8	2	15	10	5	2	6	3	8	7	11	9	9	3	15	5	12	8	2
"AF124721"	1	10	6	11	13	6	3	9	12	6	9	13	15	11	8	7	13	7	13	14
"AF127140.1"	14	15	10	11	2	10	8	14	12	6	12	14	5	11	10	14	2	14	4	7
"AF129738"	10	2	13	6	14	2	12	15	11	4	14	1	6	8	13	11	4	11	11	10
"AF139595"	7	9	7	5	5	3	4	2	10	5	6	9	2	14	2	6	8	3	3	4
"AF180471"	1	15	6	11	2	6	8	14	12	6	12	14	5	11	8	7	2	14	4	7
"AF198092"	3	6	12	3	9	12	15	3	1	7	9	6	15	13	11	4	12	8	12	3
"AF210281"	15	10	6	8	13	8	3	9	15	2	9	13	15	5	8	15	13	5	10	14
"AF217545"	14	15	10	11	2	10	8	14	12	6	12	14	5	11	10	14	2	14	4	7
"AF223362"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AF275549"	12	4	13	14	1	7	1	8	7	13	14	2	7	4	12	1	15	4	14	15
"AF346836"	10	4	13	4	14	13	5	12	14	12	14	15	7	4	15	1	15	1	9	5
"AF425084"	2	12	4	12	8	15	9	5	9	10	15	12	3	4	14	6	9	6	5	12
"AF441786"	9	1	15	3	15	1	13	4	8	3	13	5	14	7	1	2	1	10	2	13
"AF464177"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AF510652"	10	2	5	4	14	13	5	12	14	12	2	15	11	6	15	9	10	1	9	5
"AI509818"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"AI840334"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"AJ278768"	10	2	5	7	14	4	12	1	11	4	8	1	11	8	13	9	7	15	11	5
"AJ293727"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"AJ558021"	8	8	5	15	10	3	2	11	3	8	5	11	11	9	3	9	14	12	8	5
"AK002213"	1	10	6	13	13	6	11	7	13	1	9	13	12	12	8	7	11	7	13	14
"AK002217"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"AK002608"	5	9	5	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AK003142"	15	10	6	8	13	8	4	7	13	2	9	13	12	5	8	7	11	7	13	14
"AK003738"	15	10	10	11	13	10	3	9	12	6	9	5	15	11	8	14	13	5	4	7
"AK003760"	1	15	10	11	2	10	8	9	12	6	12	14	15	11	10	14	13	14	4	7
"AK003941"	2	4	4	12	1	15	9	5	4	12	4	12	7	4	15	1	9	1	5	8
"AK004056"	15	10	6	8	13	8	3	9	15	2	9	13	15	5	8	7	13	5	10	14
"AK004226.7"	1	15	10	11	2	10	8	14	12	6	12	14	15	11	10	14	2	14	4	7
"AK004418"	15	10	6	8	13	8	3	9	15	2	9	13	15	5	8	14	13	5	10	14
"AK004568"	7	3	7	9	14	3	14	11	4	5	6	8	11	3	15	9	14	15	6	5
"AK004622"	10	11	13	4	12	13	5	12	11	15	14	1	7	10	13	1	15	1	9	5
"AK005150"	13	6	12	3	15	1	3	9	1	3	3	5	15	13	1	2	13	8	2	13
"AK005220"	10	11	5	9	12	3	14	11	11	4	14	8	11	10	13	10	14	3	6	5
"AK005583"	6	7	8	10	3	4	6	1	7	13	1	1	8	15	9	13	3	4	1	10
"AK005750"	5	9	9	5	12	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AK005796"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"AK006020"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"AK006583"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AK006636"	10	2	5	7	12	11	12	10	11	4	8	4	11	10	13	9	7	2	11	5
"AK006817"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"AK006823"	10	4	13	9	1	3	5	11	4	15	14	8	7	4	15	1	15	15	1	5
"AK007019"	6	7	8	10	3	4	6	1	7	13	1	1	8	15	9	13	3	4	14	10
"AK007209"	4	5	1	2	6	11	12	15	5	4	8	4	6	8	13	11	4	11	11	9
"AK007316"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AK007368"	3	2	11	7	12	11	12	10	11	4	8	4	1	10	13	11	7	2	12	5
"AK007371"	6	11	8	10	1	4	6	1	7	15	14	1	7	4	9	1	15	4	1	10
"AK007637"	4	5	1	6	6	2	10	13	2	11	10	7	6	2	7	3	4	11	7	9
"AK007812"	10	2	5	7	12	11	12	10	11	4	8	4	11	10	13	9	7	2	11	5
"AK008026"	10	2	13	6	14	4	12	15	11	4	14	1	6	8	13	11	4	11	11	5
"AK008330"	10	2	5	8	14	11	12	15	15	4	8	4	11	8	15	9	14	15	11	5
"AK008545"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"AK008598"	11	13	5	8	1	3	6	1	4	15	4	3	11	4	15	9	14	15	1	8
"AK008679"	10	2	5	8	12	8	12	10	15	2	4	4	11	10	15	9	7	2	12	5
"AK008770"	15	10	5	8	13	8	3	9	15	2	9	13	15	5	8	15	13	5	10	14
"AK008862"	6	7	8	10	3	4	1	1	7	13	1	1	8	15	9	13	3	4	14	10
"AK008869"	10	11	8	7	12	11	12	10	11	4	8	4	1	10	13	11	7	11	11	5
"AK008898"	6	11	8	7	12	4	6	1	4	15	4	1	1	10	9	1	7	2	1	8
"AK009140"	14	15	10	11	15	10	13	14	12	3	12	5	15	11	1	14	1	14	2	13
"AK009216"	15	10	14	8	13	8	3	9	15	2	9	15	15	5	6	8	13	5	10	14
"AK009586"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"AK009638"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AK009740"	13	6	12	3	15	10	8	3	1	3	12	5	14	13	1	2	12	8	2	13
"AK010233"	15	10	6	13	13	8	11	7	15	2	9	13	12	5	8	7	11	7	13	14
"AK010610"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"AK010630"	14	15	10	11	2	10	8	14	12	6	12	14	5	11	10	14	2	14	4	7
"AK010841"	10	11	11	7	12	11	12	10	11	4	8	4	1	10	13	11	7	2	11	5
"AK011275"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"AK011656"	10	2	14	8	12	8	3	10	15	2	9	15	11	5	13	8	7	5	10	5
"AK011675"	1	10	6	11	13	10	3	9	12	6	9	13	15	11	8	14	13	5	4	14
"AK011730"	6	5	1	6	6	11	12	13	11	4	8	1	6	8	13	11	4	11	11	10
"AK011739"	10	2	1	2	14	2	10	15	5	4	8	4	6	8	7	9	4	11	11	5
"AK011948"	15	6	12	3	13	8	3	9	15	3	9	5	15	13	8	2	13	5	10	14
"AK012459"	3	11	11	7	9	12	6	10	4	7	4	6	1	10	11	4	12	8	12	8
"AK012892"	11	13	14	4	4	13	5	12	14	12	2	15	13	6	6	8	10	1	9	6
"AK013060"	2	4	4	12	8	15	9	5	9	12	15	12	7	4	14	1	9	6	9	8
"AK013113"	4	11	1	6	12	11	12	15	11	4	8	4	6	8	13	11	7	11	11	9
"AK013208"	13	6	12	3	15	1	13	9	9	3	3	5	14	1	1	2	13	12	2	13
"AK013289"	3	11	11	7	12	12	12	10	11	4	8	9	1	10	13	4	7	2	12	5
"AK013342"	15	6	12	8	1	8	6	9	4	8	4	11	9	13	9	1	12	8	10	8
"AK013354"	3	14	11	13	9	12	15	7	1	7	11	6	12	12	11	4	11	7	12	3
"AK013390"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"AK013537"	4	2	1	2	14	11	12	15	5	4	8	4	6	8	13	11	4	11	11	9
"AK013545"	8	8	2	15	10	5	9	6	3	8	7	11	9	9	3	15	9	12	8	2
"AK013604"	10	2	1	2	14	11	12	15	5	4	8	4	11	8	13	11	7	11	11	5
"AK013614"	8	4	13	4	4	13	5	12	14	12	14	15	7	4	3	1	15	1	9	6
"AK013634"	9	1	15	1	15	1	13	9	8	3	13	5	14	7	1	2	1	10	2	13
"AK013702"	15	14	11	13	9	12	15	7	1	7	11	13	12	12	11	7	11	7	12	3
"AK013704"	10	2	1	2	14	11	12	15	11	4	8	4	11	8	13	11	7	11	11	5
"AK013749"	15	4	8	3	1	4	6	1	4	15	4	1	7	4	9	1	12	8	1	8
"AK013809"	10	4	5	8	10	3	6	6	4	8	4	3	11	4	15	9	14	15	8	5
"AK013859"	13	6	12	3	15	10	3	9	1	3	12	5	15	13	10	2	13	8	2	13
"AK014075"	11	13	14	4	4	13	5	12	14	12	2	15	13	6	6	5	10	1	9	6
"AK014260"	7	4	7	9	8	3	14	11	10	5	6	8	7	4	3	6	9	12	5	12
"AK014401"	10	2	14	7	12	11	12	12	11	4	8	15	11	6	13	8	7	1	11	5
"AK014541"	10	11	8	7	12	4	12	10	11	4	4	1	1	10	13	11	7	2	11	5
"AK014593"	10	2	8	2	14	11	12	15	11	4	8	4	11	8	13	11	7	11	11	5
"AK014656"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"AK014662"	3	14	11	13	9	12	11	10	13	1	11	6	12	12	11	7	11	2	12	3
"AK014695"	8	10	2	15	13	8	3	9	15	8	9	11	15	9	3	15	13	5	10	2
"AK014745"	11	13	2	4	4	13	3	12	15	8	2	15	13	6	6	8	10	5	10	6
"AK014937"	10	2	7	9	14	3	14	11	10	4	8	8	11	3	2	9	14	3	6	5
"AK015010"	10	2	11	7	12	11	12	10	11	4	8	4	1	8	13	11	7	2	11	5
"AK015028"	5	6	12	3	15	1	13	9	6	3	5	5	14	1	1	2	13	8	2	13
"AK015056"	4	5	1	6	6	2	10	13	2	11	10	7	6	8	7	11	4	11	7	9
"AK015069"	8	8	2	15	10	5	2	6	3	8	7	11	9	9	3	15	5	12	8	2
"AK015226"	3	11	11	7	12	4	6	10	11	4	4	1	1	10	13	4	7	2	12	5
"AK015330"	10	11	11	7	12	11	12	10	11	4	8	4	1	10	13	11	7	2	11	5
"AK015414"	8	6	12	15	10	5	2	3	1	8	7	11	9	9	3	15	12	8	2	2
"AK015459"	3	11	11	7	12	14	12	10	11	9	8	9	1	10	13	4	7	2	12	4
"AK015494"	3	11	5	7	9	12	3	10	6	7	11	6	11	10	11	4	14	2	12	5
"AK015570"	7	3	7	9	1	3	14	11	4	5	4	8	7	3	9	1	14	15	1	11
"AK015647"	5	9	5	9	12	14	14	11	6	9	5	9	11	10	4	5	6	9	3	4
"AK015665"	3	9	11	15	9	12	4	2	6	8	11	6	9	9	11	15	6	12	12	3
"AK015839"	1	6	6	3	9	12	15	3	1	7	11	6	15	13	11	7	12	7	12	3
"AK015841"	6	11	8	10	12	4	6	1	11	15	4	1	1	10	13	11	7	4	1	10
"AK016058"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AK016060"	10	4	5	8	1	13	5	6	4	12	4	3	11	4	15	9	14	15	10	5
"AK016133"	1	10	6	13	13	6	8	14	12	1	12	13	5	12	8	7	2	7	13	7
"AK016239"	10	2	5	15	10	5	2	6	3	8	4	3	11	9	15	9	14	15	8	5
"AK016242"	10	2	5	2	14	11	12	15	11	4	8	4	11	8	15	9	7	15	11	5
"AK016261"	10	2	5	8	12	3	6	10	4	4	4	1	11	10	15	9	14	15	1	5
"AK016265"	15	10	6	8	13	8	3	9	15	2	9	13	15	5	8	7	13	5	10	14
"AK016547"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"AK016549"	8	8	2	15	10	12	3	9	1	8	9	11	9	9	3	15	13	12	12	2
"AK016661"	3	11	11	7	12	12	15	10	11	7	4	6	1	10	11	4	12	2	12	3
"AK016718"	14	15	10	11	15	10	13	14	12	6	12	14	5	11	10	14	1	14	2	7
"AK016812"	6	11	8	7	12	4	6	1	11	15	4	1	1	10	9	1	15	2	1	10
"AK016848"	13	12	12	3	15	1	3	9	9	3	9	5	15	1	1	2	13	5	10	13
"AK017062"	10	2	8	9	14	4	12	1	11	4	8	1	11	8	13	9	7	15	1	5
"AK017105"	7	3	7	9	5	3	14	11	10	5	6	8	11	3	2	9	14	3	6	5
"AK017132"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"AK017255"	15	10	12	8	13	8	3	9	15	2	9	13	15	5	8	15	13	5	10	14
"AK017308"	1	10	6	11	13	10	3	9	12	6	9	13	15	11	8	14	13	5	4	14
"AK017353"	11	13	14	8	12	8	12	10	15	2	2	15	13	6	13	8	7	2	10	14
"AK017377"	1	10	6	8	13	8	3	9	12	2	9	13	15	5	8	7	13	5	10	14
"AK017399"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AK017418"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	5	3	6	2
"AK017423"	11	13	14	4	4	13	5	12	14	12	2	15	13	6	6	8	10	1	9	6
"AK017478"	6	11	8	10	12	4	6	1	11	15	4	1	1	10	9	1	7	4	1	8
"AK017495"	10	2	14	7	12	11	12	10	11	4	8	4	1	6	13	8	7	2	11	5
"AK017574"	11	13	2	4	4	13	5	12	15	8	2	15	13	6	3	8	10	5	10	6
"AK017692"	1	10	12	3	13	12	3	9	1	7	9	5	15	13	8	2	13	8	2	14
"AK017789"	4	2	1	6	6	11	12	15	11	4	8	4	6	8	13	11	4	11	11	9
"AK017886"	6	7	3	14	3	4	1	8	7	13	1	2	8	15	12	13	3	4	14	10
"AK017915"	6	11	8	10	12	4	12	1	11	15	4	1	6	8	9	11	7	4	1	10
"AK017919"	1	10	6	5	13	6	11	7	13	1	9	13	12	12	8	7	11	7	13	14
"AK018125"	10	11	8	7	12	4	6	1	11	4	4	1	1	10	13	11	7	2	1	5
"AK018165"	7	9	5	9	11	3	14	11	10	5	5	9	11	14	4	9	14	15	3	4
"AK018205"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"AK018221"	15	10	2	15	13	8	3	9	15	8	9	11	15	9	3	15	13	5	10	14
"AK018356"	11	13	14	4	4	13	5	12	14	12	2	15	13	6	6	8	10	1	9	6
"AK018474"	13	6	12	3	15	1	3	9	1	3	9	5	15	13	1	2	13	8	2	13
"AK018511"	10	11	5	8	12	3	14	11	15	5	6	8	11	10	15	9	14	2	6	5
"AK018520"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AK018844"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"AK018918"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AK019079"	11	13	14	4	4	13	5	12	14	12	2	15	13	6	6	8	10	1	9	6
"AK019270"	15	10	5	15	13	12	2	6	3	8	7	13	9	9	3	15	5	12	8	2
"AK019365"	10	2	5	7	12	11	12	10	11	4	8	4	11	8	13	11	7	2	11	5
"AK019475"	15	10	11	8	9	12	15	3	1	7	9	6	1	5	11	4	12	8	12	3
"AK019526"	6	11	8	10	1	4	6	1	4	15	4	1	1	10	9	1	7	4	1	8
"AK019592"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AK019605"	10	2	5	8	12	8	2	6	3	8	4	3	11	10	15	9	14	15	8	5
"AK019637"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AK019761"	10	11	8	7	12	11	12	10	11	4	8	4	1	10	13	11	7	2	11	5
"AK019912"	14	15	10	11	2	10	8	14	12	6	12	14	5	11	10	14	2	14	4	7
"AK019925"	10	2	5	2	14	11	12	15	5	4	8	4	11	8	15	9	14	15	11	5
"AK020013"	13	6	12	3	15	10	13	9	12	3	3	5	15	11	1	2	13	14	2	13
"AK020038"	15	11	11	8	12	8	6	10	15	2	4	1	1	10	9	4	7	2	10	5
"AK020076"	15	10	6	8	13	8	3	9	1	7	9	13	15	5	8	7	13	8	10	14
"AK020107"	11	13	14	8	4	13	3	12	15	12	2	15	13	6	6	9	10	1	10	6
"AK020158"	7	3	7	9	5	3	14	11	10	5	14	8	7	3	2	10	15	3	6	11
"AK020168"	3	11	8	7	12	4	6	1	4	7	4	1	1	10	9	4	7	8	12	8
"AK020257"	13	6	12	3	15	1	13	9	8	3	3	5	14	7	1	2	13	10	2	13
"AK020289"	6	11	8	10	12	4	6	1	11	15	4	1	1	10	9	1	7	4	1	10
"AK020313"	13	1	12	3	15	1	13	9	8	3	3	5	14	7	1	2	1	10	2	13
"AK020360"	5	9	5	5	9	12	15	2	6	7	5	6	10	14	4	5	6	9	3	4
"AK020414"	2	4	4	12	1	15	9	5	4	10	4	3	7	4	15	1	9	12	8	8
"AK020424"	6	11	8	10	12	4	6	1	11	15	4	1	1	10	9	1	7	4	1	10
"AK020438"	1	6	12	3	2	10	8	3	1	6	12	5	15	13	10	14	12	8	2	7
"AK020500"	15	10	5	8	13	8	3	9	15	2	9	13	15	5	8	15	13	5	10	14
"AK020517"	1	15	10	11	13	10	8	9	12	6	12	14	15	11	10	14	13	14	4	7
"AK020598"	1	15	6	13	2	6	8	14	12	1	12	14	5	11	10	7	2	7	13	7
"AK020601"	11	13	14	8	4	8	5	12	15	2	2	15	13	6	6	8	10	1	10	6
"AK020664"	15	10	14	8	13	8	3	12	15	2	9	15	13	6	8	8	13	5	10	14
"AK020725"	1	15	10	11	2	10	8	14	12	6	12	14	5	11	10	14	2	14	4	7
"AK020759"	15	10	6	8	13	8	3	9	15	2	9	13	15	5	8	7	13	5	10	14
"AK020773"	8	8	2	15	10	5	2	6	3	8	7	11	9	9	3	15	5	12	8	2
"AK020954"	15	11	11	8	12	8	6	10	15	7	4	6	1	10	11	4	7	2	12	14
"AK021024"	3	14	11	7	12	12	11	10	6	7	11	9	1	10	11	4	7	2	12	3
"AK021026"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"AK021217"	10	13	14	2	14	11	5	12	5	4	2	15	13	6	6	8	10	1	11	5
"AK021265"	3	11	5	15	10	12	2	10	3	7	4	11	1	10	3	4	14	2	12	5
"AK021321"	7	9	7	5	11	14	4	2	10	5	6	9	2	14	2	6	8	9	3	12
"AK021343"	13	6	12	3	15	1	3	9	1	3	3	5	14	13	1	2	13	8	2	13
"AK021408"	10	2	1	2	14	11	12	15	5	4	8	4	6	8	7	11	4	11	11	9
"AK028016"	8	9	2	15	10	14	4	2	3	8	5	11	9	9	3	15	6	12	3	4
"AK028499"	11	13	14	8	4	8	5	12	15	12	2	15	13	6	6	8	10	1	10	6
"AK028510"	15	10	11	8	13	8	3	9	15	2	9	13	15	5	8	4	13	5	10	14
"AK028856"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AK028982"	4	5	1	6	6	2	10	13	2	11	10	7	6	2	7	3	4	11	7	9
"AK028994"	9	1	15	1	15	9	13	4	8	3	13	5	4	7	1	2	1	10	2	13
"AK029171"	6	5	13	10	1	4	10	1	2	15	14	1	7	2	9	1	15	4	1	10
"AK029175"	11	13	14	8	4	8	5	12	15	2	2	15	13	6	6	8	10	5	10	14
"AK029243"	15	10	14	8	13	8	3	9	15	2	9	15	13	5	8	8	13	5	10	14
"AK029272"	6	7	3	10	3	4	1	8	7	13	1	1	8	15	12	13	3	4	14	10
"AK029281"	2	12	4	12	8	15	9	5	9	10	15	12	14	1	14	2	9	6	5	12
"AK029300"	15	10	12	3	13	8	3	9	1	9	9	13	15	5	8	5	13	5	10	14
"AK029378"	15	10	5	8	13	8	3	9	15	2	9	3	15	5	8	9	13	5	10	14
"AK029391"	15	10	6	3	13	8	3	9	1	2	9	13	15	13	8	7	13	8	13	14
"AK029539"	10	2	5	7	12	3	14	10	3	2	4	8	11	10	15	9	14	15	8	5
"AK029601"	11	13	14	4	4	8	3	12	15	2	2	15	13	6	6	8	10	5	10	6
"AK029757"	5	6	12	3	15	1	3	9	6	9	5	5	14	13	4	2	13	8	2	4
"AK029840"	3	11	11	7	12	4	12	10	11	4	4	1	1	10	13	4	7	2	12	5
"AK029860"	5	9	5	5	5	3	4	2	6	9	5	9	10	14	4	5	6	5	3	4
"AK029884"	3	6	12	3	9	12	15	3	1	7	11	6	14	13	11	4	12	8	12	3
"AK029958"	10	11	11	8	12	8	6	10	11	2	4	1	1	10	13	9	7	2	10	5
"AK030114"	10	2	5	8	14	3	5	6	4	10	4	3	11	4	15	9	14	15	8	5
"AK030206"	7	3	7	5	5	14	4	2	10	5	6	9	2	14	2	5	8	3	6	11
"AK030271"	6	11	8	7	12	4	12	10	11	4	8	1	1	10	13	11	7	2	11	10
"AK030424"	5	9	5	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"AK030450"	8	8	2	15	10	13	3	9	14	8	9	5	9	9	3	15	13	12	10	2
"AK030494"	15	4	12	3	13	15	3	9	4	7	4	9	1	10	14	4	12	8	12	12
"AK030505"	11	4	14	4	1	13	5	12	4	12	4	15	7	4	9	1	10	1	9	8
"AK030562"	15	10	6	13	13	8	3	9	1	2	9	13	15	5	8	7	13	5	13	14
"AK030583"	15	6	12	3	13	8	3	9	15	8	9	5	15	13	8	15	13	8	10	14
"AK030587"	3	6	12	3	9	12	15	3	1	7	5	6	14	13	11	4	12	8	12	4
"AK030594"	6	4	8	10	1	4	6	1	4	15	4	1	7	4	9	1	15	4	1	8
"AK030614"	15	10	12	3	13	8	3	9	1	7	9	5	15	13	8	4	13	8	10	14
"AK030621"	10	2	5	9	14	3	14	11	10	5	6	8	11	3	15	9	14	15	6	5
"AK030723"	15	11	11	8	12	8	3	10	15	7	4	6	1	10	11	4	7	2	12	14
"AK030930"	10	2	1	2	14	11	12	15	5	4	8	4	11	8	13	9	4	11	11	5
"AK031053"	11	13	14	4	4	13	5	12	14	12	2	15	13	6	6	8	10	1	9	6
"AK031113"	14	15	10	11	2	10	8	14	12	6	12	14	5	11	10	14	2	14	4	7
"AK031225"	15	10	12	3	13	8	3	9	15	2	9	5	15	13	8	5	13	5	10	14
"AK031263"	10	2	5	2	14	11	12	15	11	4	8	4	11	8	13	9	7	15	11	5
"AK031365"	15	10	12	3	13	8	3	9	1	3	9	5	15	13	8	2	13	5	10	14
"AK031392"	6	7	8	10	3	4	1	1	7	13	1	1	8	15	9	13	3	4	14	10
"AK031485"	3	6	11	3	9	12	15	3	1	7	5	6	10	13	4	4	6	8	12	4
"AK031495"	1	10	6	13	13	6	3	9	12	2	9	13	15	5	8	7	13	7	13	14
"AK031507"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
