"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"	"B21"	"B22"	"B23"	"B24"	"B25"
"AJ558021"	5	4	2	3	1	2	4	2	6	3	8	3	2	8	7	4	2	1	8	1	1	7	2	5	2
"AK002213"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"AK002217"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK002608"	5	8	8	5	2	1	4	2	6	2	7	6	2	7	1	7	2	1	8	6	7	1	2	1	6
"AK003142"	7	8	2	4	2	8	4	2	2	2	4	1	6	4	8	7	4	1	5	4	4	1	6	1	6
"AK003738"	8	8	8	5	2	1	7	6	7	1	6	6	7	7	4	8	3	7	7	6	7	5	1	2	7
"AK003760"	8	8	8	8	2	6	7	6	7	1	6	7	7	7	4	7	3	7	7	6	4	5	1	6	7
"AK003941"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	3	5	6	8	5	7	1
"AK004056"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"AK004226.7"	8	8	8	8	2	8	7	6	2	1	6	1	6	4	4	7	3	7	7	6	4	5	1	6	7
"AK004418"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"AK004568"	6	2	6	1	3	7	2	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	2
"AK004622"	4	5	1	6	5	4	3	8	5	4	1	5	1	1	5	3	7	5	1	7	3	4	7	8	5
"AK005150"	2	8	8	8	7	6	7	1	7	1	6	7	7	7	4	6	3	7	7	6	5	2	1	6	7
"AK005220"	5	4	2	6	5	4	4	3	5	3	8	5	1	1	7	3	7	1	1	8	3	7	2	8	2
"AK005583"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"AK005750"	5	4	2	3	1	2	4	2	6	3	8	5	2	1	7	4	2	1	8	8	3	7	2	5	2
"AK005796"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"AK006020"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK006583"	5	4	5	6	5	4	4	3	6	2	4	5	2	1	7	3	2	1	1	4	3	7	2	8	6
"AK006636"	7	3	3	6	5	4	2	3	5	6	4	5	1	1	3	3	7	8	1	4	3	6	4	8	8
"AK006817"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"AK006823"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	2	5	6	8	5	7	1
"AK007019"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"AK007209"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"AK007316"	5	4	2	3	1	2	4	2	6	3	8	8	2	1	7	4	2	1	8	8	1	7	2	7	1
"AK007368"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"AK007371"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"AK007637"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"AK007812"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	2	3	7	3	1	4	3	1	6	8	6
"AK008026"	1	1	3	6	8	5	2	4	3	6	5	2	5	3	3	5	7	8	6	2	8	6	4	3	8
"AK008330"	7	1	3	6	5	4	2	3	5	6	3	5	1	8	3	3	7	8	1	2	6	6	4	8	8
"AK008545"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK008598"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK008679"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"AK008770"	8	8	8	4	2	8	7	6	2	2	6	1	6	4	8	7	4	7	5	6	4	5	6	1	6
"AK008862"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"AK008869"	1	1	3	6	5	4	2	3	5	6	5	5	1	1	3	3	7	8	1	2	3	6	4	8	8
"AK008898"	7	3	6	6	5	4	1	3	5	2	4	5	1	1	2	3	7	3	1	4	3	8	6	8	1
"AK009140"	2	6	7	8	7	1	5	1	7	5	7	6	7	7	1	8	3	2	7	3	5	2	3	2	4
"AK009216"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK009586"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"AK009638"	8	8	8	8	7	6	7	6	7	1	2	7	7	7	4	6	3	7	7	6	5	5	1	6	7
"AK009740"	2	8	8	5	4	1	7	6	7	1	7	6	3	7	1	8	6	7	3	6	7	3	1	2	7
"AK010233"	8	8	5	4	2	8	8	6	2	2	6	1	6	4	8	7	4	6	5	6	4	1	6	1	6
"AK010610"	5	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"AK010630"	8	8	8	8	2	6	7	6	7	1	6	7	6	4	4	7	3	7	7	6	4	5	1	6	7
"AK010841"	7	3	5	6	5	4	2	3	5	6	4	5	1	1	3	3	7	8	1	4	3	6	4	8	8
"AK011275"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"AK011656"	7	3	5	6	5	4	4	3	5	2	4	5	1	1	7	3	7	1	1	4	3	7	2	8	6
"AK011675"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"AK011730"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"AK011739"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"AK011948"	2	8	6	5	4	1	7	5	1	8	7	6	3	7	1	8	6	3	4	6	7	3	8	2	4
"AK012459"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"AK012892"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK013060"	6	2	6	1	4	7	1	7	1	8	7	6	3	8	1	1	6	3	3	5	7	3	5	7	1
"AK013113"	1	1	3	6	5	5	2	4	5	6	5	5	1	3	3	5	7	8	1	2	8	6	4	8	8
"AK013208"	2	7	7	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"AK013289"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"AK013342"	6	7	6	1	3	7	1	7	5	8	7	8	3	8	2	1	5	3	3	5	7	3	5	7	1
"AK013354"	7	3	5	4	2	8	8	6	2	2	4	1	6	4	8	7	4	6	5	4	3	1	6	1	6
"AK013390"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK013537"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"AK013545"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"AK013604"	1	1	3	6	8	5	2	4	3	6	5	5	1	3	3	5	8	8	1	2	8	6	4	8	8
"AK013614"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK013634"	2	6	7	5	7	1	5	1	7	5	7	6	7	7	1	8	3	2	7	3	7	2	3	2	4
"AK013702"	7	3	5	4	2	4	8	3	2	2	4	1	6	4	8	3	4	6	5	4	3	1	6	1	6
"AK013704"	1	1	3	6	5	5	2	4	5	6	5	5	1	3	3	5	7	8	1	2	8	6	4	8	8
"AK013749"	2	7	4	5	4	7	6	7	5	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"AK013809"	6	7	6	6	5	4	6	3	5	7	4	5	1	1	2	3	7	3	1	1	3	3	8	7	1
"AK013859"	8	8	8	8	2	6	7	6	7	1	6	7	6	7	4	7	3	7	7	6	4	5	1	6	7
"AK014075"	5	4	2	3	1	2	4	2	1	3	3	8	4	8	7	4	2	1	4	8	6	7	2	7	2
"AK014260"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK014401"	7	1	3	6	5	4	2	3	5	6	3	5	1	1	3	3	7	3	1	4	3	6	4	8	8
"AK014541"	7	3	1	6	5	4	2	3	5	6	4	5	1	1	3	3	7	8	1	4	3	6	4	8	8
"AK014593"	1	1	3	6	5	5	2	4	5	6	5	5	1	3	3	5	7	8	1	2	8	6	4	8	8
"AK014656"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK014662"	7	3	5	4	5	4	8	3	5	2	4	1	6	1	8	3	4	6	1	4	3	1	6	1	6
"AK014695"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"AK014745"	6	2	6	1	3	7	6	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK014937"	5	4	2	3	1	2	4	2	6	3	8	5	2	6	7	4	2	1	8	8	1	7	2	8	2
"AK015010"	7	3	5	6	5	4	2	3	5	6	4	5	1	1	3	3	7	8	1	4	3	6	4	8	8
"AK015028"	2	7	7	5	4	1	6	7	7	7	7	6	3	7	1	8	6	4	3	3	7	3	8	2	4
"AK015056"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"AK015069"	7	7	4	6	5	4	4	3	5	7	4	5	3	1	7	3	6	4	1	1	3	3	8	8	2
"AK015226"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"AK015330"	7	3	5	6	5	4	2	3	5	2	4	5	1	1	3	3	7	8	1	4	3	6	4	8	8
"AK015414"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"AK015459"	7	3	5	6	5	4	4	3	5	2	4	5	1	1	7	3	7	1	1	4	3	7	2	8	6
"AK015494"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"AK015570"	5	4	2	6	5	2	4	2	5	3	8	5	1	6	7	4	7	1	1	8	1	7	2	8	2
"AK015647"	5	4	2	3	1	2	4	2	6	3	8	5	2	1	7	4	2	1	8	8	3	7	2	5	2
"AK015665"	7	3	5	4	5	4	8	3	5	2	4	1	1	1	8	3	4	6	1	4	3	1	6	1	6
"AK015839"	8	8	8	4	2	8	7	6	2	2	6	1	6	4	8	7	4	6	5	6	4	5	6	1	6
"AK015841"	1	1	1	6	5	4	2	4	5	6	5	5	1	1	3	3	7	5	1	2	3	6	4	8	8
"AK016058"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK016060"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK016133"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"AK016239"	6	3	6	6	5	4	4	3	5	2	3	5	1	8	2	3	7	3	1	4	6	8	6	8	1
"AK016242"	1	1	3	6	5	4	2	4	5	6	5	5	1	3	3	5	7	8	1	2	8	6	4	8	8
"AK016261"	6	2	6	6	5	4	2	3	5	8	3	5	1	1	2	3	7	3	1	5	3	8	5	8	1
"AK016265"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"AK016547"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK016549"	7	3	5	4	2	4	8	6	5	2	4	1	6	1	8	3	4	6	5	4	3	1	6	1	6
"AK016661"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"AK016718"	3	6	7	8	7	6	5	1	7	5	2	7	7	5	6	6	3	2	7	3	5	2	3	6	3
"AK016812"	6	3	1	6	5	4	4	3	5	2	4	5	1	1	7	3	7	1	1	4	3	7	2	8	1
"AK016848"	2	7	6	5	4	1	6	7	1	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"AK017062"	1	1	3	6	5	4	2	4	5	6	5	5	1	3	3	3	7	8	1	2	8	6	4	8	8
"AK017105"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK017132"	5	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"AK017255"	2	8	8	5	2	1	7	6	2	7	7	6	3	7	1	8	6	4	3	6	7	3	8	1	7
"AK017308"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"AK017353"	7	3	6	6	3	7	2	3	1	8	3	5	1	1	2	3	5	3	4	5	6	8	5	8	1
"AK017377"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"AK017399"	5	4	2	3	1	2	4	2	6	3	8	3	2	1	7	4	2	1	8	8	1	7	2	5	2
"AK017418"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK017423"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK017478"	6	2	6	6	5	4	1	5	5	8	3	5	1	1	2	3	7	3	1	5	3	8	5	8	1
"AK017495"	1	1	3	6	5	4	2	3	5	6	3	5	1	1	3	3	7	8	4	2	3	6	4	8	8
"AK017574"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK017692"	2	8	8	5	2	1	7	6	2	1	7	6	6	7	1	8	4	7	5	6	7	5	1	2	7
"AK017789"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"AK017886"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"AK017915"	1	1	3	6	8	5	2	4	5	6	5	5	1	3	3	5	7	8	1	2	8	6	4	8	8
"AK017919"	7	3	5	4	2	8	8	6	2	2	4	1	6	4	8	7	4	6	5	4	4	1	6	1	6
"AK018125"	7	3	3	6	5	4	2	3	5	6	4	5	1	1	3	3	7	8	1	4	3	6	4	8	8
"AK018165"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK018205"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"AK018221"	7	7	8	6	5	4	7	3	5	2	4	6	3	7	1	8	6	4	3	1	7	3	8	1	6
"AK018356"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK018474"	2	7	8	5	4	1	6	7	7	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"AK018511"	5	4	2	6	5	4	4	3	5	3	4	5	1	1	7	3	7	1	1	8	3	7	2	8	2
"AK018520"	7	4	2	3	1	2	4	2	6	3	4	3	2	1	7	3	2	1	8	4	3	7	2	5	6
"AK018844"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK018918"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK019079"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK019270"	7	8	8	4	2	4	7	6	2	2	6	1	3	4	8	7	4	6	5	4	4	1	6	1	6
"AK019365"	7	3	3	6	5	4	2	3	5	6	4	5	1	1	3	3	7	8	1	4	3	6	4	8	8
"AK019475"	7	3	5	6	5	4	8	3	5	2	4	1	1	1	8	3	4	6	1	4	3	1	6	1	6
"AK019526"	6	2	6	6	5	4	1	3	5	8	4	5	1	1	2	3	7	3	1	5	3	8	5	8	1
"AK019592"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK019605"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"AK019637"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK019761"	7	3	3	6	5	4	2	3	5	6	4	5	1	1	3	3	7	8	1	4	3	6	4	8	8
"AK019912"	8	8	8	8	7	1	7	1	7	1	6	6	7	7	4	8	3	7	7	6	5	5	1	6	7
"AK019925"	1	1	3	6	5	4	2	3	5	6	5	5	1	1	3	3	7	8	1	2	8	6	4	8	8
"AK020013"	2	6	7	8	7	1	5	1	7	5	7	6	7	7	1	8	3	2	7	3	7	2	3	2	7
"AK020038"	7	3	6	6	5	4	8	3	5	2	4	5	1	1	2	3	7	3	1	4	3	8	6	8	1
"AK020076"	8	8	8	4	2	8	7	6	2	2	6	1	6	4	8	7	4	6	5	6	4	1	6	1	6
"AK020107"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK020158"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK020168"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	1
"AK020257"	2	6	7	8	7	1	5	1	7	5	7	6	7	7	1	6	3	2	7	3	7	2	3	2	3
"AK020289"	4	5	1	6	5	4	3	3	5	4	4	5	1	1	5	3	7	5	1	4	3	4	7	8	5
"AK020313"	2	6	7	5	7	1	5	1	7	5	7	6	7	7	1	8	3	2	7	3	5	2	3	2	3
"AK020360"	8	8	5	4	2	8	7	6	2	2	4	1	6	4	8	7	4	6	5	4	4	1	6	1	6
"AK020414"	6	7	4	5	4	7	6	7	4	7	7	6	3	8	1	8	6	4	3	1	7	3	8	7	1
"AK020424"	4	5	1	6	5	4	3	8	5	4	1	5	1	1	5	3	7	5	1	7	2	4	7	8	5
"AK020438"	8	8	8	5	2	1	7	6	2	1	6	6	3	7	4	8	6	7	3	6	7	5	1	2	7
"AK020500"	7	3	5	4	2	4	8	3	5	2	4	1	1	1	8	3	4	6	1	4	3	1	6	1	6
"AK020517"	8	8	8	4	2	6	7	6	2	1	6	1	6	4	4	7	3	7	7	6	4	5	1	1	7
"AK020598"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"AK020601"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK020664"	6	2	6	1	3	7	6	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK020725"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"AK020759"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"AK020773"	6	7	4	5	4	1	6	7	4	7	7	6	3	8	1	8	6	4	3	1	7	3	8	2	4
"AK020954"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"AK021024"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"AK021026"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK021217"	1	1	3	1	3	7	2	4	1	6	3	8	4	8	3	5	5	8	4	2	6	6	4	7	8
"AK021265"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"AK021321"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK021343"	2	7	6	5	4	1	6	7	7	7	7	6	3	7	1	8	6	4	3	6	7	3	8	2	4
"AK021408"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"AK028016"	7	3	5	6	5	4	4	3	5	2	4	5	1	1	8	3	2	6	1	4	3	1	6	8	6
"AK028499"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK028510"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	1	6
"AK028856"	2	8	8	5	2	1	7	6	6	2	7	6	2	7	1	7	2	7	5	6	7	5	2	2	7
"AK028982"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"AK028994"	3	6	7	8	7	6	5	1	7	5	2	7	7	7	6	6	3	2	7	3	5	2	3	6	3
"AK029171"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	5	1	5	2	7	2	4	7	4	5
"AK029175"	6	2	6	1	3	7	4	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK029243"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK029272"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"AK029281"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"AK029300"	8	8	8	4	2	8	7	6	2	1	6	1	6	7	4	7	4	7	5	6	4	5	1	1	7
"AK029378"	6	7	6	5	3	7	6	7	4	7	3	6	3	8	1	8	6	4	3	1	6	3	8	7	4
"AK029391"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"AK029539"	7	3	5	6	5	4	4	3	5	2	4	5	1	1	7	3	7	1	1	4	3	1	6	8	6
"AK029601"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"AK029757"	2	2	6	5	4	1	1	5	1	8	7	6	3	7	1	8	6	3	3	5	7	8	5	2	1
"AK029840"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"AK029860"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK029884"	8	3	5	4	2	8	8	6	2	2	4	1	6	4	8	7	4	6	5	4	3	1	6	1	6
"AK029958"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"AK030114"	6	2	6	1	3	7	1	5	5	8	3	8	3	8	2	1	5	3	4	5	6	8	5	7	1
"AK030206"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"AK030271"	7	1	3	6	5	4	2	3	5	6	4	5	1	1	3	3	7	8	1	2	3	6	4	8	8
"AK030424"	5	4	2	3	1	2	4	2	6	3	8	8	2	1	7	4	2	1	8	8	3	7	2	7	1
"AK030450"	2	7	6	5	4	1	6	5	1	8	7	6	3	8	1	8	5	3	3	5	7	8	8	2	1
"AK030494"	2	7	6	6	5	4	4	7	5	7	7	6	1	1	1	3	7	4	1	1	7	3	8	2	4
"AK030505"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
