"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"
"AB011473"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AB099518"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AF009414"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AF012177"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AF027185"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AF039833"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AF062752"	4	4	1	1	1	1	4	3	3	4	2	4	2	2	3	3	1	2	4	2
"AF064984"	2	4	4	2	1	1	2	4	3	3	1	4	1	1	3	3	3	4	3	3
"AF065991"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AF081193"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AF097415"	1	1	2	4	4	2	2	4	4	1	3	1	3	1	4	4	4	4	2	4
"AF103797"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AF124721"	1	4	4	4	4	1	2	4	4	4	1	4	1	1	3	3	3	4	3	3
"AF127140.1"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AF129738"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AF139595"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AF180471"	1	4	4	4	4	1	2	4	4	4	3	4	1	1	4	3	3	4	3	3
"AF198092"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AF210281"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AF217545"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AF223362"	2	4	4	2	1	1	2	3	3	1	1	4	1	1	3	3	3	2	3	3
"AF275549"	4	3	1	1	2	4	4	1	2	3	2	3	2	2	1	1	1	2	4	2
"AF346836"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AF425084"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AF441786"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AF464177"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AF510652"	4	3	1	1	2	3	4	2	2	2	2	3	2	2	1	2	1	2	4	2
"AI509818"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AI840334"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AJ278768"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AJ293727"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AJ558021"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK002213"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK002217"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK002608"	4	3	1	1	2	1	4	1	1	3	2	3	2	2	3	3	1	2	4	2
"AK003142"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK003738"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK003760"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK003941"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK004056"	1	1	2	4	4	2	2	4	4	1	3	1	1	1	4	3	4	4	3	3
"AK004226.7"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK004418"	1	1	2	4	4	2	2	4	4	1	3	1	1	1	4	3	4	4	2	4
"AK004568"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK004622"	3	3	1	3	2	3	3	2	2	2	2	3	4	2	2	2	1	3	4	2
"AK005150"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK005220"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK005583"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK005750"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK005796"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK006020"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK006583"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK006636"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK006817"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK006823"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK007019"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK007209"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK007316"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK007368"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK007371"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK007637"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK007812"	2	4	3	2	1	1	2	3	2	4	1	4	1	1	3	3	3	3	3	3
"AK008026"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK008330"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK008545"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK008598"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK008679"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK008770"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK008862"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK008869"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK008898"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK009140"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK009216"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK009586"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK009638"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK009740"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK010233"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK010610"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK010630"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK010841"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK011275"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK011656"	4	4	1	2	2	1	4	3	3	4	2	4	2	2	3	3	1	2	4	3
"AK011675"	1	1	2	4	4	2	2	4	4	1	3	1	3	1	4	4	4	4	2	4
"AK011730"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK011739"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK011948"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	3	4	1	2	4
"AK012459"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK012892"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK013060"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK013113"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK013208"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK013289"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK013342"	2	3	1	1	2	4	2	1	1	3	2	3	1	1	1	3	1	4	3	3
"AK013354"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK013390"	3	2	3	1	3	3	3	2	2	2	2	2	2	2	2	2	2	2	1	2
"AK013537"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK013545"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK013604"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK013614"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK013634"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK013702"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK013704"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK013749"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK013809"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK013859"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK014075"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK014260"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK014401"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK014541"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK014593"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK014656"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK014662"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK014695"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK014745"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK014937"	4	3	1	1	2	3	4	2	2	2	2	3	2	2	2	1	1	2	4	2
"AK015010"	2	2	3	2	1	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK015028"	4	3	1	1	2	4	1	1	1	3	3	3	3	4	1	4	1	2	4	4
"AK015056"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK015069"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK015226"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK015330"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK015414"	1	3	1	1	2	4	2	1	1	3	3	3	3	1	3	3	3	4	3	4
"AK015459"	2	4	3	2	1	1	3	3	3	4	2	4	2	2	3	3	3	2	3	3
"AK015494"	2	4	4	1	2	1	2	1	1	4	1	3	1	1	3	3	3	4	3	3
"AK015570"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK015647"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK015665"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK015839"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK015841"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK016058"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK016060"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK016133"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK016239"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK016242"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK016261"	4	3	1	1	2	4	4	2	2	3	2	3	2	2	1	1	1	2	4	2
"AK016265"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK016547"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK016549"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK016661"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK016718"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK016812"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK016848"	4	3	1	1	2	4	4	1	1	3	2	3	3	4	1	1	1	2	4	4
"AK017062"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK017105"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK017132"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK017255"	2	4	4	2	1	1	2	1	3	4	1	4	1	1	3	3	3	4	3	3
"AK017308"	1	1	2	4	4	1	2	4	4	1	3	1	3	1	4	3	4	4	2	4
"AK017353"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	3	3	3
"AK017377"	1	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK017399"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK017418"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK017423"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK017478"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK017495"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK017574"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK017692"	1	1	2	4	4	2	2	4	4	1	3	1	1	1	4	3	3	4	3	3
"AK017789"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK017886"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK017915"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK017919"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK018125"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK018165"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK018205"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK018221"	2	4	4	2	1	1	2	1	1	3	1	3	1	1	3	3	3	4	3	3
"AK018356"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK018474"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK018511"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK018520"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	2	3	3
"AK018844"	4	3	1	1	2	3	4	2	2	2	2	3	2	2	2	1	1	2	4	2
"AK018918"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK019079"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK019270"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK019365"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK019475"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK019526"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK019592"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK019605"	2	3	1	2	2	1	2	1	1	4	2	3	2	2	3	3	1	2	4	3
"AK019637"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK019761"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK019912"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK019925"	3	2	3	3	2	3	3	2	2	2	2	2	4	3	2	2	2	3	1	1
"AK020013"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK020038"	2	4	1	2	1	1	2	3	3	4	1	4	1	1	3	3	3	2	3	3
"AK020076"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK020107"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK020158"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK020168"	2	3	1	2	1	1	2	1	3	4	1	4	1	1	3	3	3	4	3	3
"AK020257"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK020289"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK020313"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK020360"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK020414"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK020424"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK020438"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK020500"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK020517"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK020598"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK020601"	2	4	1	2	1	1	3	3	3	4	2	4	1	2	3	3	3	2	3	3
"AK020664"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK020725"	1	1	2	4	4	2	1	4	4	1	3	1	3	1	4	4	4	4	2	4
"AK020759"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK020773"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK020954"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK021024"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK021026"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK021217"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK021265"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK021321"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK021343"	1	1	2	4	2	4	1	4	1	1	3	1	3	4	4	4	4	1	2	4
"AK021408"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK028016"	2	3	1	1	1	1	4	1	3	3	1	4	2	2	3	3	3	2	4	2
"AK028499"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	3	1	2	4	2
"AK028510"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK028856"	4	3	1	1	2	1	4	1	1	3	2	3	2	1	3	3	1	2	4	2
"AK028982"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK028994"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK029171"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK029175"	4	3	1	1	2	1	4	3	1	4	2	3	2	2	1	3	1	2	4	2
"AK029243"	4	3	1	2	2	4	4	1	1	4	2	3	1	1	1	3	1	2	3	3
"AK029272"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK029281"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK029300"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK029378"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK029391"	2	4	4	2	1	1	2	4	3	4	1	4	1	1	3	3	3	4	3	3
"AK029539"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	3	1	1	2	4	2
"AK029601"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK029757"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK029840"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK029860"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK029884"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK029958"	2	4	1	1	1	1	2	3	3	4	2	4	2	2	3	3	3	2	4	2
"AK030114"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK030206"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK030271"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK030424"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK030450"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK030494"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK030505"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK030562"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK030583"	4	3	1	1	2	4	2	1	1	3	2	3	1	1	1	3	1	2	3	3
"AK030587"	2	3	1	2	2	4	2	1	1	3	1	3	1	1	3	3	3	4	3	3
"AK030594"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK030614"	2	3	4	1	2	1	2	1	3	4	2	4	1	1	3	3	3	4	3	3
"AK030621"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK030723"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK030930"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK031053"	4	3	1	1	2	4	4	1	1	3	2	3	2	2	1	1	1	2	4	2
"AK031113"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK031225"	1	1	2	1	2	2	1	4	4	1	3	1	3	4	4	4	4	2	2	4
"AK031263"	3	2	3	3	2	3	3	2	2	2	2	2	2	2	2	2	1	3	4	2
"AK031365"	1	1	2	4	4	2	1	4	4	1	3	1	3	4	4	4	4	1	2	4
"AK031392"	3	2	3	3	3	3	3	2	2	2	4	2	4	3	2	2	2	3	1	1
"AK031485"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK031495"	2	4	4	2	1	1	2	3	3	4	1	4	1	1	3	3	3	4	3	3
"AK031507"	2	4	4	2	1	1	2	3	3	4	1	4	2	1	3	3	3	4	3	3
