"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"
"A_52_P988778"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"A_52_P996776"	7	1	6	3	4	6	6	3	2	3	3	1	7	7	1	5	4	6	3	6
"AA204140"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AB008911"	3	7	4	5	5	4	1	6	6	7	7	2	3	4	6	4	2	5	6	7
"AB010313"	5	2	3	1	6	1	4	7	6	2	5	6	3	7	3	4	5	3	6	4
"AB010342"	7	1	6	3	4	7	6	3	6	3	3	1	7	7	1	3	6	6	6	6
"AB011473"	2	1	2	6	7	2	2	5	2	1	6	4	1	1	5	5	7	1	1	6
"AB099518"	6	6	2	6	7	2	2	5	4	1	6	4	1	1	5	2	7	1	1	1
"AF009414"	6	6	2	6	7	2	2	5	4	1	6	4	1	1	5	2	7	1	1	1
"AF012177"	4	5	5	2	5	5	1	4	1	7	4	2	2	2	7	1	3	5	2	7
"AF027185"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AF039833"	1	3	4	4	1	3	7	2	7	5	7	7	5	5	4	7	2	4	4	2
"AF062752"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	7	1	4	4	2
"AF064984"	7	1	6	3	4	7	6	3	2	1	3	3	7	7	2	7	4	7	3	6
"AF065991"	4	7	4	4	5	4	1	6	1	7	7	2	2	4	6	1	2	5	7	7
"AF081193"	7	1	6	3	4	7	6	3	3	3	3	1	7	7	1	3	6	6	4	6
"AF097415"	2	1	7	7	3	6	6	1	2	4	1	3	7	6	2	5	4	7	3	6
"AF103797"	1	7	6	4	3	6	3	2	7	3	7	1	6	7	1	7	2	7	3	5
"AF124721"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AF127140.1"	2	6	2	7	7	2	2	5	2	1	1	4	1	1	5	5	4	1	1	1
"AF129738"	4	5	5	2	5	4	1	4	1	7	4	5	2	2	7	1	3	5	2	7
"AF139595"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AF180471"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AF198092"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	7	4	7	3	5
"AF210281"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AF217545"	6	6	2	6	7	2	2	5	4	1	6	4	1	1	5	2	7	1	1	1
"AF223362"	3	3	7	7	3	6	7	2	2	5	2	7	6	6	4	5	4	4	3	5
"AF275549"	4	2	5	2	2	5	5	4	5	6	4	6	4	3	7	6	3	2	5	3
"AF346836"	5	2	3	2	2	1	4	4	5	2	5	6	3	3	7	6	3	3	5	4
"AF425084"	3	3	6	3	1	7	7	2	3	3	3	1	5	5	1	3	6	6	4	2
"AF441786"	7	1	6	3	4	7	6	3	4	1	3	4	7	7	5	2	7	6	1	6
"AF464177"	1	3	1	4	1	3	7	2	3	5	2	7	5	5	4	7	1	4	4	2
"AF510652"	5	7	3	1	6	1	4	6	6	2	5	6	3	4	3	4	5	3	6	4
"AI509818"	7	1	6	3	4	7	6	3	3	3	3	1	7	7	1	3	6	6	4	6
"AI840334"	7	1	6	3	4	7	6	3	6	3	3	1	7	7	1	2	6	6	6	6
"AJ278768"	4	7	4	4	5	4	1	6	7	7	7	2	2	4	6	1	2	5	7	7
"AJ293727"	7	1	6	3	4	7	6	3	3	3	3	1	7	7	1	3	6	6	4	6
"AJ558021"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK002213"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AK002217"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK002608"	3	3	6	7	4	6	6	2	2	5	2	7	7	5	4	7	4	4	3	5
"AK003142"	3	4	7	7	3	6	3	1	3	4	1	3	6	6	2	7	4	7	3	5
"AK003738"	2	1	6	7	4	6	6	3	2	1	1	4	7	7	5	5	4	6	1	6
"AK003760"	2	1	2	7	7	6	2	5	2	1	1	4	7	1	5	5	4	1	1	1
"AK003941"	5	2	3	1	6	1	4	7	6	2	5	6	3	3	3	4	5	3	6	4
"AK004056"	2	4	7	7	3	6	6	1	2	4	1	3	6	6	2	5	4	7	3	6
"AK004226.7"	2	6	7	7	7	6	2	1	2	1	1	4	1	1	2	5	4	1	3	1
"AK004418"	2	1	7	7	3	6	6	1	2	4	1	3	7	6	2	5	4	7	3	6
"AK004568"	5	5	3	5	6	1	4	6	6	7	5	6	3	4	3	4	1	5	6	7
"AK004622"	4	2	4	2	5	4	1	6	5	7	7	6	2	4	6	6	2	2	7	4
"AK005150"	6	1	2	6	7	2	2	5	2	1	6	4	7	1	5	2	7	1	1	1
"AK005220"	3	7	4	4	5	4	1	6	7	7	7	7	2	4	6	7	2	4	7	2
"AK005583"	4	5	5	2	2	5	5	4	5	6	4	5	2	2	7	6	3	2	5	3
"AK005750"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	7	1	4	4	2
"AK005796"	7	1	6	3	4	7	6	3	4	3	3	1	7	7	1	2	6	6	1	6
"AK006020"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK006583"	1	3	4	4	1	3	7	2	7	5	7	7	5	5	4	7	1	4	7	2
"AK006636"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK006817"	7	1	6	3	4	7	6	3	6	3	3	1	7	7	1	4	6	6	6	6
"AK006823"	5	2	3	1	6	1	4	7	6	2	5	6	3	3	3	4	5	3	6	4
"AK007019"	4	5	5	2	2	5	5	4	5	6	4	5	4	2	7	6	3	2	5	3
"AK007209"	4	5	5	2	5	4	1	6	1	7	4	2	2	2	6	1	3	5	2	7
"AK007316"	3	3	1	1	1	3	7	2	3	5	2	7	3	5	4	7	1	4	6	2
"AK007368"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK007371"	4	2	5	2	2	5	5	4	5	6	4	6	4	3	7	6	3	2	5	4
"AK007637"	4	5	5	2	2	5	5	4	1	6	4	5	4	2	7	1	3	5	2	3
"AK007812"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK008026"	4	5	5	2	5	4	1	4	1	7	4	5	2	2	6	1	3	5	2	7
"AK008330"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	4	2	5	7	7
"AK008545"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK008598"	5	7	3	1	6	1	4	6	6	2	5	6	3	4	3	4	5	3	6	4
"AK008679"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	3	7	7
"AK008770"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AK008862"	4	5	5	2	2	5	5	4	5	6	4	5	4	2	7	6	3	2	5	3
"AK008869"	4	7	4	4	5	4	1	6	7	7	7	2	2	4	6	1	2	5	7	7
"AK008898"	1	7	4	1	5	4	1	6	7	2	7	6	2	4	6	7	2	3	7	4
"AK009140"	7	1	2	6	4	2	6	3	4	1	6	4	7	1	5	2	7	1	1	6
"AK009216"	5	2	3	1	6	1	4	7	6	2	5	6	3	3	3	4	5	3	6	4
"AK009586"	7	1	6	3	4	7	6	3	6	3	3	1	7	7	1	4	6	6	6	6
"AK009638"	6	6	2	6	7	2	2	5	2	1	6	4	1	1	5	2	7	1	1	1
"AK009740"	7	1	6	3	4	7	6	3	2	1	1	4	7	7	2	5	4	6	1	6
"AK010233"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AK010610"	7	3	6	3	4	7	6	3	3	3	3	1	7	7	1	3	6	6	4	6
"AK010630"	2	6	7	7	7	6	2	1	2	1	1	4	1	1	2	5	4	1	3	1
"AK010841"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK011275"	7	1	6	3	4	7	6	3	6	3	3	1	7	7	1	4	6	6	6	6
"AK011656"	1	7	4	4	5	4	1	6	7	7	7	7	3	4	6	7	2	4	7	2
"AK011675"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AK011730"	4	5	5	2	5	4	1	4	1	7	4	2	2	2	6	1	3	5	2	7
"AK011739"	4	5	5	2	5	5	5	4	1	7	4	2	2	2	7	1	3	5	2	7
"AK011948"	7	1	6	3	4	7	6	3	2	2	1	4	7	7	3	4	4	6	6	6
"AK012459"	1	7	4	4	3	4	1	6	7	4	7	3	6	4	6	7	2	7	7	5
"AK012892"	5	2	3	1	6	1	4	7	6	2	5	6	3	3	3	4	5	3	6	4
"AK013060"	7	2	3	1	6	1	4	7	6	2	5	6	3	3	3	4	5	3	6	4
"AK013113"	4	7	4	4	5	4	1	6	1	7	7	2	2	4	6	1	2	5	7	7
"AK013208"	7	1	6	3	4	7	6	3	4	3	3	1	7	7	1	2	6	6	1	6
"AK013289"	1	7	4	4	5	4	1	6	7	7	7	7	2	4	6	7	2	4	7	7
"AK013342"	7	1	6	3	6	1	4	3	6	3	3	6	3	7	3	4	5	3	6	4
"AK013354"	1	4	7	7	3	6	3	1	2	4	1	3	6	6	2	7	4	7	3	5
"AK013390"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK013537"	4	5	5	2	5	4	1	4	1	7	4	2	2	2	7	1	3	5	2	7
"AK013545"	7	1	6	3	4	7	6	3	6	3	3	1	7	7	1	5	6	6	6	6
"AK013604"	4	7	4	4	5	4	1	6	1	7	7	2	2	4	6	1	2	5	7	7
"AK013614"	5	2	3	1	6	1	4	7	6	2	5	6	3	3	3	4	5	3	6	4
"AK013634"	7	1	2	6	4	2	6	3	4	1	6	4	7	1	5	2	7	1	1	6
"AK013702"	1	4	7	7	3	6	3	1	7	4	7	3	6	6	2	7	4	7	3	5
"AK013704"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	1	2	5	7	7
"AK013749"	7	1	6	3	4	7	4	3	6	3	3	1	7	7	1	4	6	6	6	4
"AK013809"	5	7	6	3	6	4	1	3	6	3	7	1	3	4	1	4	6	6	6	4
"AK013859"	2	1	7	7	7	6	2	5	2	1	1	4	7	1	2	5	4	1	3	1
"AK014075"	3	3	1	5	1	3	7	2	3	5	2	7	3	5	4	3	1	4	6	2
"AK014260"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK014401"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK014541"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK014593"	4	7	4	2	5	4	1	6	1	7	7	2	2	4	6	1	2	5	7	7
"AK014656"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK014662"	1	4	4	4	3	6	3	1	7	4	7	3	6	6	2	7	2	7	3	5
"AK014695"	7	1	6	3	4	7	6	3	6	3	3	1	7	7	1	4	6	6	6	6
"AK014745"	5	1	3	1	6	1	4	3	6	2	5	1	3	7	3	4	5	6	6	4
"AK014937"	3	7	4	5	5	4	1	6	3	7	7	7	2	4	6	3	1	4	7	7
"AK015010"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK015028"	7	1	6	3	4	7	6	3	4	1	3	4	7	7	5	2	7	6	1	6
"AK015056"	4	5	5	2	5	5	5	4	1	7	4	2	2	2	7	1	3	5	2	7
"AK015069"	1	7	4	4	5	4	1	6	7	3	7	1	7	7	1	4	6	6	7	6
"AK015226"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK015330"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK015414"	7	1	6	3	4	7	6	3	2	3	3	1	7	7	1	5	6	6	3	6
"AK015459"	1	7	4	4	5	4	1	6	7	7	7	7	2	4	6	7	2	4	7	2
"AK015494"	1	7	4	4	3	4	1	6	7	4	7	3	6	4	6	7	2	7	7	5
"AK015570"	3	3	1	5	5	4	1	2	6	7	7	7	2	4	6	4	1	4	6	2
"AK015647"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	7	1	4	7	2
"AK015665"	1	4	4	7	3	6	3	1	7	4	7	3	6	6	2	7	4	7	3	5
"AK015839"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AK015841"	4	7	4	2	5	4	1	6	7	7	7	5	2	4	6	1	2	5	7	3
"AK016058"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK016060"	5	2	3	1	6	1	4	7	6	2	5	6	3	3	3	4	5	3	6	4
"AK016133"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AK016239"	1	7	4	4	6	4	1	6	7	7	7	7	3	4	6	4	2	3	6	7
"AK016242"	4	7	4	4	5	4	1	6	1	7	7	2	2	4	6	1	2	5	7	7
"AK016261"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	3	7	7
"AK016265"	2	1	7	7	3	6	3	1	2	4	1	3	7	6	2	5	4	7	3	6
"AK016547"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK016549"	7	1	6	7	3	6	3	1	2	4	1	3	7	7	2	7	4	7	3	5
"AK016661"	1	7	4	4	3	4	1	6	7	4	7	3	6	4	6	7	2	7	7	5
"AK016718"	6	6	2	6	7	2	2	5	4	1	6	4	1	1	5	2	7	1	1	1
"AK016812"	1	2	4	1	5	4	1	6	7	2	7	6	2	4	6	7	2	3	7	4
"AK016848"	7	1	6	3	4	7	6	3	6	1	3	1	7	7	3	2	5	6	6	6
"AK017062"	4	7	4	4	5	4	1	6	7	7	7	2	2	4	6	1	2	5	7	7
"AK017105"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK017132"	7	3	6	3	4	7	7	3	3	3	3	1	7	7	1	3	6	6	4	6
"AK017255"	7	1	6	3	4	6	6	3	2	3	3	1	7	7	2	5	4	6	3	6
"AK017308"	2	4	7	7	3	6	6	1	2	4	1	3	6	6	2	5	4	7	3	6
"AK017353"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK017377"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AK017399"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	7	1	4	4	2
"AK017418"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK017423"	5	2	3	1	6	1	4	7	6	2	5	6	3	3	3	4	5	3	6	4
"AK017478"	5	7	4	4	6	4	1	6	7	2	7	6	3	4	6	7	2	3	7	4
"AK017495"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK017574"	5	2	3	1	6	1	4	7	6	2	5	6	3	7	3	4	5	3	6	4
"AK017692"	7	1	6	7	4	6	6	3	2	4	1	3	7	7	2	5	4	7	3	6
"AK017789"	4	7	4	2	5	4	1	6	1	7	4	2	2	4	6	1	2	5	7	7
"AK017886"	4	5	5	2	2	5	5	4	5	6	4	5	4	2	7	6	3	2	5	3
"AK017915"	4	5	5	2	5	4	1	4	1	7	4	2	2	2	6	1	3	5	7	7
"AK017919"	1	4	7	7	3	6	3	1	2	4	1	3	6	6	2	7	4	7	3	5
"AK018125"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK018165"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK018205"	7	1	6	3	4	7	6	3	6	3	3	1	7	7	1	2	6	6	1	6
"AK018221"	7	1	6	3	3	6	6	3	6	3	3	1	7	7	2	4	6	6	6	6
"AK018356"	5	2	3	1	6	1	4	7	6	2	5	6	3	3	3	4	5	3	6	4
"AK018474"	7	1	6	3	4	7	6	3	2	3	3	1	7	7	5	2	6	6	1	6
"AK018511"	3	7	4	4	1	4	1	6	7	5	7	7	2	4	6	7	2	4	7	2
"AK018520"	1	3	1	4	1	3	7	2	3	5	2	7	5	5	4	7	1	4	4	2
"AK018844"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK018918"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK019079"	5	2	3	1	6	1	4	7	6	2	5	6	3	3	3	4	5	3	6	4
"AK019270"	2	4	6	7	3	6	3	1	2	4	1	3	6	7	2	5	4	7	3	5
"AK019365"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK019475"	1	4	7	7	3	6	3	1	7	4	7	3	6	4	2	7	4	7	3	5
"AK019526"	1	7	4	1	5	4	1	6	7	7	7	6	2	4	6	7	2	3	7	4
"AK019592"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK019605"	1	7	4	4	5	4	1	6	7	7	7	3	2	4	6	7	2	7	7	5
"AK019637"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK019761"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK019912"	2	1	2	6	4	2	6	3	2	1	6	4	7	1	5	2	7	1	1	6
"AK019925"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	1	2	5	7	7
"AK020013"	7	1	2	6	4	2	6	3	4	1	6	4	7	1	5	2	7	1	1	6
"AK020038"	1	7	4	4	6	4	1	6	7	7	7	6	3	4	6	7	2	3	7	4
"AK020076"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AK020107"	5	2	3	1	6	1	4	7	6	2	5	6	3	3	3	4	5	3	6	4
"AK020158"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK020168"	1	7	4	4	5	4	1	6	7	2	7	6	2	4	6	7	2	3	7	4
"AK020257"	7	1	2	6	4	2	6	3	4	1	6	4	7	1	5	2	7	1	1	6
"AK020289"	1	7	4	4	5	4	1	6	7	7	7	6	2	4	6	7	2	3	7	4
"AK020313"	7	1	2	6	4	2	6	3	4	1	6	4	7	1	5	2	7	1	1	6
"AK020360"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	7	4	7	3	5
"AK020414"	7	2	6	3	6	7	4	7	6	2	3	1	3	7	1	4	6	6	6	4
"AK020424"	4	7	4	2	5	4	1	6	5	7	7	5	2	4	6	6	2	2	7	3
"AK020438"	2	1	6	7	4	6	6	3	2	1	1	4	7	7	2	5	4	6	3	6
"AK020500"	1	4	6	7	3	6	3	1	7	4	1	3	6	6	2	7	4	7	3	5
"AK020517"	2	1	7	7	7	6	2	1	2	1	1	4	1	1	2	5	4	1	3	1
"AK020598"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AK020601"	5	7	4	4	6	1	4	6	7	7	7	6	3	4	3	7	2	3	7	4
"AK020664"	5	1	3	1	6	1	4	3	6	2	5	1	3	7	3	4	5	6	6	4
"AK020725"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	1
"AK020759"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AK020773"	7	1	6	3	4	7	6	3	6	3	3	1	7	7	1	4	6	6	6	6
"AK020954"	1	7	4	4	5	4	1	6	7	7	7	3	2	4	6	7	2	7	7	5
"AK021024"	1	7	4	4	3	4	1	6	7	4	7	7	6	4	6	7	2	7	7	5
"AK021026"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK021217"	5	7	4	4	5	4	1	6	1	7	7	2	3	4	3	1	2	5	7	7
"AK021265"	1	7	4	4	3	4	1	6	7	7	7	7	6	4	6	7	2	7	7	5
"AK021321"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK021343"	7	1	6	3	4	7	6	3	2	1	3	4	7	7	5	2	6	6	1	6
"AK021408"	4	5	5	2	5	4	1	4	1	7	4	2	2	2	7	1	3	5	2	7
"AK028016"	1	3	4	4	1	3	7	2	7	5	7	7	6	5	4	7	1	4	7	2
"AK028499"	5	7	3	1	6	1	4	6	6	2	5	6	3	4	3	4	5	3	6	4
"AK028510"	1	4	7	7	3	6	3	1	7	4	7	3	6	4	2	7	4	7	3	5
"AK028856"	7	1	6	7	4	6	6	2	2	5	1	7	7	6	2	5	4	4	3	6
"AK028982"	4	5	5	2	2	5	5	4	1	6	4	5	2	2	7	1	3	5	2	3
"AK028994"	6	6	2	6	7	2	6	5	4	1	6	4	1	1	5	2	7	1	1	1
"AK029171"	4	5	5	2	2	5	5	4	5	6	4	5	4	2	7	6	3	2	5	3
"AK029175"	5	7	4	4	6	1	4	6	6	2	7	7	3	4	3	4	2	4	6	2
"AK029243"	5	1	3	1	6	1	4	3	6	2	5	6	3	7	3	4	5	3	6	4
"AK029272"	4	5	5	2	2	5	5	4	5	6	4	5	4	2	7	6	3	2	5	3
"AK029281"	7	1	6	3	4	7	6	3	6	3	3	1	7	7	1	2	6	6	6	6
"AK029300"	2	1	7	7	3	6	6	1	2	4	1	3	6	6	2	5	4	7	3	5
"AK029378"	7	1	6	3	4	7	6	3	6	3	3	1	7	7	1	4	6	6	6	6
"AK029391"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AK029539"	1	7	4	4	5	4	1	6	7	7	7	7	2	4	6	7	2	4	7	2
"AK029601"	5	2	3	1	6	1	4	7	6	2	5	6	3	3	3	4	5	3	6	4
"AK029757"	7	2	3	1	4	7	6	7	6	2	5	6	7	3	3	7	5	3	6	4
"AK029840"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK029860"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK029884"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	7	4	7	3	5
"AK029958"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK030114"	5	2	3	1	6	1	4	7	6	3	3	1	3	4	1	4	6	6	6	4
"AK030206"	3	3	1	5	1	3	7	2	3	5	2	7	5	5	4	3	1	4	4	2
"AK030271"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	7	2	5	7	7
"AK030424"	3	3	1	1	1	3	7	2	3	5	2	7	3	5	4	7	1	4	6	2
"AK030450"	7	1	6	3	4	7	6	3	6	2	3	1	7	7	3	4	5	6	6	6
"AK030494"	7	1	6	3	4	7	6	3	7	3	3	1	7	7	1	7	6	6	6	6
"AK030505"	5	2	3	1	6	1	4	7	6	2	5	6	3	3	3	4	5	3	6	4
"AK030562"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AK030583"	7	1	6	3	4	7	6	3	6	3	3	1	7	7	3	4	5	6	6	6
"AK030587"	7	1	6	3	4	7	6	3	2	2	3	6	7	7	2	7	5	3	3	6
"AK030594"	4	5	5	2	2	1	5	4	5	6	4	6	4	3	7	6	3	2	5	3
"AK030614"	7	1	6	3	4	7	6	3	2	3	3	1	7	7	2	7	4	6	3	6
"AK030621"	3	3	4	4	1	3	1	2	7	5	7	7	3	4	4	7	1	4	7	2
"AK030723"	1	7	4	4	3	4	1	6	7	2	7	6	6	4	6	7	2	3	7	5
"AK030930"	4	7	4	4	5	4	1	6	1	7	7	2	2	4	6	1	2	5	7	7
"AK031053"	5	2	3	1	6	1	4	7	6	2	5	6	3	3	3	4	5	3	6	4
"AK031113"	2	6	2	6	7	2	2	5	2	1	6	4	1	1	5	5	7	1	1	1
"AK031225"	7	1	6	3	4	7	6	3	2	3	3	1	7	7	2	5	6	6	3	6
"AK031263"	1	7	4	4	5	4	1	6	7	7	7	2	2	4	6	1	2	5	7	7
"AK031365"	2	1	7	7	7	6	6	3	2	1	1	4	7	1	2	5	4	1	3	6
"AK031392"	4	5	5	2	2	5	5	4	5	6	4	5	4	2	7	6	3	2	5	3
"AK031485"	1	4	7	7	3	6	3	1	2	4	7	3	6	6	2	7	4	7	3	5
"AK031495"	2	4	7	7	3	6	3	1	2	4	1	3	6	6	2	5	4	7	3	5
"AK031507"	3	3	1	4	1	3	7	2	3	5	7	7	5	5	4	7	1	4	4	2
