"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"
"A_52_P988778"	12	4	18	4	5	5	3	7	17	8	2	12	10	8	16	1	9	5	4	11
"A_52_P996776"	5	13	9	14	10	2	8	2	7	17	14	10	13	18	18	10	12	10	13	6
"AA204140"	12	5	18	4	3	5	3	7	17	8	1	12	10	10	13	1	9	5	16	11
"AB008911"	2	4	15	2	5	2	12	10	5	18	2	9	10	8	16	12	7	14	11	7
"AB010313"	9	9	7	9	2	9	2	14	12	12	3	2	5	16	12	16	2	18	12	18
"AB010342"	16	17	8	5	11	13	9	13	2	9	12	13	9	9	10	7	14	17	14	15
"AB011473"	7	14	3	18	1	1	10	5	14	15	9	17	12	15	8	17	6	6	5	10
"AB099518"	13	14	3	6	14	12	1	6	9	13	9	17	15	14	8	17	16	7	7	8
"AF009414"	7	14	3	18	14	1	10	6	14	15	9	17	12	15	8	17	16	7	5	10
"AF012177"	1	18	1	7	7	7	16	17	6	16	10	18	6	1	1	2	17	15	3	2
"AF027185"	12	10	18	4	13	5	3	7	17	8	1	12	7	7	15	1	9	5	4	11
"AF039833"	12	15	13	15	9	18	3	16	1	3	15	15	8	12	4	15	11	12	6	9
"AF062752"	3	1	12	3	12	18	4	11	13	2	5	11	4	4	9	6	10	8	15	17
"AF064984"	4	3	10	17	16	15	5	3	1	5	11	11	14	3	17	4	5	11	10	14
"AF065991"	17	18	1	1	6	7	6	17	6	6	2	18	1	6	1	2	18	15	2	5
"AF081193"	16	17	8	5	11	13	9	13	2	9	12	13	9	9	10	7	14	17	14	15
"AF097415"	18	6	6	18	1	1	13	5	14	3	4	8	3	5	3	14	13	6	18	10
"AF103797"	5	13	9	14	10	2	8	2	7	17	14	10	13	18	18	10	12	10	13	6
"AF124721"	18	11	6	18	9	1	13	5	4	3	4	5	12	5	14	14	13	6	5	10
"AF127140.1"	7	14	3	8	14	12	10	6	14	15	9	17	12	15	8	17	16	7	5	16
"AF129738"	14	18	1	12	17	7	11	15	18	6	18	4	18	6	1	13	1	15	1	4
"AF139595"	3	10	18	3	12	5	4	11	13	8	1	15	7	7	9	6	9	5	15	17
"AF180471"	8	11	6	8	14	10	10	12	4	3	17	5	12	12	14	14	13	11	5	16
"AF198092"	4	3	13	10	16	11	5	9	1	5	11	16	14	3	14	14	4	3	10	14
"AF210281"	18	6	6	18	9	14	13	5	12	3	4	8	3	13	3	9	13	6	12	10
"AF217545"	7	14	3	8	14	12	10	6	14	15	9	17	12	15	8	17	16	7	5	16
"AF223362"	3	1	12	3	12	18	4	11	13	2	5	11	4	4	9	6	10	8	15	17
"AF275549"	14	5	4	12	17	4	11	1	15	10	7	4	1	10	13	13	1	2	16	4
"AF346836"	14	5	4	12	17	9	11	1	8	10	7	4	18	10	13	13	1	2	16	4
"AF425084"	16	17	8	5	11	13	9	13	2	9	12	13	16	9	10	7	14	17	14	15
"AF441786"	11	2	10	18	8	15	14	8	16	14	13	1	17	2	17	4	15	13	17	12
"AF464177"	3	1	12	3	12	18	4	11	13	2	5	11	4	4	9	6	10	8	15	17
"AF510652"	2	9	7	9	5	9	2	14	8	10	2	2	10	8	16	16	7	18	11	7
"AI509818"	16	17	8	5	11	13	9	13	2	9	12	13	9	9	10	7	14	17	14	15
"AI840334"	16	17	8	5	11	13	9	13	2	9	12	13	9	9	10	7	14	17	14	15
"AJ278768"	2	4	1	1	5	16	12	15	18	6	18	6	10	8	16	12	7	14	11	7
"AJ293727"	16	17	8	5	11	13	9	13	2	9	12	13	9	9	10	7	14	17	14	15
"AJ558021"	2	4	15	2	10	4	12	2	5	18	14	9	13	8	16	12	7	14	11	7
"AK002213"	8	11	11	13	9	10	7	12	4	3	17	5	8	12	4	14	3	12	6	9
"AK002217"	12	10	18	4	13	5	3	7	17	8	2	12	7	7	15	1	9	5	4	11
"AK002608"	3	1	12	3	12	18	4	11	13	2	5	11	4	4	9	6	13	8	15	17
"AK003142"	18	11	6	13	9	14	7	16	4	3	4	8	8	13	4	14	11	12	6	10
"AK003738"	18	2	6	18	1	1	13	5	14	15	4	17	12	5	3	17	6	6	5	10
"AK003760"	7	14	6	18	1	1	13	5	14	15	9	17	12	5	14	17	6	6	5	10
"AK003941"	6	5	5	5	3	13	9	1	3	1	16	13	16	10	13	5	1	2	16	3
"AK004056"	18	6	6	18	9	1	13	5	12	3	4	8	3	5	3	14	13	6	12	10
"AK004226.7"	7	14	6	8	14	12	10	6	14	15	9	17	12	5	14	17	13	7	5	10
"AK004418"	18	6	6	18	1	1	13	5	12	3	4	8	3	5	3	14	13	6	12	10
"AK004568"	2	4	15	4	5	5	12	10	5	10	2	9	10	8	16	12	7	14	11	7
"AK004622"	14	5	4	12	17	4	11	15	8	10	7	4	1	10	13	13	1	2	1	4
"AK005150"	11	2	10	18	8	15	13	5	16	14	13	1	17	5	3	4	13	11	12	10
"AK005220"	14	5	1	4	18	4	11	7	10	10	2	4	1	8	16	13	7	9	1	4
"AK005583"	10	8	14	16	15	16	15	15	18	4	18	3	1	6	2	18	8	16	1	1
"AK005750"	3	1	12	3	12	4	4	11	13	2	2	11	4	4	9	6	10	8	15	17
"AK005796"	16	17	8	5	11	13	9	13	2	9	12	13	9	9	10	7	14	17	14	15
"AK006020"	12	10	18	4	13	5	3	7	17	8	1	12	7	7	15	1	9	5	4	11
"AK006583"	3	1	12	15	12	4	4	11	13	2	5	11	4	4	9	6	10	8	15	17
"AK006636"	17	8	1	1	6	7	6	15	10	6	18	18	11	8	1	2	7	15	2	5
"AK006817"	16	17	8	5	11	13	9	13	2	9	12	13	9	9	10	7	14	17	14	15
"AK006823"	14	5	4	12	17	5	11	1	3	10	7	4	10	8	16	13	1	2	16	4
"AK007019"	10	7	14	16	15	16	17	1	15	4	8	3	2	10	13	18	8	16	16	1
"AK007209"	17	18	1	1	7	7	15	17	6	6	10	18	6	6	1	2	18	15	3	5
"AK007316"	3	1	12	3	12	4	4	11	13	2	5	11	4	4	9	6	10	8	15	17
"AK007368"	17	15	13	15	6	17	6	16	10	6	15	18	11	11	7	15	18	15	2	5
"AK007371"	14	8	14	12	18	16	18	1	18	10	7	4	1	10	13	18	1	2	1	1
"AK007637"	15	16	17	7	7	6	15	18	11	7	18	14	6	1	5	8	17	1	3	2
"AK007812"	17	15	1	15	6	4	6	9	10	6	15	18	11	8	7	15	4	15	2	5
"AK008026"	14	16	1	12	17	16	15	15	18	6	18	4	18	6	1	13	17	15	16	4
"AK008330"	2	4	1	2	5	14	12	17	12	18	18	18	10	8	16	9	7	14	11	7
"AK008545"	12	10	18	4	13	5	3	7	17	8	1	12	7	7	15	1	9	5	4	11
"AK008598"	2	4	15	2	5	14	12	10	5	18	16	9	10	8	16	12	7	14	11	7
"AK008679"	6	4	13	15	6	14	12	9	10	18	15	8	11	8	7	15	4	3	2	5
"AK008770"	18	6	6	10	9	14	13	5	12	11	4	8	3	13	3	14	13	6	12	13
"AK008862"	10	8	14	16	15	16	17	15	15	4	18	3	2	17	2	18	8	16	1	1
"AK008869"	17	8	1	1	18	16	15	15	18	6	18	18	1	6	2	2	18	15	1	5
"AK008898"	6	8	14	11	18	16	18	9	1	1	11	6	1	11	13	18	4	9	1	3
"AK009140"	7	2	3	18	1	1	14	6	16	14	13	17	12	5	8	17	6	7	17	12
"AK009216"	18	6	7	18	3	14	13	5	12	12	4	8	3	13	3	9	13	6	18	10
"AK009586"	16	17	8	5	11	13	9	13	2	9	12	13	9	9	10	7	14	17	14	15
"AK009638"	3	1	12	3	12	18	4	11	13	2	5	11	4	4	9	6	10	8	15	17
"AK009740"	11	3	10	18	1	1	14	3	16	14	13	1	12	5	14	4	5	11	17	10
"AK010233"	18	11	6	13	9	10	7	16	4	3	4	8	3	13	4	9	11	3	6	10
"AK010610"	16	17	8	5	11	13	9	13	2	9	12	13	9	9	10	7	14	17	14	15
"AK010630"	7	14	3	8	14	12	10	6	14	15	9	17	12	15	14	17	16	7	5	16
"AK010841"	17	15	1	1	6	7	6	15	10	6	18	18	1	6	2	2	18	15	1	5
"AK011275"	16	17	8	5	11	13	9	13	2	9	12	13	9	9	10	7	14	17	14	15
"AK011656"	9	6	7	9	6	14	6	9	12	12	3	8	11	13	7	9	11	15	2	18
"AK011675"	18	6	6	18	1	1	13	5	14	15	4	8	3	5	14	14	13	6	5	10
"AK011730"	15	8	14	1	7	6	15	15	18	6	18	18	18	6	2	2	18	1	1	5
"AK011739"	1	18	1	7	5	7	16	17	6	16	10	18	6	8	1	2	17	1	11	7
"AK011948"	18	6	6	18	8	1	13	5	12	14	4	8	3	5	3	4	13	6	12	10
"AK012459"	6	3	13	15	18	11	18	9	1	11	11	6	14	11	7	15	4	9	10	14
"AK012892"	9	9	7	9	2	9	2	14	12	12	3	2	5	16	12	16	2	18	12	18
"AK013060"	16	5	8	5	3	13	9	1	3	9	12	13	16	9	13	5	14	13	12	15
"AK013113"	17	8	1	1	18	7	15	15	18	6	18	18	1	6	2	2	18	15	1	5
"AK013208"	11	2	10	18	1	1	14	5	16	14	13	1	17	5	17	4	6	13	17	12
"AK013289"	4	15	13	15	6	4	6	9	10	6	15	11	11	11	7	15	4	9	2	5
"AK013342"	6	3	5	11	3	16	18	1	3	1	16	6	14	5	13	5	5	9	12	3
"AK013354"	4	3	13	15	16	17	5	9	1	5	11	16	14	11	4	15	4	3	10	14
"AK013390"	12	10	18	4	13	5	3	7	17	8	1	12	7	7	15	1	9	5	4	11
"AK013537"	17	18	1	1	7	7	15	17	6	6	10	18	6	6	1	2	18	15	3	5
"AK013545"	5	13	9	14	10	2	9	2	7	17	14	10	13	18	18	10	12	10	13	6
"AK013604"	17	18	1	1	6	7	6	17	6	6	18	18	10	6	1	2	18	15	2	5
"AK013614"	14	5	4	12	17	9	11	14	8	10	7	2	5	10	18	13	1	2	9	4
"AK013634"	11	2	10	18	8	15	14	5	16	14	13	1	17	5	17	4	15	13	17	12
"AK013702"	18	3	13	13	9	11	7	16	1	11	11	16	14	11	4	14	4	3	10	14
"AK013704"	17	18	1	1	6	7	6	17	18	6	18	18	10	6	1	2	18	15	2	5
"AK013749"	6	3	5	11	3	16	18	1	3	1	16	6	16	11	13	5	5	9	16	3
"AK013809"	6	4	15	2	3	14	12	10	5	18	16	9	10	8	16	12	7	14	11	7
"AK013859"	11	2	10	18	14	1	13	5	16	14	13	1	17	5	14	4	13	11	17	10
"AK014075"	9	9	7	3	2	9	4	14	12	12	3	2	5	16	9	16	2	18	9	18
"AK014260"	12	5	4	5	11	5	9	7	2	17	14	12	16	9	10	13	14	10	14	15
"AK014401"	17	9	1	9	6	4	2	14	10	6	3	2	1	16	1	16	2	15	2	5
"AK014541"	6	8	14	11	18	4	18	15	18	6	18	6	1	6	2	18	1	9	1	5
"AK014593"	17	8	1	1	18	7	15	15	18	6	18	18	10	6	2	2	18	15	1	5
"AK014656"	12	10	18	4	13	5	3	7	17	8	2	12	7	7	15	1	9	5	4	11
"AK014662"	4	11	13	15	16	17	7	16	4	3	17	16	8	12	4	15	3	12	10	9
"AK014695"	5	6	9	18	10	1	13	5	7	17	14	10	3	18	3	10	13	6	12	10
"AK014745"	9	9	7	9	2	9	2	14	12	12	3	2	5	16	3	16	2	18	12	18
"AK014937"	2	4	1	4	5	5	3	7	17	8	2	12	10	8	15	1	7	15	11	7
"AK015010"	17	15	1	1	6	7	6	15	10	6	15	18	11	6	1	2	18	15	2	5
"AK015028"	3	2	10	18	8	15	14	5	16	14	5	11	17	5	17	4	6	13	17	13
"AK015056"	15	16	17	1	7	6	15	18	11	7	10	18	6	6	5	8	17	1	3	2
"AK015069"	5	13	9	14	10	2	8	2	7	17	14	10	13	18	18	10	12	10	13	6
"AK015226"	6	8	13	15	18	16	18	9	1	6	11	6	11	11	2	15	4	9	1	5
"AK015330"	17	8	1	1	18	4	6	15	18	6	18	6	1	6	2	15	18	15	1	5
"AK015414"	5	3	9	14	10	11	8	2	7	17	14	10	13	18	18	10	5	10	13	6
"AK015459"	3	8	13	15	18	4	4	9	10	6	2	11	1	11	7	15	4	9	1	5
"AK015494"	4	3	13	10	16	11	13	9	1	11	11	16	11	11	7	15	4	3	10	13
"AK015570"	6	4	5	4	5	5	18	1	3	1	2	6	10	8	13	13	7	14	16	3
"AK015647"	3	1	12	3	18	4	4	11	13	2	2	11	1	4	7	6	10	9	15	17
"AK015665"	4	3	13	10	16	11	4	2	1	11	11	11	14	3	18	15	4	12	10	13
"AK015839"	8	3	11	10	16	11	5	12	4	11	17	16	14	3	14	14	3	11	10	13
"AK015841"	6	8	14	11	18	16	18	15	18	6	18	4	18	6	2	18	1	9	1	5
"AK016058"	3	1	12	3	12	18	4	11	13	2	5	15	4	4	9	6	10	8	15	17
"AK016060"	2	4	15	2	3	14	12	10	3	18	16	2	10	8	16	5	7	14	11	7
"AK016133"	8	11	11	13	9	10	10	12	4	3	17	5	12	12	14	14	3	12	5	16
"AK016239"	2	4	15	2	5	14	12	10	5	18	14	9	10	8	16	12	7	14	11	7
"AK016242"	2	4	1	1	5	7	12	15	18	6	18	18	10	8	16	2	7	15	11	7
"AK016261"	2	4	15	2	5	14	12	10	5	18	18	6	10	8	16	12	7	14	11	7
"AK016265"	18	6	6	18	9	14	13	5	12	3	4	8	3	5	3	9	13	6	12	10
"AK016547"	12	10	18	4	13	5	3	7	17	8	1	12	7	7	15	1	9	5	4	11
"AK016549"	5	3	9	10	10	11	13	5	7	17	11	10	13	18	18	10	13	6	12	14
"AK016661"	6	3	13	15	18	11	18	9	1	5	11	6	14	11	7	15	4	9	10	14
"AK016718"	7	2	3	18	14	1	14	6	16	14	9	17	12	15	17	17	16	7	17	12
"AK016812"	6	8	14	11	18	4	18	15	1	10	11	6	1	10	2	18	1	9	1	4
"AK016848"	11	2	10	18	8	1	13	5	16	14	13	1	17	5	3	4	13	13	12	10
"AK017062"	2	4	14	11	5	16	18	15	18	6	18	6	10	6	2	18	18	14	1	7
"AK017105"	2	4	18	4	5	5	12	7	17	8	2	12	7	8	16	1	7	5	11	7
"AK017132"	16	17	8	5	11	13	9	13	2	9	12	13	9	9	10	7	14	17	14	15
"AK017255"	18	6	6	18	1	1	13	5	12	11	4	8	3	5	3	14	13	6	18	10
"AK017308"	18	6	6	10	1	1	13	5	14	11	4	5	12	3	3	14	6	6	5	13
"AK017353"	9	9	7	9	2	14	2	14	12	12	3	8	10	13	2	9	11	18	1	18
"AK017377"	18	6	6	18	1	1	13	5	4	3	4	5	3	5	14	14	6	6	5	10
"AK017399"	3	1	12	3	12	4	4	11	13	2	5	11	4	4	9	6	10	8	15	17
"AK017418"	12	13	9	4	10	5	3	7	7	8	1	12	7	7	15	1	9	5	13	6
"AK017423"	9	9	7	9	2	9	2	14	12	12	3	2	5	16	12	16	2	18	9	18
"AK017478"	6	8	14	11	18	16	18	15	18	1	18	6	1	16	2	18	1	9	1	3
"AK017495"	17	8	1	1	2	7	6	15	18	12	3	18	10	6	2	9	18	15	1	5
"AK017574"	9	9	7	9	2	9	2	14	12	12	3	2	5	16	3	16	2	18	12	18
"AK017692"	18	3	6	18	16	1	13	5	16	11	4	5	17	5	3	14	13	11	12	10
"AK017789"	17	18	1	1	7	7	15	17	18	6	18	18	6	6	1	2	18	15	3	5
"AK017886"	10	7	16	16	15	8	17	4	15	4	8	3	2	17	11	3	8	16	8	1
"AK017915"	15	8	14	11	18	16	15	15	18	6	18	6	18	6	2	18	18	1	1	5
"AK017919"	8	11	6	13	9	18	7	16	4	3	4	8	8	13	4	14	11	12	6	9
"AK018125"	6	8	14	11	18	16	18	15	18	6	18	6	1	6	2	18	18	9	1	5
"AK018165"	3	4	15	2	12	5	4	7	13	18	1	12	7	4	9	12	7	14	15	17
"AK018205"	16	17	8	5	11	13	9	13	2	9	12	13	9	9	10	7	14	17	14	15
"AK018221"	18	6	6	10	1	11	13	5	12	11	4	8	3	3	3	10	6	6	18	13
"AK018356"	9	9	7	9	2	9	2	14	8	12	3	2	5	16	12	16	2	18	9	18
"AK018474"	11	2	10	18	1	1	13	5	16	14	13	1	17	5	3	4	13	6	12	10
"AK018511"	2	4	18	2	5	4	12	7	12	18	2	12	10	8	16	12	7	14	11	11
"AK018520"	3	1	12	3	12	18	4	11	13	2	5	11	4	4	9	6	10	8	15	17
"AK018844"	12	10	18	4	13	5	3	7	17	8	2	12	7	7	15	1	9	5	4	11
"AK018918"	3	1	12	3	12	18	4	11	13	2	5	11	4	4	9	6	10	8	15	17
"AK019079"	9	9	7	9	2	9	2	14	8	10	3	2	5	16	12	16	2	18	9	18
"AK019270"	18	13	6	10	1	11	8	2	7	11	14	10	11	3	18	14	6	10	18	13
"AK019365"	17	15	1	1	6	7	6	17	10	6	15	18	11	6	1	2	18	15	2	5
"AK019475"	18	3	13	13	16	11	5	9	1	5	11	16	14	11	7	15	4	3	18	14
"AK019526"	6	8	14	11	18	16	18	15	3	1	18	6	18	11	13	18	1	9	1	3
"AK019592"	3	1	12	3	12	18	4	11	13	2	5	15	4	4	9	6	10	8	15	17
"AK019605"	2	4	15	2	5	14	12	10	5	18	16	9	11	8	16	12	7	14	11	7
"AK019637"	3	1	12	3	12	4	4	11	13	2	5	11	4	4	9	6	10	8	15	17
"AK019761"	6	8	1	1	18	16	18	15	18	6	18	6	1	6	2	18	18	15	1	5
"AK019912"	7	14	3	18	1	1	10	6	14	15	9	17	12	15	8	17	6	7	5	16
"AK019925"	2	4	1	1	5	7	12	17	10	6	2	18	10	8	16	2	7	15	11	7
"AK020013"	11	2	10	18	1	1	14	5	16	14	13	1	17	5	17	4	13	7	17	10
"AK020038"	6	8	13	11	18	14	18	9	1	1	11	6	14	11	7	15	4	9	18	14
"AK020076"	18	3	6	18	9	1	13	5	1	3	4	8	3	5	3	14	13	3	12	10
"AK020107"	9	9	7	2	2	14	12	14	12	12	3	2	5	16	16	12	2	14	12	18
"AK020158"	14	5	4	4	17	5	11	7	17	8	7	12	7	10	15	13	9	2	16	11
"AK020168"	6	3	14	11	18	16	18	9	1	1	11	6	14	11	7	18	4	9	10	14
"AK020257"	11	2	10	18	8	15	14	5	16	14	13	1	17	5	17	4	13	13	17	12
"AK020289"	6	8	14	11	18	16	18	15	1	1	11	6	1	11	2	18	4	9	1	3
"AK020313"	11	2	10	18	8	1	14	5	16	14	13	1	17	5	17	4	15	13	17	12
"AK020360"	4	1	12	10	16	11	4	11	13	11	5	11	4	3	9	6	13	8	10	14
"AK020414"	6	5	15	5	3	13	9	10	3	10	16	13	16	9	13	5	7	10	16	15
"AK020424"	6	8	14	11	18	16	18	15	18	6	18	6	1	6	2	18	1	9	1	5
"AK020438"	18	3	6	17	1	1	10	3	16	11	13	17	12	5	14	14	6	11	5	10
"AK020500"	18	6	6	10	9	11	13	5	12	11	4	8	3	13	3	14	13	6	18	13
"AK020517"	7	14	6	18	1	1	10	5	14	15	9	17	12	3	14	14	6	6	5	13
"AK020598"	8	11	11	8	1	10	10	12	4	3	17	5	12	12	14	14	3	12	5	16
"AK020601"	9	9	7	9	2	9	2	14	12	12	3	8	5	16	12	9	2	18	9	18
"AK020664"	9	6	7	2	2	14	13	14	12	12	3	8	3	13	3	9	13	6	12	18
"AK020725"	8	14	6	8	1	1	10	12	14	15	17	5	12	15	14	14	13	7	5	16
"AK020759"	18	6	6	13	9	1	13	5	12	3	4	8	3	13	14	9	13	6	18	10
"AK020773"	5	13	9	14	10	2	8	2	7	17	14	10	13	18	18	10	12	10	13	6
"AK020954"	6	3	13	11	18	14	18	9	1	1	11	6	14	11	7	9	4	9	18	14
"AK021024"	4	15	13	15	12	17	4	9	1	5	15	11	11	11	7	15	4	9	10	14
"AK021026"	12	10	18	4	13	5	3	7	17	8	1	12	7	7	15	1	9	5	4	11
"AK021217"	1	9	7	9	5	7	2	14	6	16	3	2	5	16	1	16	2	18	11	18
"AK021265"	4	3	13	15	10	4	8	9	1	18	11	10	14	11	7	15	4	9	10	14
"AK021321"	3	17	18	3	11	5	4	11	13	8	1	15	7	7	9	6	9	5	15	15
"AK021343"	11	2	10	18	8	15	13	5	16	14	13	1	17	5	3	4	5	13	12	10
"AK021408"	1	18	1	7	7	7	16	17	6	16	10	18	6	1	1	2	17	15	3	2
"AK028016"	5	13	9	15	10	11	4	2	7	11	5	11	13	18	18	10	4	10	15	17
"AK028499"	9	9	7	9	2	14	2	14	12	12	3	2	5	16	16	16	2	18	11	18
"AK028510"	18	6	6	18	9	14	13	5	12	3	4	8	3	13	3	9	13	6	18	10
"AK028856"	3	1	12	3	12	18	4	11	13	2	5	11	4	4	9	6	10	8	15	17
"AK028982"	15	16	17	7	7	6	15	18	18	6	18	14	6	6	5	8	17	1	3	4
"AK028994"	13	2	10	6	4	1	14	8	16	14	13	1	17	5	17	4	15	4	17	12
"AK029171"	14	5	4	12	17	16	11	15	18	10	7	4	18	10	13	13	1	2	16	4
"AK029175"	9	9	7	9	2	14	2	14	12	12	3	8	3	13	16	9	2	18	11	18
"AK029243"	18	6	7	9	2	14	13	5	12	12	3	8	3	13	3	9	13	6	12	10
"AK029272"	10	7	14	16	15	16	17	15	18	4	18	3	2	17	2	18	8	16	1	1
"AK029281"	16	17	8	5	11	13	9	13	2	9	12	13	17	9	10	7	14	13	14	15
"AK029300"	18	6	6	18	9	1	13	5	12	11	4	8	3	5	3	14	13	6	12	10
"AK029378"	18	6	6	2	5	14	13	5	12	18	4	8	3	13	3	12	13	6	12	10
"AK029391"	18	3	6	18	9	1	13	5	4	3	4	8	3	5	14	14	13	11	12	10
"AK029539"	2	4	15	2	5	14	12	10	10	18	11	8	11	8	16	12	7	14	11	7
"AK029601"	9	9	7	9	2	9	13	14	12	12	3	2	5	16	3	16	2	18	12	18
"AK029757"	3	1	10	18	8	15	13	5	16	2	5	11	17	2	3	4	5	13	12	14
"AK029840"	6	8	13	15	18	16	18	9	1	6	11	6	11	11	2	15	4	9	1	5
"AK029860"	3	1	12	3	12	4	4	11	13	2	5	12	4	4	9	6	10	6	15	17
"AK029884"	4	3	13	17	16	11	5	9	1	5	11	16	14	11	14	14	4	11	10	14
"AK029958"	6	8	13	11	18	14	18	15	1	6	11	6	10	11	2	9	4	9	1	5
"AK030114"	2	4	15	2	5	14	12	10	5	18	16	9	10	8	16	12	7	14	11	7
"AK030206"	12	10	18	3	13	5	3	7	13	8	1	15	7	7	9	1	9	5	4	11
"AK030271"	6	8	14	1	18	16	15	15	18	6	18	6	1	6	2	18	18	9	1	5
"AK030424"	3	1	12	3	12	4	4	11	13	2	5	11	4	4	9	6	10	8	15	17
"AK030450"	5	2	9	18	10	1	13	5	7	17	14	10	13	18	3	10	13	6	12	6
"AK030494"	6	3	13	18	3	11	13	9	1	11	11	6	14	11	7	5	4	9	10	14
"AK030505"	6	5	5	11	3	9	18	1	3	1	16	2	16	10	13	5	1	2	16	3
"AK030562"	18	6	6	13	9	10	13	5	4	3	4	8	3	13	14	14	13	6	18	10
"AK030583"	18	3	6	18	10	1	13	5	12	17	4	8	3	5	3	10	13	6	12	10
"AK030587"	4	3	13	17	16	15	5	9	1	5	11	16	14	11	7	4	4	13	10	14
"AK030594"	6	5	5	11	3	16	18	1	3	1	18	6	18	10	13	5	1	2	16	3
"AK030614"	18	3	6	18	9	15	13	5	1	3	4	8	3	5	3	10	13	6	12	10
"AK030621"	2	4	15	2	5	4	12	10	5	18	2	12	10	8	16	12	7	14	11	7
"AK030723"	6	3	13	15	18	14	18	9	1	5	11	16	14	11	7	15	4	3	18	14
"AK030930"	1	18	1	1	5	7	6	17	6	16	10	18	10	8	1	2	18	15	2	7
"AK031053"	9	9	7	9	2	9	2	14	8	12	3	2	5	16	12	16	2	18	9	18
"AK031113"	7	14	3	8	14	12	10	6	14	15	9	17	12	15	8	17	16	7	5	16
"AK031225"	18	6	6	18	1	1	13	5	12	11	4	8	3	5	3	14	13	6	12	10
"AK031263"	2	4	1	1	6	7	6	15	18	6	18	18	10	8	1	2	7	15	2	5
"AK031365"	18	2	6	18	9	1	13	5	16	14	4	1	3	5	3	4	13	6	12	10
"AK031392"	14	8	14	12	18	16	15	15	18	4	18	4	1	6	2	18	1	16	1	4
"AK031485"	4	3	13	15	16	11	5	9	1	5	11	11	14	11	7	15	4	8	10	14
"AK031495"	18	11	6	13	9	10	7	12	4	3	4	5	3	13	14	14	13	12	6	10
"AK031507"	3	13	12	3	12	18	4	11	13	2	5	15	4	4	9	6	10	8	15	17
