"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"	"B21"	"B22"	"B23"	"B24"	"B25"
"AI840334"	19	7	5	4	2	4	1	14	10	4	17	17	19	18	16	9	8	5	14	8	18	12	9	1	15
"AJ278768"	18	4	17	15	3	18	11	10	13	11	3	18	15	19	12	7	1	10	10	10	2	18	1	16	11
"AJ293727"	19	7	5	4	2	4	1	14	10	4	17	17	19	18	16	9	8	5	14	8	18	12	9	1	15
"AJ558021"	3	5	15	13	11	11	17	1	16	16	3	7	15	19	12	2	19	3	19	10	12	18	1	9	11
"AK002213"	15	14	9	12	1	10	2	9	15	13	4	11	13	8	7	17	5	6	17	2	9	4	15	15	7
"AK002217"	8	17	6	3	7	9	16	16	11	8	1	16	2	7	13	20	20	12	18	7	6	20	10	17	13
"AK002608"	20	16	15	2	11	5	13	20	6	15	15	9	16	14	1	15	10	13	1	11	13	7	5	11	14
"AK003142"	4	14	1	9	11	10	13	9	17	13	14	9	10	10	7	15	5	6	5	11	13	1	15	15	5
"AK003738"	1	9	16	11	19	16	8	18	1	3	15	14	1	15	18	6	6	2	16	1	10	5	6	20	17
"AK003760"	1	9	16	12	19	16	8	18	15	3	13	14	1	15	18	5	6	14	16	1	10	8	6	20	17
"AK003941"	19	20	19	1	10	2	18	13	19	20	3	17	18	2	10	8	11	5	9	10	18	15	16	12	9
"AK004056"	4	9	16	9	4	5	8	3	1	19	15	14	12	15	18	6	6	2	20	1	10	8	20	5	19
"AK004226.7"	6	9	16	18	5	20	8	19	15	1	13	14	1	16	3	5	6	2	16	18	10	2	6	20	7
"AK004418"	4	9	16	9	4	5	8	3	1	19	15	14	12	15	18	6	6	2	20	1	10	8	6	5	19
"AK004568"	3	18	6	10	6	18	7	10	13	16	3	18	15	19	12	20	19	8	10	10	2	18	1	9	11
"AK004622"	14	3	7	10	17	14	7	11	8	20	16	1	7	1	14	19	9	19	3	17	7	19	17	6	20
"AK005150"	5	9	16	11	5	5	5	3	1	5	15	14	12	15	18	16	6	2	12	1	5	8	13	13	4
"AK005220"	8	19	7	15	7	7	11	11	4	11	10	18	7	1	15	19	9	19	3	6	3	19	17	16	8
"AK005583"	18	15	17	19	15	3	10	6	3	11	18	8	3	9	15	4	16	4	6	20	1	3	19	16	12
"AK005750"	8	16	14	15	7	15	3	20	6	8	10	20	16	14	1	19	10	13	1	6	3	7	5	11	14
"AK005796"	19	7	5	4	2	4	13	14	10	3	17	17	1	18	16	2	8	5	14	8	13	12	9	1	15
"AK006020"	8	17	6	3	7	9	16	16	11	8	1	16	2	7	13	20	20	12	18	7	6	20	10	17	13
"AK006583"	20	16	14	2	13	15	9	7	6	15	10	20	16	14	1	19	10	13	1	14	16	7	5	11	14
"AK006636"	16	4	20	15	3	7	11	2	4	11	6	3	8	4	17	18	17	17	8	5	2	11	8	7	8
"AK006817"	19	7	5	4	2	4	1	14	10	4	17	17	19	18	16	9	8	5	14	8	18	12	9	1	15
"AK006823"	14	3	7	10	10	14	7	11	8	20	16	1	7	1	14	8	9	19	3	17	7	19	17	6	20
"AK007019"	13	15	11	19	15	13	14	6	3	6	18	2	3	9	5	10	16	10	7	20	1	15	19	12	3
"AK007209"	10	4	20	14	3	12	10	2	14	9	20	5	8	20	17	18	3	1	8	5	4	11	8	19	6
"AK007316"	20	16	14	2	13	15	9	20	6	15	10	20	16	14	1	19	10	13	1	14	16	7	5	11	14
"AK007368"	16	4	9	15	14	7	3	7	4	18	11	3	8	4	11	18	17	17	8	5	4	13	8	7	8
"AK007371"	18	3	17	10	15	3	7	6	3	20	6	2	7	9	15	8	1	19	9	20	7	19	12	16	20
"AK007637"	17	10	3	16	9	12	15	17	9	7	9	5	4	17	8	11	12	4	13	15	8	6	4	10	6
"AK007812"	16	4	20	15	14	7	11	7	4	11	6	3	8	4	15	18	17	17	15	5	4	13	12	7	8
"AK008026"	14	3	7	10	3	14	11	11	8	11	16	1	7	1	14	4	9	4	3	5	7	19	17	6	12
"AK008330"	3	4	20	15	3	18	11	2	13	16	3	18	15	19	19	7	19	1	10	10	2	18	1	5	11
"AK008545"	8	17	6	3	7	9	16	16	11	8	1	16	2	7	13	20	20	12	18	7	6	20	10	17	13
"AK008598"	3	18	15	13	10	18	18	10	13	16	3	18	15	19	12	7	19	8	10	10	2	18	1	9	11
"AK008679"	16	2	15	15	11	7	11	7	13	2	6	18	15	4	19	18	17	6	15	4	17	13	12	7	8
"AK008770"	4	14	16	7	11	5	2	18	7	19	19	9	12	15	20	14	6	2	20	19	17	8	20	15	19
"AK008862"	18	15	17	19	15	13	14	6	3	6	18	2	3	9	5	10	16	4	7	9	1	17	19	16	12
"AK008869"	18	4	17	15	3	3	11	6	4	11	6	3	8	9	15	18	1	4	3	5	3	3	12	16	12
"AK008898"	11	19	17	15	15	3	3	6	19	2	6	8	3	2	15	8	1	10	6	20	20	15	12	16	18
"AK009140"	1	9	16	11	19	16	8	19	2	3	13	14	5	16	18	5	6	9	16	1	14	5	6	20	17
"AK009216"	4	20	12	9	4	5	18	13	1	19	15	6	18	2	10	6	11	2	20	13	15	8	20	5	19
"AK009586"	19	7	5	4	2	4	1	14	10	3	17	17	19	18	16	9	8	5	14	8	18	12	9	1	15
"AK009638"	20	16	14	2	13	17	9	20	6	15	14	20	16	14	1	15	10	13	1	14	16	7	5	11	14
"AK009740"	1	9	16	11	5	16	8	4	7	3	5	14	1	3	18	16	6	14	2	1	5	8	6	20	17
"AK010233"	4	2	9	9	1	10	6	9	17	19	4	11	10	10	19	17	5	6	20	2	10	1	15	5	19
"AK010610"	19	7	5	4	2	4	1	14	10	17	17	17	19	18	16	9	8	5	14	8	18	12	9	1	15
"AK010630"	1	13	13	12	19	16	12	19	15	1	13	10	5	8	3	5	4	14	16	18	9	2	3	20	10
"AK010841"	16	4	17	15	3	3	3	2	4	11	6	3	8	4	15	18	17	17	8	5	4	3	12	7	12
"AK011275"	19	7	5	4	2	4	1	14	10	4	17	17	19	18	16	9	8	5	14	8	18	12	9	1	15
"AK011656"	16	8	12	9	4	7	11	7	4	2	10	6	10	4	19	18	2	6	4	13	15	11	20	5	8
"AK011675"	1	9	16	12	19	5	8	18	15	19	15	14	13	15	18	6	6	2	16	1	10	8	6	20	17
"AK011730"	18	10	3	19	3	3	10	17	9	11	9	5	4	17	8	4	12	4	3	5	4	3	4	16	12
"AK011739"	10	12	20	14	6	18	11	8	14	9	20	5	15	20	17	3	3	11	10	10	2	11	8	19	6
"AK011948"	4	9	12	9	4	5	5	3	1	3	15	14	12	15	18	6	6	2	12	1	10	8	20	13	19
"AK012459"	11	19	18	15	16	2	3	7	5	2	5	12	11	5	20	12	14	10	2	4	20	13	7	14	18
"AK012892"	7	8	12	17	17	8	4	15	12	12	12	6	17	12	6	1	2	15	4	13	15	9	14	3	16
"AK013060"	19	20	12	1	10	2	18	13	19	4	17	13	18	2	10	8	11	5	9	17	18	12	16	1	9
"AK013113"	18	4	17	15	3	3	10	2	4	11	20	3	8	4	17	18	1	17	8	5	4	3	8	16	12
"AK013208"	1	9	8	11	12	19	5	3	18	3	15	4	12	3	18	6	6	9	12	1	5	5	6	13	17
"AK013289"	16	19	17	15	14	7	3	7	4	18	10	3	11	4	11	18	17	17	15	4	3	13	7	7	8
"AK013342"	11	20	19	1	4	2	18	13	19	2	5	12	18	2	10	8	11	10	2	20	20	8	16	12	9
"AK013354"	15	6	18	8	1	6	19	7	5	13	11	12	11	10	11	12	14	20	15	4	11	13	7	14	18
"AK013390"	8	17	6	3	7	9	16	16	11	8	1	18	2	7	13	20	20	12	18	7	6	20	10	17	13
"AK013537"	10	4	20	14	3	12	11	2	14	9	20	5	8	20	17	18	3	1	3	5	4	11	8	19	6
"AK013545"	9	5	2	6	11	11	17	1	16	14	7	7	9	11	9	2	7	3	19	16	12	12	11	8	2
"AK013604"	10	4	20	14	3	18	11	2	14	11	20	18	8	4	17	18	3	1	8	5	4	11	8	19	12
"AK013614"	14	3	10	10	17	14	7	11	12	20	16	13	17	1	14	1	13	19	9	17	7	19	14	6	20
"AK013634"	5	11	8	11	12	19	5	3	18	3	2	4	20	6	18	13	6	9	12	1	5	16	13	13	4
"AK013702"	15	2	9	7	16	10	19	18	7	2	5	12	11	5	7	14	14	20	15	4	17	1	7	14	18
"AK013704"	10	4	20	15	3	18	11	2	4	11	20	3	8	4	17	18	3	17	8	5	4	3	8	7	12
"AK013749"	11	20	19	1	10	2	18	13	19	2	5	8	18	2	10	8	11	10	2	20	20	15	16	12	9
"AK013809"	3	18	15	13	11	2	18	13	13	16	3	18	15	19	12	7	19	8	10	10	2	18	1	9	11
"AK013859"	1	9	16	11	5	5	5	3	15	3	15	14	12	15	18	16	6	2	16	1	5	8	6	20	7
"AK014075"	7	8	12	17	4	8	4	15	12	12	10	6	17	14	6	19	2	15	4	13	15	9	14	3	16
"AK014260"	8	17	5	4	2	4	7	14	10	17	3	17	2	11	16	19	9	5	19	6	6	12	11	1	15
"AK014401"	7	4	10	15	17	8	11	15	4	11	10	3	8	4	6	18	2	17	4	6	3	11	8	3	16
"AK014541"	18	19	17	15	15	3	3	6	4	11	6	18	7	9	15	18	1	10	6	5	3	3	12	16	12
"AK014593"	18	4	20	15	3	18	11	2	4	11	20	18	8	9	15	4	1	4	6	5	4	3	12	16	12
"AK014656"	8	17	6	3	7	9	16	16	11	8	1	16	2	7	13	20	20	12	18	7	6	20	10	17	13
"AK014662"	15	14	9	7	14	10	6	7	5	13	11	11	11	5	7	17	14	20	15	4	17	13	7	15	5
"AK014695"	9	5	12	9	4	5	17	3	1	19	15	7	12	15	18	6	7	2	19	1	12	8	20	8	19
"AK014745"	7	8	12	17	4	8	4	15	1	12	15	6	12	15	6	6	2	15	4	13	15	9	20	3	19
"AK014937"	8	4	6	3	7	18	11	16	13	8	1	18	15	7	13	20	20	12	10	6	2	11	1	17	11
"AK015010"	16	4	20	15	3	7	3	2	4	11	20	3	8	4	17	18	17	17	8	5	4	11	8	7	8
"AK015028"	5	11	8	11	11	19	5	3	18	3	19	9	12	3	18	14	6	9	12	1	5	8	13	13	4
"AK015056"	17	10	3	16	9	12	10	17	9	7	9	5	4	17	8	4	12	1	13	15	4	6	4	10	6
"AK015069"	9	5	2	6	20	11	17	1	16	14	7	7	9	11	9	2	7	3	19	16	12	14	11	8	2
"AK015226"	16	19	17	15	14	3	3	7	4	2	6	3	8	4	15	12	1	10	6	5	20	13	12	16	12
"AK015330"	18	4	17	15	3	3	3	6	4	11	6	3	8	4	15	18	1	17	6	5	3	3	12	16	8
"AK015414"	11	5	2	6	16	11	17	1	16	2	5	7	1	11	2	2	7	3	2	19	12	5	6	8	2
"AK015459"	16	19	17	15	14	15	3	7	4	11	10	3	8	4	11	19	1	13	15	6	3	13	12	16	12
"AK015494"	11	19	18	7	11	7	3	7	7	2	5	9	11	5	20	14	14	2	15	19	17	13	7	14	18
"AK015570"	8	20	6	1	10	18	18	13	19	16	3	18	15	2	12	20	9	10	3	10	20	15	1	12	9
"AK015647"	8	16	6	15	7	15	3	16	6	8	10	18	16	14	1	19	9	13	1	6	3	7	5	17	14
"AK015665"	15	16	18	7	16	6	13	7	7	13	11	12	11	5	20	14	14	20	15	4	17	13	7	14	18
"AK015839"	6	6	18	8	16	6	19	18	7	13	19	9	11	5	20	14	14	20	2	19	17	10	7	14	7
"AK015841"	18	19	17	15	15	3	3	6	4	11	6	1	7	9	15	4	1	4	3	5	20	3	12	16	12
"AK016058"	12	16	1	2	13	17	9	20	6	15	14	16	16	14	1	15	10	13	1	11	16	7	5	4	14
"AK016060"	3	18	19	13	11	2	18	13	13	16	3	6	18	19	10	7	19	8	10	10	2	18	16	9	8
"AK016133"	6	14	13	12	1	20	2	9	15	13	4	10	13	8	7	17	5	14	17	2	9	4	15	15	7
"AK016239"	3	18	15	13	11	18	11	10	13	16	3	18	15	19	12	7	19	8	10	10	2	18	1	9	11
"AK016242"	10	4	20	15	3	18	11	2	13	11	3	18	15	19	12	7	3	17	10	10	2	18	1	19	11
"AK016261"	3	18	15	15	11	18	11	10	13	16	3	18	15	19	12	7	19	10	10	10	2	18	1	9	11
"AK016265"	4	9	12	9	4	5	8	3	1	19	15	14	12	15	18	6	6	2	20	1	10	8	20	5	19
"AK016547"	8	17	6	3	7	9	16	16	11	8	1	16	2	7	13	20	20	12	18	7	6	20	10	17	13
"AK016549"	9	5	2	6	4	5	17	1	16	2	15	7	11	11	20	2	7	2	19	16	17	8	7	14	18
"AK016661"	11	19	18	15	16	6	3	7	5	2	5	12	11	5	15	12	14	10	15	4	20	13	7	14	18
"AK016718"	1	13	8	11	19	19	12	19	2	3	13	10	5	16	18	5	6	7	16	1	14	2	3	20	17
"AK016812"	18	19	17	15	15	3	3	6	4	11	6	18	7	9	15	19	1	10	9	6	3	15	12	16	12
"AK016848"	5	9	12	11	4	5	5	3	1	3	15	14	12	15	18	6	6	2	12	1	5	8	13	13	19
"AK017062"	18	4	17	15	15	18	11	6	4	11	6	18	15	2	15	4	1	10	10	5	2	3	1	12	11
"AK017105"	8	17	6	3	7	18	16	16	13	8	3	18	15	7	13	20	20	12	10	10	2	18	1	17	11
"AK017132"	19	7	5	4	2	4	1	14	10	17	17	17	19	18	16	9	8	5	14	8	18	12	9	1	15
"AK017255"	4	9	12	9	4	5	8	18	1	19	15	14	12	15	18	6	6	2	20	1	10	8	6	5	19
"AK017308"	1	9	16	12	19	5	8	18	1	19	19	19	1	15	18	14	6	14	16	1	10	5	6	20	17
"AK017353"	7	8	12	15	4	8	4	15	4	12	6	6	10	2	19	18	2	6	4	13	15	9	20	5	19
"AK017377"	4	9	16	9	11	16	8	18	1	19	4	14	1	15	18	6	6	2	5	11	10	8	6	15	17
"AK017399"	20	16	14	2	13	15	9	20	6	15	10	20	16	14	1	19	10	13	1	14	16	7	5	11	14
"AK017418"	9	17	1	6	20	9	16	1	11	14	1	16	2	7	13	20	20	12	18	7	6	20	10	8	2
"AK017423"	7	8	12	17	17	8	4	15	12	12	12	6	17	12	6	1	2	15	4	13	15	9	14	3	16
"AK017478"	18	19	17	1	15	3	3	6	19	2	6	8	3	2	15	8	1	10	6	20	20	15	12	12	12
"AK017495"	7	4	20	15	3	3	11	2	4	11	6	6	8	4	17	18	2	17	4	13	4	3	12	3	12
"AK017574"	7	8	10	17	4	8	4	15	16	12	15	6	17	11	6	6	2	15	4	13	15	9	20	3	19
"AK017692"	4	9	16	8	11	5	13	3	1	3	19	9	12	15	18	14	6	2	5	1	10	8	15	14	7
"AK017789"	10	4	20	14	3	12	10	2	14	11	20	3	8	20	17	18	3	17	8	5	4	11	8	19	12
"AK017886"	13	15	11	5	8	13	14	5	3	6	18	2	6	13	5	10	16	16	7	9	1	17	19	18	3
"AK017915"	18	10	17	19	15	3	10	6	4	11	6	8	3	9	15	4	1	4	6	5	4	3	12	16	12
"AK017919"	4	2	1	9	1	17	13	9	17	13	14	11	10	10	7	15	5	6	5	11	13	1	2	15	5
"AK018125"	18	19	17	15	15	3	3	6	4	11	6	8	3	9	15	4	1	10	6	5	20	3	12	16	12
"AK018165"	3	16	15	13	11	9	16	20	13	16	3	18	2	14	12	19	19	13	5	11	13	18	1	9	14
"AK018205"	19	7	5	4	2	4	1	14	10	4	17	17	19	18	16	9	8	5	14	8	18	12	9	1	15
"AK018221"	4	5	12	9	4	5	17	18	1	19	15	9	1	15	20	14	14	2	2	19	17	5	20	8	8
"AK018356"	7	8	10	17	17	8	4	15	12	12	12	6	17	12	6	1	2	15	4	13	15	9	14	3	16
"AK018474"	1	9	16	11	4	5	5	3	1	3	15	14	12	15	18	6	6	2	12	1	5	8	6	13	17
"AK018511"	8	17	15	15	7	18	3	16	13	16	10	18	15	7	12	20	20	12	10	10	2	18	1	17	11
"AK018520"	12	16	14	2	13	17	9	20	6	15	10	20	16	14	1	15	10	13	1	14	16	7	5	11	14
"AK018844"	8	17	6	3	7	9	16	16	11	8	1	18	2	7	13	20	20	12	18	6	6	20	10	17	13
"AK018918"	20	16	14	2	13	17	9	20	6	15	10	20	16	14	1	19	10	13	1	14	16	7	5	11	14
"AK019079"	7	8	10	17	17	8	4	15	12	12	12	13	17	12	6	1	13	15	4	17	15	9	14	3	16
"AK019270"	1	14	2	7	11	16	17	18	7	13	19	9	1	5	20	14	14	14	2	19	17	5	11	15	8
"AK019365"	16	4	20	15	3	7	11	2	4	11	20	3	8	4	17	18	17	17	8	5	4	11	8	7	8
"AK019475"	11	2	18	8	16	6	19	7	5	2	5	12	11	5	19	12	14	20	15	4	17	13	7	14	18
"AK019526"	18	19	17	15	15	3	3	6	19	2	6	8	3	2	15	8	1	10	6	20	20	15	12	16	12
"AK019592"	12	16	1	2	13	17	9	20	6	15	14	20	16	14	1	15	10	13	1	14	16	7	5	11	14
"AK019605"	3	18	15	13	11	18	11	10	13	16	3	18	15	19	12	7	19	8	10	10	2	18	1	9	8
"AK019637"	8	16	6	2	7	9	9	20	6	15	10	20	16	14	1	19	10	13	1	6	16	7	5	11	14
"AK019761"	18	4	17	15	3	3	3	6	4	11	6	3	8	4	15	18	1	10	6	5	4	3	12	16	12
"AK019912"	1	9	16	18	19	16	8	19	2	3	13	10	1	16	18	5	6	7	16	1	14	5	6	20	17
"AK019925"	8	4	20	15	3	18	11	2	4	11	3	18	15	4	17	18	9	17	10	10	2	11	1	19	8
"AK020013"	1	9	16	11	5	19	8	3	18	3	13	14	20	3	18	5	6	9	16	1	5	8	6	13	4
"AK020038"	11	19	12	15	4	2	3	13	4	2	6	6	18	2	19	12	11	10	6	4	20	13	12	16	18
"AK020076"	4	9	16	9	4	5	8	3	1	19	15	14	12	10	18	6	6	2	20	1	10	8	7	14	18
"AK020107"	7	8	12	13	4	8	4	3	1	16	3	6	12	12	12	6	2	15	4	10	15	9	1	3	19
"AK020158"	8	17	6	10	7	14	7	11	11	20	1	18	2	7	13	20	9	19	9	7	6	19	17	6	20
"AK020168"	11	19	19	15	15	2	3	13	19	2	6	12	11	2	15	12	1	10	6	4	20	13	7	14	18
"AK020257"	5	9	8	11	12	19	5	3	18	3	2	4	12	3	18	16	6	9	12	1	5	8	13	13	4
"AK020289"	18	19	17	15	15	3	3	6	4	2	6	8	3	9	15	8	1	10	6	20	20	3	12	16	12
"AK020313"	5	9	8	11	12	19	5	12	18	3	2	4	20	3	18	13	6	9	12	1	5	16	13	13	4
"AK020360"	20	6	18	8	11	6	13	20	7	15	19	9	11	14	20	14	14	20	1	19	17	7	7	14	18
"AK020414"	14	20	19	1	10	2	18	13	19	2	3	13	19	11	10	8	9	5	2	19	18	12	16	9	9
"AK020424"	18	19	17	15	15	3	3	6	4	11	6	18	3	9	15	4	1	10	6	5	3	3	12	16	12
"AK020438"	1	9	16	12	16	16	8	18	15	3	5	14	1	3	2	16	6	14	2	19	10	5	6	20	17
"AK020500"	4	9	12	9	11	5	8	18	1	19	19	9	11	5	20	14	14	2	20	19	17	8	20	5	18
"AK020517"	1	9	16	18	19	16	8	18	7	3	19	19	1	15	18	14	6	14	16	18	9	8	6	20	17
"AK020598"	1	14	13	12	1	16	2	19	15	13	4	10	1	8	7	17	4	14	17	18	9	4	15	15	7
"AK020601"	7	8	12	17	17	8	4	15	12	12	12	6	17	12	6	1	2	15	4	13	15	9	20	3	19
"AK020664"	4	8	12	9	4	5	4	3	1	12	15	6	12	15	6	6	2	15	20	13	15	8	20	5	19
"AK020725"	1	9	13	12	19	16	8	19	15	19	13	10	1	8	3	5	4	14	16	18	9	4	6	20	7
"AK020759"	4	9	16	9	4	10	8	18	1	19	4	14	13	10	19	6	5	2	20	2	10	1	20	5	19
"AK020773"	9	5	2	6	20	11	17	1	16	14	7	7	9	11	9	2	7	3	19	16	12	14	11	8	2
"AK020954"	11	19	12	15	14	2	3	7	4	2	6	12	11	2	19	12	11	10	15	4	20	13	7	5	18
"AK021024"	16	19	9	7	14	15	3	7	4	18	11	3	11	5	11	12	17	20	15	4	11	13	7	14	18
"AK021026"	12	17	6	3	7	9	16	16	11	17	1	16	2	7	13	20	20	12	18	7	6	20	10	4	13
"AK021217"	7	12	20	14	6	8	11	8	14	12	20	6	15	20	6	3	2	15	10	13	15	9	8	19	16
"AK021265"	11	19	15	15	11	11	3	7	13	2	5	12	11	5	11	12	7	3	15	4	17	13	7	14	18
"AK021321"	12	17	1	4	13	9	16	14	11	17	14	16	2	14	16	15	8	13	18	7	6	20	10	4	13
"AK021343"	5	9	12	11	11	5	5	3	1	3	15	9	12	15	18	6	6	9	12	1	5	8	13	13	4
"AK021408"	10	12	20	14	6	12	11	8	14	9	20	5	8	20	17	3	3	11	13	15	4	11	8	19	6
"AK028016"	9	16	2	7	11	11	13	7	7	15	7	7	11	14	20	14	7	3	5	16	17	13	11	8	14
"AK028499"	7	8	10	17	17	8	4	15	12	12	12	6	15	12	6	1	2	15	4	13	15	9	20	3	19
"AK028510"	4	2	12	9	4	10	3	18	1	19	5	12	18	10	19	6	11	2	20	4	10	8	20	5	19
"AK028856"	20	16	14	2	11	5	13	20	6	15	19	9	16	14	1	14	10	13	1	11	16	7	5	11	14
"AK028982"	17	10	3	16	9	12	15	17	9	7	9	5	4	17	8	11	12	4	3	15	8	3	4	10	12
"AK028994"	5	1	8	11	18	19	5	12	18	3	2	15	20	6	18	13	6	9	11	3	19	16	18	13	1
"AK029171"	14	3	7	10	9	14	7	11	8	20	16	1	7	1	14	8	9	19	3	20	7	19	17	6	20
"AK029175"	7	8	12	9	4	8	4	15	13	12	15	6	15	12	6	6	2	15	4	13	15	9	20	3	19
"AK029243"	4	8	12	9	4	5	4	3	1	19	15	6	12	15	6	6	2	2	20	13	15	8	20	5	19
"AK029272"	18	15	17	19	15	3	10	6	3	6	18	2	3	9	5	4	16	4	7	9	1	17	19	18	12
"AK029281"	19	7	5	4	2	4	1	14	10	4	17	17	19	18	16	9	8	5	14	8	18	12	13	1	15
"AK029300"	4	9	12	9	4	5	8	3	1	19	15	9	12	15	18	6	6	2	1	1	10	8	20	14	19
"AK029378"	3	18	15	9	4	5	8	3	1	19	15	14	12	15	12	6	19	2	20	1	10	8	20	9	19
"AK029391"	4	9	16	9	5	5	8	3	15	19	15	14	12	10	18	6	6	2	20	1	10	8	15	14	7
"AK029539"	3	18	15	7	11	7	11	7	13	16	3	18	15	19	12	14	19	6	10	10	2	18	1	9	8
"AK029601"	7	8	12	17	4	5	4	15	1	12	15	6	12	15	6	6	2	15	4	13	15	9	20	3	19
"AK029757"	20	11	14	11	11	5	5	3	6	15	15	9	12	15	18	19	18	9	12	1	16	8	13	11	4
"AK029840"	18	19	17	15	15	3	3	7	4	2	6	3	8	4	15	12	1	10	6	5	3	13	12	16	8
"AK029860"	8	16	12	2	11	9	9	20	1	8	3	16	16	14	1	19	10	13	1	11	16	7	20	4	14
"AK029884"	11	6	18	8	16	6	19	4	5	2	5	12	11	5	2	12	14	20	2	4	17	10	7	14	18
"AK029958"	11	19	17	15	15	18	3	7	4	2	6	18	8	2	19	18	17	10	6	5	20	13	12	16	8
"AK030114"	3	18	15	13	11	18	18	10	13	16	3	18	15	19	12	7	19	8	10	10	2	18	1	9	11
"AK030206"	12	17	1	3	7	17	16	16	11	8	14	16	2	14	1	15	20	12	18	7	6	20	10	4	13
"AK030271"	18	19	17	15	15	3	10	6	4	11	6	3	3	9	15	4	1	10	6	5	4	3	12	16	12
"AK030424"	20	16	14	2	11	15	9	20	6	15	10	20	16	14	1	19	10	13	1	14	16	7	5	11	14
"AK030450"	9	5	12	9	4	5	17	3	16	3	15	7	12	11	18	6	7	3	19	1	12	8	11	8	19
"AK030494"	11	19	12	1	11	2	18	13	5	2	5	12	18	2	10	12	14	2	2	1	17	13	7	14	18
"AK030505"	14	20	19	1	10	2	18	13	19	20	12	13	18	2	10	8	11	19	9	17	20	15	16	12	9
