"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"	"B21"	"B22"	"B23"	"B24"	"B25"
"NM_011844"	6	13	13	18	5	20	12	19	2	1	13	10	5	16	3	5	4	7	16	18	14	2	3	20	10
"NM_011846"	16	19	9	15	14	7	3	7	4	18	11	3	11	4	11	12	17	17	15	4	17	13	12	7	8
"NM_011848"	6	13	13	18	19	20	8	19	15	1	13	10	5	16	3	5	4	14	16	18	9	2	3	20	10
"NM_011854"	13	15	11	5	8	13	14	5	3	6	18	2	6	13	5	10	16	16	7	9	1	17	19	18	3
"NM_011865"	19	7	5	4	2	4	1	14	10	17	17	17	19	18	16	9	8	5	14	8	13	12	9	1	15
"NM_011868"	11	6	18	8	4	6	19	18	5	2	5	12	18	5	2	12	14	2	2	12	10	8	7	14	18
"NM_011878"	18	19	17	15	15	3	10	6	4	11	6	3	3	9	15	4	1	4	6	5	4	3	12	16	12
"NM_011884"	5	11	8	11	12	19	5	4	18	3	2	4	20	3	2	16	18	9	12	1	5	8	13	13	4
"NM_011884.1"	17	10	7	19	9	14	10	11	8	7	16	1	7	1	14	4	12	4	3	20	7	19	17	10	12
"NM_011895"	4	9	16	12	5	6	19	18	15	19	4	14	13	10	7	17	6	2	17	2	10	1	15	15	7
"NM_011905.1"	13	3	11	10	8	13	14	11	3	20	16	2	6	1	5	10	16	19	9	9	7	17	19	6	20
"NM_011907"	20	16	14	2	13	17	9	20	6	15	14	20	16	14	1	15	10	13	1	14	16	7	5	11	14
"NM_011908"	15	14	18	8	1	6	2	7	5	13	11	12	11	5	11	12	14	20	17	4	11	13	7	14	5
"NM_011921"	2	1	4	20	18	1	20	12	20	10	8	15	14	6	4	13	15	18	11	3	19	16	18	2	1
"NM_011946.1"	17	10	3	16	3	12	10	17	9	7	9	5	4	17	8	4	12	4	3	5	4	3	4	10	6
"NM_011949.10"	5	9	8	11	4	5	5	3	1	3	15	4	12	15	18	6	6	9	12	1	5	5	13	13	4
"NM_011949.3"	5	11	8	11	12	19	5	3	18	3	2	4	20	3	18	13	18	9	12	1	5	16	13	13	4
"NM_011949.9"	5	9	8	11	12	19	5	3	1	3	15	4	12	15	18	6	6	9	12	1	5	5	13	13	4
"NM_011951.4"	4	14	16	12	1	5	2	18	15	19	4	14	13	8	7	17	5	2	17	2	10	4	15	15	7
"NM_011952.3"	6	14	13	12	19	20	2	19	15	13	4	10	13	8	3	5	4	14	16	18	9	4	15	15	7
"NM_011952.9"	6	13	13	12	19	20	2	19	15	1	13	10	13	8	3	5	4	14	16	18	9	4	15	20	7
"NM_011958.1"	8	20	6	10	7	9	7	13	19	8	10	18	18	7	10	19	9	19	9	6	6	19	16	17	20
"NM_011966"	14	3	7	10	8	14	7	11	8	20	16	1	7	1	14	11	9	19	3	9	7	19	17	6	20
"NM_011966.1"	13	3	7	10	8	14	15	11	8	7	16	1	7	1	14	11	9	19	3	9	7	19	17	6	20
"NM_011973.1"	1	9	16	18	5	20	13	19	15	5	13	14	1	16	18	5	6	14	16	1	13	8	3	20	10
"NM_011975"	1	9	16	18	19	16	8	18	1	3	13	10	1	15	18	5	6	14	16	19	10	5	6	20	17
"NM_011978"	6	9	16	18	19	20	12	19	2	1	13	10	5	16	3	5	6	7	16	18	14	2	3	20	10
"NM_011979"	11	20	18	1	4	15	5	13	5	2	5	12	12	3	2	16	14	9	2	1	5	8	7	14	4
"NM_011983"	4	14	16	12	1	16	2	18	15	19	4	14	13	8	7	17	6	14	17	2	10	4	15	15	7
"NM_011984"	15	14	13	12	1	17	2	9	15	13	4	11	13	8	7	17	5	6	17	2	9	4	15	15	7
"NM_011987"	11	5	12	9	11	8	11	1	1	2	15	6	15	11	20	6	2	15	4	13	17	14	20	8	8
"NM_012001"	19	20	5	1	2	4	1	13	10	4	3	17	19	18	10	9	8	5	14	17	18	12	16	1	15
"NM_012003"	1	9	12	9	11	5	8	18	1	3	15	14	1	15	18	6	6	2	2	1	18	5	6	1	17
"NM_012006"	5	11	8	11	12	19	5	3	18	3	2	4	12	3	2	16	6	9	12	1	5	8	13	13	4
"NM_012014"	12	16	1	2	13	17	13	20	6	15	14	20	1	14	1	15	10	13	5	11	13	7	5	11	14
"NM_012015"	13	15	11	5	8	13	14	5	3	6	18	2	6	13	5	10	16	16	7	9	7	17	19	18	20
"NM_012018.2"	14	20	19	1	10	2	18	13	19	20	16	13	17	1	10	8	11	19	9	17	7	15	16	12	9
"NM_012019.1"	19	7	5	4	2	4	1	14	10	4	17	17	19	18	16	9	8	5	14	8	18	12	9	1	15
"NM_012023"	14	3	7	10	8	14	7	11	8	20	16	1	7	1	14	11	9	19	3	6	7	19	17	6	20
"NM_012037"	6	13	13	18	5	20	13	19	7	1	19	19	1	16	3	5	4	14	16	18	9	2	3	20	10
"NM_012042.2"	20	6	18	8	16	6	19	4	5	5	11	12	11	5	20	16	14	20	2	4	5	10	7	14	18
"NM_012043"	18	4	17	15	3	3	11	6	4	11	20	3	8	9	15	18	1	4	3	5	3	3	12	16	12
"NM_012058.1"	18	3	17	15	3	3	10	11	8	11	16	1	7	1	14	4	9	4	3	5	3	19	17	16	12
"NM_012061"	18	19	17	15	15	3	3	6	4	11	6	18	7	9	15	19	9	19	9	6	3	19	12	16	20
"NM_013456"	4	2	9	7	11	10	11	18	7	18	19	9	10	5	20	14	17	6	5	11	17	1	20	5	8
"NM_013463"	17	10	7	10	9	14	15	11	8	7	16	1	7	17	14	11	12	4	3	9	8	19	17	10	3
"NM_013464.4"	1	9	16	18	19	20	8	19	2	1	13	14	5	16	18	5	6	7	16	1	14	2	3	20	10
"NM_013464.5"	1	9	16	18	19	20	8	19	2	1	13	14	5	16	18	5	6	7	16	1	14	2	3	20	10
"NM_013475"	18	19	17	15	15	3	10	6	4	11	6	8	3	9	15	4	1	10	6	5	20	3	12	16	12
"NM_013482"	18	4	17	15	3	3	3	6	4	11	6	3	8	4	15	18	17	17	3	5	3	11	12	16	12
"NM_013486"	4	5	12	9	11	7	11	7	1	19	15	9	12	15	20	14	17	6	20	11	17	1	20	8	8
"NM_013488.8"	8	16	6	3	7	9	16	16	11	8	10	16	2	7	13	19	20	12	18	6	3	20	10	17	13
"NM_013494.1"	6	14	13	12	1	20	2	19	15	13	4	10	13	8	7	17	5	14	17	2	9	4	15	15	7
"NM_013495"	11	19	19	15	15	2	18	13	19	2	6	18	18	2	15	8	1	10	6	20	20	13	12	16	18
"NM_013495.9"	11	19	18	15	15	2	3	13	5	2	5	12	11	2	15	12	14	10	6	4	20	13	7	14	18
"NM_013498.2"	14	3	7	10	10	14	7	11	19	20	16	1	7	1	14	8	9	19	9	20	7	15	17	6	20
"NM_013500"	4	2	12	9	11	10	11	18	1	19	15	6	10	15	19	6	2	2	20	13	10	1	20	5	19
"NM_013501"	1	14	16	12	19	16	8	18	15	19	4	14	1	8	3	5	4	14	17	18	10	4	6	20	17
"NM_013513.1"	11	20	12	9	4	5	2	3	1	2	5	12	12	10	19	6	14	2	20	1	10	8	6	5	19
"NM_013516"	12	16	1	2	13	17	13	20	6	17	14	16	16	14	1	15	10	13	5	11	13	7	10	4	14
"NM_013518"	18	15	17	19	15	3	14	6	3	11	6	2	7	9	15	4	1	10	6	9	1	3	12	16	12
"NM_013520"	15	14	9	12	1	10	2	9	15	13	4	11	13	8	7	17	5	6	17	2	9	4	15	15	5
"NM_013520.1"	4	9	16	9	4	5	8	3	1	19	15	14	12	15	18	6	6	2	20	1	10	8	6	20	7
"NM_013529"	18	15	17	19	15	3	10	6	3	11	18	2	3	9	5	4	12	4	3	5	1	3	4	16	12
"NM_013531.1"	13	15	11	10	10	13	14	11	3	6	18	2	6	1	5	10	16	19	7	9	1	15	19	18	20
"NM_013535"	6	13	13	18	19	20	12	19	15	1	13	10	5	8	3	5	4	14	16	18	9	2	3	20	10
"NM_013539"	14	20	19	1	10	2	18	13	19	20	3	1	18	1	10	8	9	19	9	17	20	15	16	6	9
"NM_013542"	17	10	3	16	9	12	15	17	9	7	9	5	4	17	8	11	12	11	13	15	8	6	4	10	3
"NM_013546"	1	13	13	18	19	20	12	19	2	1	13	10	5	16	3	5	4	7	16	18	14	2	3	20	10
"NM_013551"	16	4	20	15	3	7	11	7	4	11	10	3	8	4	20	18	9	17	3	6	17	11	17	7	8
"NM_013551.3"	9	19	2	7	11	7	11	7	4	2	10	9	11	5	20	14	9	3	15	6	17	13	11	8	8
"NM_013551.7"	16	19	2	7	11	7	11	7	4	2	10	3	11	5	20	14	9	3	3	6	17	13	11	8	8
"NM_013551.8"	9	19	2	7	11	7	11	7	4	2	10	9	11	5	20	14	9	3	15	16	17	13	11	8	8
"NM_013556.1"	4	8	12	9	11	10	11	18	1	19	10	6	18	15	19	6	2	6	20	13	15	1	20	5	19
"NM_013556.4"	4	8	12	9	11	5	4	18	1	19	10	6	18	15	19	6	2	6	4	13	15	1	20	5	19
"NM_013556.5"	4	8	12	9	4	5	4	3	1	15	10	9	12	15	20	6	2	6	4	13	17	7	20	11	19
"NM_013556.9"	4	8	12	9	11	5	4	18	1	19	19	9	18	15	19	6	2	6	20	13	15	1	20	5	19
"NM_013557.1"	18	19	17	15	15	3	3	6	4	11	6	3	8	9	15	18	1	10	6	5	3	13	12	16	12
"NM_013569"	6	14	13	12	1	10	2	9	15	13	4	19	13	8	7	17	5	14	17	2	9	4	15	15	7
"NM_013587"	1	6	18	11	16	6	19	4	7	5	5	12	1	3	2	16	14	9	2	12	5	10	6	14	4
"NM_013599.1"	18	19	17	15	15	3	3	6	4	11	6	3	3	9	15	4	1	10	6	5	3	3	12	16	12
"NM_013599.2"	18	19	17	15	15	3	3	6	4	11	6	3	3	9	15	4	1	10	6	5	3	3	12	16	12
"NM_013599.4"	18	19	17	15	15	3	3	6	4	11	6	3	3	9	15	4	1	10	6	5	3	3	12	16	12
"NM_013601.2"	18	4	17	15	3	18	11	2	13	11	6	8	15	2	15	4	1	10	10	5	2	3	1	16	12
"NM_013610"	17	10	3	16	3	12	10	17	9	7	9	5	4	17	8	4	12	4	13	5	4	6	4	10	6
"NM_013612"	17	10	3	16	9	12	15	17	9	7	9	5	4	17	8	11	12	11	13	15	8	6	4	10	6
"NM_013627.7"	18	15	17	19	15	2	18	6	19	11	6	18	3	9	15	8	1	10	6	20	20	15	12	12	9
"NM_013629"	1	13	13	12	19	16	8	18	15	1	13	10	1	8	3	5	4	14	16	18	9	5	6	20	17
"NM_013632.2"	13	15	11	19	8	13	14	5	3	6	18	2	6	9	5	10	16	4	7	9	1	17	19	18	12
"NM_013637.2"	14	3	7	19	15	13	14	11	3	20	16	1	3	1	5	8	16	19	3	20	1	19	19	6	20
"NM_013649"	4	9	16	9	4	10	2	18	15	19	4	14	13	10	19	17	5	2	20	2	10	1	15	5	7
"NM_013649.1"	4	9	12	9	4	5	8	3	1	19	15	14	12	15	18	6	6	2	20	1	10	8	20	5	19
"NM_013654"	13	15	11	5	8	13	14	5	3	6	18	2	6	13	5	10	16	16	7	9	1	17	19	18	3
"NM_013660.1"	13	15	7	10	8	14	14	11	3	6	16	2	7	13	5	10	16	16	7	9	7	19	19	18	20
"NM_013662"	17	10	3	16	9	12	15	17	9	7	9	5	4	17	8	11	12	11	13	15	8	6	4	10	6
"NM_013669"	4	9	16	9	5	5	8	3	1	19	15	14	12	15	18	6	6	2	20	1	10	8	15	20	7
"NM_013671"	14	3	17	10	15	14	14	11	3	20	16	2	7	1	15	8	9	19	9	20	7	15	19	12	20
"NM_013675.1"	15	14	9	12	1	10	13	18	15	13	4	11	1	8	7	17	5	2	5	2	9	4	15	15	7
"NM_013685"	18	19	17	15	15	3	3	6	4	11	6	3	8	9	15	4	1	10	6	5	4	3	12	16	12
"NM_013687"	2	1	4	20	18	1	20	12	2	10	8	15	14	6	4	13	15	7	11	3	14	2	3	2	1
"NM_013691"	2	1	4	20	18	1	20	12	20	10	8	15	14	6	4	13	15	18	11	3	19	16	18	2	1
"NM_013703.1"	2	1	4	18	18	20	12	12	2	1	8	15	5	16	4	13	15	7	11	3	14	2	3	2	10
"NM_013723.1"	15	2	9	7	14	10	3	7	4	2	11	12	11	10	11	12	17	6	15	4	17	13	7	14	18
"NM_013733"	10	4	20	14	6	7	11	2	14	9	20	3	8	20	17	18	3	17	8	5	4	11	8	19	8
"NM_013736"	17	10	17	19	9	3	10	17	9	7	9	1	7	17	8	4	12	4	3	15	8	3	4	10	12
"NM_013747"	14	20	19	1	10	2	18	13	19	20	3	8	18	2	10	8	11	8	9	20	20	15	16	12	9
"NM_013751.2"	15	2	9	7	1	10	6	7	17	13	11	11	10	10	7	17	5	6	15	4	17	1	7	15	5
"NM_013754"	17	10	3	16	9	12	15	17	9	7	9	5	4	17	8	11	12	11	13	15	8	6	4	10	3
"NM_013755"	4	9	16	9	4	5	8	3	1	19	15	9	12	15	18	6	6	2	20	1	10	8	20	5	19
"NM_013758.1"	4	9	12	9	4	5	8	3	1	19	15	14	12	15	19	6	6	2	20	1	10	8	20	5	19
"NM_013760.1"	5	11	8	11	12	19	5	4	18	3	2	4	20	3	2	16	18	9	12	12	5	8	13	13	4
"NM_013761"	8	4	20	3	3	18	11	2	13	11	1	18	8	4	17	18	9	1	8	5	4	11	8	17	8
"NM_013761.2"	11	6	18	8	16	6	19	4	7	2	5	12	11	5	20	16	14	20	2	19	17	10	7	14	18
"NM_013769"	5	11	8	20	12	1	20	12	18	10	2	15	14	6	4	13	18	18	11	3	19	16	18	13	1
"NM_013781"	15	19	18	8	14	15	3	7	5	2	11	12	11	5	11	12	14	20	15	4	11	13	7	14	18
"NM_013784"	18	10	17	19	9	3	10	17	9	11	9	1	3	17	8	4	12	4	3	5	4	3	4	16	12
"NM_013791.1"	7	8	12	9	4	5	4	3	1	12	15	6	12	15	6	6	2	2	4	1	15	8	20	3	19
"NM_013792"	16	14	9	7	14	7	6	7	7	18	11	11	16	5	20	14	17	13	15	4	17	13	2	7	8
"NM_013835.1"	1	9	16	18	19	20	8	19	2	3	13	14	5	16	18	5	6	7	16	1	14	2	6	20	17
"NM_013835.2"	4	14	16	9	4	5	2	18	1	19	15	14	1	15	18	6	6	2	20	19	10	8	6	5	19
"NM_013842"	11	19	19	1	10	2	18	6	19	2	6	8	7	2	15	8	1	10	6	20	20	15	12	16	18
"NM_013846"	8	17	6	3	2	9	16	16	11	17	1	16	2	7	13	20	20	12	18	7	6	20	10	4	13
"NM_013848"	18	19	17	15	15	3	3	6	4	2	6	3	11	9	15	12	1	10	6	4	3	13	12	16	18
"NM_013860"	9	7	5	4	2	4	17	14	10	17	17	17	9	18	16	9	8	5	19	16	12	14	11	8	2
"NM_013865.1"	11	6	18	8	16	6	19	4	7	5	5	12	11	3	20	16	14	20	2	19	17	10	7	14	4
"NM_013871"	2	1	8	11	5	19	12	12	18	5	2	15	20	3	2	13	15	9	11	12	5	16	6	13	4
"NM_013878"	1	9	8	11	19	19	5	12	18	3	13	14	1	3	18	5	6	9	16	1	14	5	6	20	17
"NM_013880"	17	10	3	16	9	12	15	17	9	7	9	5	4	17	8	11	12	11	13	15	8	6	4	10	6
"NM_013885"	18	15	17	19	15	13	14	6	3	6	18	2	3	9	5	4	16	4	7	9	1	17	19	16	12
"NM_013890.1"	11	19	18	8	16	15	3	7	5	2	5	12	11	5	11	12	14	20	15	4	17	13	7	14	18
"NM_013895.1"	1	9	16	7	11	5	13	18	7	13	19	9	1	15	20	14	6	14	17	19	17	5	6	15	17
"NM_013906"	4	9	16	9	5	5	8	3	1	19	15	14	12	15	18	6	6	2	20	1	10	8	15	14	7
"NM_013918"	13	15	17	5	15	13	14	6	3	6	18	2	6	9	5	10	16	16	7	9	1	17	19	16	12
"NM_013918.1"	13	15	11	5	8	13	14	5	3	6	18	2	6	13	5	10	16	16	7	9	1	17	19	18	3
"NM_013923"	14	3	7	10	10	14	7	11	19	20	16	13	7	1	14	8	13	19	9	17	7	19	17	6	20
"NM_013923.1"	5	6	8	11	5	19	5	4	5	3	5	14	20	3	2	16	6	9	12	12	5	8	13	13	4
"NM_013929"	1	9	8	11	11	5	8	18	1	3	19	9	1	15	18	6	6	9	16	1	14	5	6	13	17
"NM_013932.1"	11	20	12	1	4	2	18	13	19	2	5	12	18	2	10	8	11	10	2	17	20	8	16	14	18
"NM_015732"	5	9	16	11	18	5	5	3	1	3	15	14	12	15	18	13	6	9	12	1	19	8	13	13	1
"NM_015734.1"	10	4	20	14	3	18	11	2	14	9	20	3	8	20	17	18	3	1	8	5	4	11	8	19	6
"NM_015740.1"	12	16	1	2	13	17	2	20	7	13	14	7	16	14	20	14	10	13	5	11	17	7	5	15	8
"NM_015741"	8	17	6	4	2	9	16	14	10	17	1	16	2	7	16	20	8	5	18	7	6	20	9	4	13
"NM_015760.1"	6	6	18	8	5	6	19	18	5	5	4	14	13	10	7	17	14	2	17	12	9	8	15	14	7
"NM_015771.2"	11	2	12	8	4	15	3	7	5	2	11	12	11	10	11	12	14	2	15	4	11	13	7	14	18
"NM_015774.1"	17	12	3	14	9	12	15	17	9	7	20	5	4	17	8	11	12	11	13	15	8	6	4	10	6
"NM_015786"	4	5	9	9	4	10	11	18	17	19	15	9	10	15	19	14	17	6	20	11	17	1	20	5	8
"NM_015792"	20	16	14	2	13	17	9	20	6	15	14	20	16	14	1	15	10	13	1	14	16	7	5	11	14
"NM_015795"	4	9	12	9	4	5	8	18	1	19	15	14	1	15	18	6	6	2	20	1	10	5	6	5	19
"NM_015801.1"	11	14	2	6	16	16	2	18	7	13	5	12	1	5	20	14	14	3	2	19	17	10	6	15	17
"NM_015820"	12	17	1	3	7	17	16	16	11	17	14	16	2	7	1	15	20	12	18	11	13	20	10	4	13
"NM_015821"	15	14	9	7	14	10	6	7	17	18	11	11	10	5	11	14	17	6	15	4	17	13	2	7	5
"NM_015827"	14	3	7	10	10	14	11	11	8	20	16	1	7	1	15	8	9	19	3	20	7	19	17	6	12
"NM_015830"	15	6	18	8	16	6	19	7	5	2	11	12	11	5	11	12	14	20	15	4	11	13	7	14	18
"NM_016660"	17	10	3	16	9	12	15	17	9	7	9	5	4	17	8	11	12	4	13	15	8	6	4	10	3
"NM_016668"	8	17	6	3	7	9	16	16	11	17	1	16	2	7	13	20	20	12	18	7	6	20	10	4	13
"NM_016674"	11	6	18	8	16	6	19	4	5	5	5	12	11	5	2	16	14	20	2	12	5	10	7	14	18
"NM_016683"	11	6	18	8	16	6	19	7	7	2	5	12	11	5	20	14	14	20	2	4	17	10	7	14	18
"NM_016684.1"	1	9	16	11	5	16	12	19	2	3	13	10	5	16	18	5	6	14	16	18	5	2	3	20	10
"NM_016689"	10	4	20	14	6	18	11	8	14	9	20	3	15	20	17	18	3	1	10	10	2	11	1	19	11
"NM_016690.2"	18	10	17	19	15	3	10	11	8	11	16	1	3	9	15	4	12	4	3	5	4	3	17	16	12
"NM_016692"	10	12	20	14	6	18	11	8	14	9	20	5	8	20	17	3	3	17	8	5	4	11	8	19	6
"NM_016693"	18	10	17	19	15	3	10	6	9	7	9	1	3	9	15	4	1	4	6	20	1	3	17	16	12
"NM_016705"	6	13	13	18	19	20	12	19	15	1	13	10	5	8	3	5	4	14	16	18	9	2	3	20	7
"NM_016707.1"	4	9	12	9	4	5	8	3	1	19	15	9	12	15	18	6	6	2	20	1	10	8	20	5	19
"NM_016710"	19	20	19	1	11	4	1	13	1	4	17	17	19	18	10	9	8	5	14	1	18	5	16	1	15
"NM_016718"	8	17	6	3	7	9	16	16	11	8	1	18	2	7	13	20	20	12	18	6	6	20	10	17	13
"NM_016765"	2	1	4	18	18	1	20	12	20	10	8	15	14	6	4	13	15	7	11	3	14	2	18	2	10
"NM_016767"	17	10	3	16	9	12	15	17	8	7	9	5	4	17	8	11	12	11	13	15	8	6	4	10	3
"NM_016779"	10	4	20	15	3	3	11	2	4	11	20	3	8	4	17	18	3	17	8	5	4	11	8	19	12
"NM_016782"	8	17	6	3	7	9	16	16	11	8	1	16	2	7	13	20	20	12	18	7	6	20	10	4	13
"NM_016786"	18	19	17	15	15	3	3	6	4	11	6	1	7	9	15	18	1	10	3	5	3	3	12	16	8
"NM_016789"	3	19	15	7	11	15	3	7	5	2	11	12	11	5	11	12	19	20	15	4	17	13	7	14	18
"NM_016794.1"	5	11	8	11	12	16	5	4	18	3	2	4	20	3	2	16	18	9	2	12	5	10	13	13	4
"NM_016810"	17	10	3	16	9	12	15	17	9	7	9	5	4	17	8	11	12	11	13	15	8	6	4	10	6
"NM_016844.1"	11	7	5	1	11	4	17	18	1	14	3	17	1	18	20	9	8	8	2	19	18	5	11	8	17
"NM_016846.1"	17	10	3	16	9	12	15	17	9	7	9	5	4	17	8	11	12	11	13	15	8	6	4	10	6
"NM_016852"	15	14	9	12	1	10	2	9	15	13	4	11	13	8	7	17	5	14	17	2	9	4	15	15	5
"NM_016856"	14	3	7	10	10	14	7	11	19	20	16	13	17	1	14	8	13	19	9	17	7	15	16	6	20
"NM_016859"	8	4	7	10	7	14	11	11	8	11	10	18	7	4	17	18	9	19	3	6	3	19	17	17	12
"NM_016868.1"	18	10	17	19	15	3	10	6	4	11	6	1	3	9	15	4	1	4	6	5	3	3	12	16	12
"NM_016873"	13	15	11	5	8	13	14	5	3	6	18	2	6	13	5	10	16	16	7	9	1	17	19	18	20
"NM_016878.1"	11	19	18	15	16	15	3	7	7	2	5	12	11	5	20	19	14	10	2	19	17	13	7	14	18
"NM_016888"	18	15	17	19	15	3	18	6	19	11	6	8	3	9	15	8	1	10	6	20	1	15	17	12	12
"NM_016891"	11	6	18	8	16	6	19	18	7	13	5	12	1	5	20	14	14	14	2	19	17	10	7	14	18
"NM_016893"	5	11	8	11	12	19	5	4	18	3	2	4	20	3	2	16	18	9	12	1	5	10	13	13	4
"NM_016894.1"	1	1	8	11	5	19	5	12	18	3	2	10	20	3	18	5	6	9	11	12	5	16	3	13	4
"NM_016898.1"	13	15	11	5	8	13	14	11	3	6	16	2	6	13	14	10	16	16	7	9	7	17	19	18	3
"NM_016900.3"	2	1	4	11	18	1	20	12	20	10	8	15	20	3	4	13	15	18	11	3	19	16	18	2	1
"NM_016900.4"	2	1	4	20	18	1	20	12	20	10	8	15	20	3	4	13	15	18	11	3	19	16	18	2	1
"NM_016900.6"	2	1	4	11	18	1	20	12	20	10	8	15	20	3	4	13	15	18	11	3	19	16	18	2	1
"NM_016900.8"	2	1	4	11	18	1	12	12	2	5	8	15	20	3	4	13	15	18	11	3	14	16	18	2	1
"NM_016910"	15	2	9	7	14	7	6	7	7	18	19	9	10	5	20	14	17	6	15	4	17	1	2	15	8
"NM_016916.1"	4	9	16	9	4	5	8	3	1	19	15	14	12	15	18	6	6	2	20	1	10	8	6	20	17
"NM_016918.1"	14	3	7	10	8	14	15	11	8	20	16	1	7	1	14	11	9	19	3	9	7	19	17	6	20
"NM_016920.1"	15	14	13	12	1	6	2	9	15	13	4	11	13	8	7	17	5	14	17	2	9	4	15	15	7
"NM_016924"	18	4	17	15	3	3	11	2	4	11	20	3	7	20	17	18	9	4	3	5	3	3	17	16	12
"NM_016926"	4	2	9	9	1	10	6	9	17	19	4	11	10	10	19	17	5	6	20	2	11	1	20	5	5
"NM_016966"	10	4	20	14	3	7	11	2	14	9	20	3	8	20	17	18	3	17	8	5	4	11	8	19	12
"NM_016967"	18	19	17	15	11	18	3	7	4	16	10	18	15	4	12	19	9	10	10	10	3	13	12	16	8
"NM_016980"	1	13	13	12	19	16	2	18	7	1	13	10	1	8	20	14	4	14	16	19	9	4	6	20	17
"NM_017366"	4	9	16	9	1	10	8	18	15	19	19	14	13	10	7	17	5	2	20	2	10	1	15	5	7
"NM_017367.1"	1	9	16	11	19	16	8	19	2	3	13	14	1	16	18	5	6	9	16	1	14	5	6	20	17
"NM_017374"	15	14	9	7	1	6	2	7	5	13	11	11	11	5	7	17	5	20	17	4	17	13	7	15	5
"NM_017396"	16	4	20	15	3	18	11	2	4	11	10	18	8	4	19	18	17	17	8	5	3	11	8	7	8
"NM_017407.1"	10	12	20	14	6	12	11	8	14	9	20	5	8	20	17	3	3	11	3	5	4	11	8	19	6
"NM_017462"	5	11	8	11	12	19	5	12	18	3	2	15	20	3	4	13	18	9	11	3	5	16	18	13	4
"NM_017463.1"	15	6	18	8	16	6	19	7	7	13	5	12	11	5	20	14	14	20	2	19	17	10	7	14	18
"NM_017466"	13	15	11	5	8	13	14	5	3	6	18	2	6	13	5	10	16	16	7	9	1	17	19	18	3
"NM_017477.1"	5	6	8	11	12	19	19	4	18	5	2	4	20	3	2	16	18	9	12	12	5	10	13	13	4
"NM_017478"	9	5	2	6	20	11	13	1	16	14	7	7	9	11	20	2	7	3	5	16	13	14	11	8	2
"NM_017479"	6	9	16	18	5	20	12	4	15	5	13	14	5	16	3	5	6	14	16	18	14	2	3	20	7
"NM_018729"	13	15	11	5	8	13	14	5	3	6	18	2	6	13	5	11	16	16	7	9	1	17	19	18	3
"NM_018729.1"	13	15	11	5	8	13	14	5	3	6	18	2	6	13	5	4	16	4	7	9	1	3	19	16	12
"NM_018731"	3	18	15	13	10	18	18	10	13	16	3	18	15	19	12	7	19	8	10	10	2	18	1	9	11
"NM_018745"	1	9	16	9	5	16	8	18	1	19	5	14	12	15	18	16	6	2	2	1	10	8	6	20	17
"NM_018747"	1	13	13	12	19	16	12	19	15	1	13	10	5	8	3	5	4	14	16	18	9	2	3	20	7
"NM_018748.2"	5	9	8	11	4	19	5	3	1	3	15	14	12	3	18	16	6	9	12	1	5	8	13	13	4
"NM_018751"	8	17	6	3	7	9	16	16	11	17	1	16	2	7	13	20	20	12	18	7	6	20	10	17	13
"NM_018768"	11	20	19	1	10	2	18	13	19	2	3	12	7	1	10	8	9	8	2	19	17	15	16	9	9
"NM_018773"	17	3	7	10	8	14	15	11	8	7	16	1	7	1	14	11	9	19	3	9	7	19	17	6	20
"NM_018775"	11	6	18	11	16	6	19	4	5	3	5	12	20	3	2	16	14	9	2	12	5	10	6	14	4
"NM_018776"	16	19	17	15	14	8	3	7	4	2	6	6	15	2	19	12	2	10	15	4	2	13	12	16	18
"NM_018781"	3	18	20	13	11	18	11	10	13	16	3	18	15	19	12	7	19	17	10	10	2	18	1	9	11
"NM_018782.1"	1	13	16	18	19	20	12	19	2	1	13	10	5	16	3	5	6	7	16	18	14	2	6	20	17
"NM_018785"	17	10	7	19	9	12	10	17	8	7	9	1	7	17	14	11	12	4	3	15	8	3	17	10	12
"NM_018790"	13	15	11	5	8	13	14	5	3	6	18	2	6	13	5	10	16	16	7	9	1	17	19	18	3
"NM_018799"	16	19	17	15	14	7	3	7	4	11	6	3	8	4	15	18	17	17	8	5	3	13	12	7	8
"NM_018800"	5	11	8	11	12	19	5	4	18	3	2	4	20	3	2	16	18	9	12	1	5	16	13	13	4
"NM_018803.1"	1	5	2	12	19	16	8	18	15	19	7	7	1	8	18	2	7	14	19	19	10	5	6	15	17
"NM_018810.1"	11	19	17	15	14	3	3	7	4	2	6	12	11	5	15	12	1	10	15	4	17	13	7	16	18
"NM_018811.1"	17	10	17	19	9	3	10	17	8	11	9	1	7	17	8	4	12	4	3	5	8	3	17	16	12
"NM_018817.1"	5	11	8	11	12	19	5	12	18	3	2	15	20	3	4	13	18	9	11	3	5	16	18	13	4
"NM_018822.1"	1	9	16	18	19	5	8	18	1	19	13	14	5	15	18	5	6	2	16	1	10	5	6	20	17
"NM_018824"	4	9	16	9	5	16	8	18	15	19	4	14	1	10	18	17	6	2	20	1	10	5	6	5	17
"NM_018825"	11	19	18	15	11	7	3	7	4	2	5	12	11	5	20	14	14	3	15	4	17	13	7	14	18
"NM_018831"	15	2	9	7	14	10	6	7	7	18	11	12	11	5	20	14	14	20	15	4	17	13	2	15	8
