"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"
"A_52_P812870"	9	17	7	7	4	2	6	8	6	17	14	7	4	4	3	6	14	1	8	3
"A_52_P820445"	4	9	1	5	5	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"A_52_P852771"	4	9	1	5	5	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"A_52_P868798"	2	4	2	17	8	3	2	1	17	12	4	17	12	15	2	16	8	7	4	2
"A_52_P956633"	10	5	4	16	15	14	8	12	7	4	3	7	16	2	10	11	14	3	8	3
"A_52_P981301"	4	9	1	5	5	9	13	5	10	9	12	4	4	9	17	12	14	11	10	9
"A_52_P988778"	6	2	2	17	17	3	2	2	17	12	4	17	1	12	2	16	1	7	4	2
"A_52_P996776"	17	5	4	16	6	12	8	12	7	4	3	6	16	2	10	13	4	3	11	16
"AA204140"	2	2	2	17	8	3	2	1	17	12	4	17	1	1	2	16	8	7	4	2
"AB008911"	6	5	11	11	17	17	2	2	5	15	3	10	1	12	10	5	1	8	11	7
"AB010313"	16	6	3	13	2	4	10	6	15	7	5	11	8	11	5	4	12	13	3	1
"AB010342"	15	14	17	9	9	7	3	10	3	1	11	16	6	6	8	3	15	14	12	14
"AB011473"	10	11	7	4	12	16	12	13	14	8	15	7	4	7	3	6	14	1	8	3
"AB099518"	11	15	9	2	3	10	12	7	16	3	9	15	3	7	9	6	17	6	1	5
"AF009414"	11	11	7	4	12	2	12	13	14	17	15	14	4	7	3	6	17	6	16	11
"AF012177"	13	16	6	3	11	1	4	14	9	16	1	5	11	17	11	14	9	4	7	8
"AF027185"	2	4	2	17	8	3	2	1	17	12	4	17	12	15	2	16	8	7	4	2
"AF039833"	14	8	12	12	15	14	2	1	17	15	17	8	10	5	6	8	8	2	4	4
"AF062752"	4	9	1	5	5	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AF064984"	1	10	10	8	16	11	1	17	12	5	10	12	14	14	14	2	6	9	6	9
"AF065991"	12	16	6	11	11	1	4	14	9	16	1	13	9	13	11	14	2	16	15	7
"AF081193"	15	14	17	9	9	7	3	10	3	1	11	16	6	6	8	3	15	14	12	14
"AF097415"	10	12	7	7	15	2	6	13	14	17	16	7	4	10	3	11	14	1	8	3
"AF103797"	17	5	4	16	6	12	8	12	7	4	3	6	16	2	10	13	4	3	11	16
"AF124721"	10	12	7	8	15	2	15	11	14	2	16	7	4	10	3	11	14	1	8	11
"AF127140.1"	11	11	9	4	12	16	12	13	14	8	15	14	7	7	15	6	10	6	16	11
"AF129738"	3	13	14	1	1	5	11	2	1	10	2	1	9	8	4	14	13	4	9	17
"AF139595"	4	4	1	5	8	3	2	5	17	9	4	4	12	15	17	12	8	7	10	9
"AF180471"	10	11	9	8	12	14	12	13	14	8	15	14	7	5	15	11	10	6	16	11
"AF198092"	1	10	10	8	16	2	1	17	12	5	10	12	4	14	3	8	3	2	13	13
"AF210281"	10	12	7	7	15	2	15	11	6	2	16	7	4	10	3	8	14	1	8	4
"AF217545"	11	11	9	4	12	16	12	13	14	8	15	14	7	7	15	6	17	6	16	11
"AF223362"	4	9	1	5	5	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AF275549"	3	2	14	6	1	8	11	2	1	11	2	1	17	1	4	15	13	15	9	12
"AF346836"	3	1	14	13	1	8	11	2	1	11	2	1	17	1	4	15	13	15	9	12
"AF425084"	15	14	17	9	9	7	3	10	3	1	11	16	6	6	8	3	15	14	12	14
"AF441786"	9	17	8	15	4	13	6	8	16	17	14	9	14	4	9	2	5	5	1	6
"AF464177"	4	9	1	5	5	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AF510652"	6	6	3	11	1	4	10	2	15	11	5	10	1	12	5	15	12	13	9	7
"AI509818"	15	14	17	9	9	7	3	10	3	1	11	16	6	6	8	3	15	14	12	14
"AI840334"	15	14	17	9	9	7	3	10	3	1	11	16	6	6	8	3	15	14	12	14
"AJ278768"	6	7	12	11	7	5	16	15	5	10	6	13	1	12	13	5	1	16	5	7
"AJ293727"	15	14	17	9	9	7	3	10	3	1	11	16	6	6	8	3	15	14	12	14
"AJ558021"	6	5	4	16	17	17	8	12	5	4	3	10	16	2	10	5	1	3	11	7
"AK002213"	14	8	13	12	15	14	15	11	8	2	17	8	10	5	6	8	16	17	2	13
"AK002217"	2	4	2	17	8	3	2	1	17	12	4	17	12	15	2	16	8	7	4	2
"AK002608"	4	9	1	5	5	17	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AK003142"	14	8	13	12	15	17	15	11	8	15	16	8	5	10	17	8	16	17	2	4
"AK003738"	10	12	7	7	12	2	6	8	14	17	16	7	4	7	3	6	14	1	8	3
"AK003760"	10	11	7	4	12	2	6	13	14	17	15	14	4	7	3	6	14	1	8	3
"AK003941"	15	2	17	10	14	7	9	4	3	14	8	16	1	1	8	3	15	10	12	10
"AK004056"	10	12	7	7	15	2	6	8	6	17	16	7	4	10	3	8	14	1	8	11
"AK004226.7"	10	11	9	4	12	2	12	13	14	8	15	14	4	7	3	6	10	6	16	11
"AK004418"	10	12	7	7	15	2	6	13	6	17	16	7	4	10	3	8	14	1	8	3
"AK004568"	6	2	11	11	17	17	2	2	5	11	4	10	1	12	2	5	1	8	9	7
"AK004622"	3	7	14	13	1	8	11	2	1	11	2	1	17	1	4	15	13	15	9	12
"AK005150"	9	17	7	8	4	2	6	8	12	17	14	7	4	4	3	2	14	1	8	6
"AK005220"	3	2	14	11	7	17	2	2	11	15	6	10	1	8	13	16	13	16	9	7
"AK005583"	7	7	15	1	13	5	16	15	4	10	13	13	9	16	12	7	7	15	5	17
"AK005750"	4	9	1	14	8	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AK005796"	15	14	17	9	9	7	3	10	3	1	11	16	6	6	8	13	15	14	12	14
"AK006020"	2	4	2	17	8	3	2	1	17	12	4	17	12	15	2	16	8	7	4	2
"AK006583"	4	9	1	14	5	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AK006636"	12	3	12	11	7	5	17	16	11	10	6	10	9	13	13	14	2	16	15	7
"AK006817"	15	14	17	9	9	7	3	10	3	1	11	16	6	6	8	3	15	14	12	14
"AK006823"	3	2	14	11	1	8	11	2	1	11	2	1	17	1	4	15	13	15	9	12
"AK007019"	7	1	15	6	13	15	7	15	4	13	13	3	2	1	1	7	7	15	5	15
"AK007209"	13	16	6	3	11	1	4	14	9	16	1	5	9	17	11	14	9	4	7	8
"AK007316"	4	9	1	5	5	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AK007368"	12	3	12	14	7	5	17	16	11	15	6	13	9	13	13	1	2	16	15	7
"AK007371"	7	7	15	1	1	8	16	15	1	10	13	1	17	1	4	15	13	15	5	12
"AK007637"	13	13	5	3	10	1	5	3	13	6	7	5	11	8	16	9	9	4	7	8
"AK007812"	12	3	12	11	7	17	17	16	11	10	6	10	9	13	13	1	2	16	15	7
"AK008026"	3	13	14	1	7	5	11	2	1	10	2	1	9	8	4	14	9	4	9	7
"AK008330"	6	16	11	11	17	17	9	14	5	10	6	10	1	12	13	5	1	8	15	7
"AK008545"	2	4	2	17	8	3	2	1	17	12	4	17	12	15	2	16	8	7	4	2
"AK008598"	6	6	11	10	17	6	9	4	5	14	8	2	1	12	7	5	1	8	17	10
"AK008679"	12	3	12	11	7	17	17	16	11	15	6	10	15	14	13	1	3	2	15	7
"AK008770"	10	12	7	7	15	17	15	12	6	15	16	7	4	10	3	11	14	1	8	3
"AK008862"	7	7	15	1	13	15	7	15	4	13	13	3	2	16	12	7	7	15	5	17
"AK008869"	7	7	12	1	7	5	16	15	11	10	6	13	9	8	13	14	2	16	15	17
"AK008898"	7	7	16	14	7	5	16	15	2	10	8	13	15	14	13	10	3	2	5	17
"AK009140"	11	17	7	2	4	16	6	8	14	17	14	9	4	7	3	6	14	6	8	3
"AK009216"	16	12	3	7	14	17	9	4	6	14	16	7	4	11	7	4	14	1	3	1
"AK009586"	15	14	17	9	9	7	3	10	3	1	11	16	6	6	8	3	15	14	12	14
"AK009638"	4	9	1	5	5	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AK009740"	10	10	7	8	12	2	6	8	12	17	14	14	4	4	14	2	14	9	8	3
"AK010233"	14	8	13	12	15	2	15	11	8	2	16	7	5	10	6	8	16	17	2	4
"AK010610"	15	14	17	9	9	7	3	10	3	1	11	16	6	6	8	3	15	14	12	14
"AK010630"	11	11	9	4	12	16	12	13	14	8	15	14	7	7	15	11	10	6	16	11
"AK010841"	12	3	12	14	7	5	17	16	11	10	6	13	9	13	13	14	2	16	15	17
"AK011275"	15	14	17	9	9	7	3	10	3	1	11	16	6	6	8	3	15	14	12	14
"AK011656"	12	3	12	11	2	17	10	16	6	7	6	10	8	11	13	4	2	16	3	4
"AK011675"	10	12	7	7	12	2	12	13	14	8	16	7	4	10	3	6	14	1	8	3
"AK011730"	13	7	5	1	7	5	16	15	13	10	7	13	9	8	16	14	9	4	7	17
"AK011739"	6	16	6	11	11	1	4	14	9	16	1	5	11	12	11	9	9	13	9	7
"AK011948"	10	17	7	7	4	2	6	8	6	17	14	7	4	4	3	2	14	1	8	6
"AK012459"	1	10	10	14	16	5	9	4	7	5	10	12	15	14	13	10	3	2	13	13
"AK012892"	16	6	3	13	2	4	10	6	15	7	5	11	8	11	5	4	12	13	3	1
"AK013060"	15	2	17	9	14	7	9	4	3	14	8	16	6	1	8	3	15	10	17	10
"AK013113"	13	7	6	1	7	5	16	15	11	10	6	13	9	13	13	14	2	16	15	17
"AK013208"	9	17	7	15	4	13	6	8	6	17	14	9	4	4	3	2	14	1	8	3
"AK013289"	12	3	12	14	7	5	17	16	11	15	6	13	9	14	13	1	2	16	13	17
"AK013342"	1	10	10	10	14	6	9	4	2	14	8	2	15	14	1	10	3	10	17	10
"AK013354"	1	10	10	8	16	11	1	17	8	5	10	12	10	14	6	1	16	2	13	13
"AK013390"	2	4	2	17	8	3	2	1	17	12	4	17	12	15	2	16	8	7	4	2
"AK013537"	13	16	6	3	11	1	4	14	9	16	1	5	11	8	11	14	9	4	7	8
"AK013545"	17	5	4	16	6	17	3	12	3	4	3	6	16	2	10	13	15	3	8	16
"AK013604"	12	16	6	11	11	5	4	14	11	16	1	13	9	13	11	14	2	16	15	7
"AK013614"	3	6	14	13	1	8	11	2	15	11	2	11	17	1	4	15	13	3	9	12
"AK013634"	9	17	7	15	4	13	6	8	16	17	14	9	14	4	9	2	5	5	8	6
"AK013702"	1	10	10	8	16	14	1	12	7	15	10	12	10	14	6	8	16	2	13	13
"AK013704"	12	16	6	11	7	5	17	14	11	10	6	13	9	13	13	14	2	16	15	7
"AK013749"	1	10	10	10	14	6	9	4	2	14	8	2	15	14	1	10	3	10	17	10
"AK013809"	1	10	11	11	17	17	9	4	5	14	8	10	15	14	7	5	1	8	17	7
"AK013859"	9	17	7	8	4	2	6	8	12	17	14	7	4	4	3	2	14	1	8	11
"AK014075"	4	6	3	5	2	4	13	6	6	7	12	4	8	11	5	12	12	13	3	1
"AK014260"	2	2	4	17	9	7	3	2	17	12	11	16	6	6	10	16	15	3	12	14
"AK014401"	12	6	12	11	7	5	10	16	11	10	6	13	9	11	13	14	2	16	15	7
"AK014541"	7	7	12	1	7	5	16	15	11	10	6	13	9	8	13	14	2	16	5	17
"AK014593"	7	7	6	11	7	5	16	14	11	10	6	13	9	13	13	14	2	16	15	7
"AK014656"	2	4	2	17	8	3	2	1	17	12	4	17	12	15	2	16	8	7	4	2
"AK014662"	14	8	10	14	16	14	15	11	8	15	17	8	10	5	6	8	16	2	13	13
"AK014695"	17	12	4	7	6	2	6	12	6	4	16	7	4	2	10	13	14	1	8	16
"AK014745"	16	6	3	7	2	4	10	6	6	7	5	7	8	11	5	4	12	13	3	1
"AK014937"	6	4	2	11	8	3	2	1	17	12	4	10	1	12	2	16	8	7	4	7
"AK015010"	12	3	12	14	7	5	17	16	11	10	6	13	9	13	13	14	2	16	15	17
"AK015028"	9	17	7	15	4	13	6	8	10	17	14	9	14	4	3	2	14	1	8	6
"AK015056"	13	13	5	3	10	1	5	3	13	6	7	5	11	17	16	14	9	4	7	8
"AK015069"	17	5	4	16	6	12	8	12	7	4	3	6	16	2	10	13	4	3	11	16
"AK015226"	7	7	12	14	7	5	16	15	11	10	6	13	15	14	13	1	3	16	13	17
"AK015330"	12	7	12	11	7	5	16	16	11	10	6	13	9	13	13	1	2	16	15	17
"AK015414"	1	10	4	16	6	12	8	12	7	4	3	6	16	2	10	13	14	3	8	3
"AK015459"	12	7	12	14	7	5	16	16	11	10	6	13	9	14	13	1	2	16	13	17
"AK015494"	1	10	10	14	16	17	1	12	6	15	10	10	15	14	7	1	3	2	13	13
"AK015570"	6	7	2	17	14	6	2	4	17	14	8	2	1	1	1	10	1	7	4	10
"AK015647"	4	9	1	14	7	17	13	5	10	9	12	4	1	9	17	12	11	11	10	9
"AK015665"	1	10	10	14	16	17	13	12	7	15	10	4	16	14	10	11	11	3	13	13
"AK015839"	1	10	10	8	16	14	1	17	12	5	10	12	5	5	3	11	6	17	13	13
"AK015841"	7	7	16	1	7	5	16	15	11	10	6	13	9	8	13	10	2	16	5	17
"AK016058"	4	9	1	5	5	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AK016060"	6	2	11	11	14	17	9	4	5	14	8	10	1	12	7	5	1	8	17	7
"AK016133"	10	8	13	8	15	14	15	11	8	2	15	14	10	5	15	11	10	17	16	11
"AK016239"	6	5	11	11	17	17	8	12	5	15	3	10	1	12	7	5	1	8	11	7
"AK016242"	6	16	6	11	17	5	4	14	5	10	6	10	1	12	13	14	2	16	15	7
"AK016261"	6	7	11	11	17	17	9	4	5	10	6	10	1	12	13	5	1	8	15	7
"AK016265"	10	12	7	7	15	2	6	11	6	17	16	7	4	10	3	8	14	1	8	4
"AK016547"	2	4	2	17	8	3	2	1	17	12	4	17	12	15	2	16	8	7	4	2
"AK016549"	1	10	4	7	16	2	1	12	6	4	10	7	16	2	10	13	14	3	13	16
"AK016661"	1	10	10	14	7	11	1	15	11	5	10	13	15	14	13	1	3	2	13	13
"AK016718"	11	17	7	15	4	16	6	8	14	17	14	9	3	7	15	6	17	6	8	3
"AK016812"	7	7	16	14	7	5	16	15	1	10	6	13	15	1	13	10	3	2	5	17
"AK016848"	9	17	7	7	4	2	6	8	6	17	14	7	4	4	3	2	14	1	8	6
"AK017062"	6	7	16	11	7	5	16	15	11	10	6	13	1	12	13	14	2	16	5	17
"AK017105"	6	4	2	11	8	3	2	1	17	12	4	10	1	12	2	5	1	7	4	7
"AK017132"	15	14	17	9	9	7	3	10	3	1	11	16	6	6	8	3	15	14	12	14
"AK017255"	10	12	7	7	15	2	6	12	6	15	16	7	4	10	3	8	14	1	8	3
"AK017308"	10	12	7	7	15	2	12	13	6	8	16	7	4	10	3	11	14	1	8	3
"AK017353"	16	6	3	11	2	4	10	6	11	7	6	13	8	11	5	4	2	16	3	4
"AK017377"	10	12	7	7	15	2	15	11	6	2	16	7	4	10	3	11	14	1	8	3
"AK017399"	4	9	1	5	5	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AK017418"	2	5	2	17	8	12	2	1	17	12	4	6	16	15	2	16	4	7	11	16
"AK017423"	16	6	3	13	2	4	10	6	15	7	5	11	8	11	5	4	12	13	3	1
"AK017478"	7	7	16	1	7	5	16	15	2	10	6	2	15	14	1	10	3	2	5	17
"AK017495"	16	6	3	11	7	5	10	6	11	7	6	13	9	13	13	4	2	16	15	17
"AK017574"	16	6	4	7	2	4	10	6	6	7	5	11	8	11	5	13	12	13	3	1
"AK017692"	1	17	7	8	15	2	6	8	12	17	14	7	4	4	3	11	14	1	8	11
"AK017789"	13	16	6	1	7	1	4	14	11	10	6	5	9	13	13	14	2	16	15	8
"AK017886"	5	1	15	6	13	15	7	9	4	13	13	3	2	16	12	7	7	15	14	15
"AK017915"	7	7	16	1	7	5	16	15	13	10	7	13	9	8	1	14	9	16	5	17
"AK017919"	14	8	13	12	15	14	15	11	8	2	17	8	5	10	6	8	16	17	2	4
"AK018125"	7	7	16	1	7	5	16	15	11	10	6	13	15	13	13	10	3	16	5	17
"AK018165"	4	9	11	17	17	17	2	5	17	9	12	4	1	9	7	5	1	11	10	9
"AK018205"	15	14	17	9	9	7	3	10	3	1	11	16	6	6	8	3	15	14	12	14
"AK018221"	10	12	4	7	15	17	8	12	6	15	16	7	4	2	3	13	14	1	8	3
"AK018356"	16	6	3	13	2	4	10	6	15	7	5	11	8	11	5	4	12	13	3	1
"AK018474"	10	17	7	7	4	2	6	8	6	17	14	7	4	4	3	2	14	1	8	3
"AK018511"	6	4	2	11	7	17	2	1	11	10	6	13	1	14	13	5	3	8	4	7
"AK018520"	4	9	1	5	5	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AK018844"	2	4	2	17	8	3	2	1	17	12	4	17	12	15	2	16	8	7	4	2
"AK018918"	4	9	1	5	5	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AK019079"	16	6	3	13	2	4	10	6	15	11	5	11	8	11	5	15	12	13	3	1
"AK019270"	10	5	4	16	15	17	8	12	7	15	3	10	16	2	10	11	4	3	8	3
"AK019365"	12	3	12	11	7	5	17	16	11	10	6	13	9	13	13	14	2	16	15	7
"AK019475"	1	10	10	8	16	11	1	17	12	5	10	12	15	14	6	8	3	2	13	4
"AK019526"	7	7	16	10	7	5	16	15	2	10	8	13	15	14	1	10	3	2	5	17
"AK019592"	4	9	1	5	5	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AK019605"	6	5	11	11	17	17	9	12	5	15	6	10	1	12	7	5	1	8	17	7
"AK019637"	4	9	1	5	5	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AK019761"	7	7	12	1	7	5	16	15	11	10	6	13	9	13	13	14	2	16	15	17
"AK019912"	11	11	7	4	12	16	12	13	14	8	15	14	7	7	15	6	14	6	8	3
"AK019925"	6	16	12	11	7	17	4	14	11	16	6	10	1	12	13	14	1	16	15	7
"AK020013"	9	17	7	15	4	2	6	8	14	17	14	9	4	4	3	2	14	1	8	6
"AK020038"	7	10	10	14	7	5	9	4	11	10	6	13	15	14	13	10	3	2	13	4
"AK020076"	1	12	10	7	15	2	1	17	6	5	16	7	4	10	3	8	14	1	8	4
"AK020107"	16	6	3	7	2	4	10	6	6	7	5	11	8	11	7	5	12	8	3	1
"AK020158"	3	2	2	17	1	8	2	2	17	12	4	1	17	1	2	16	13	7	9	2
"AK020168"	1	10	10	14	7	5	9	4	2	14	10	13	15	14	13	10	3	2	13	10
"AK020257"	9	17	7	15	4	13	6	8	16	17	14	9	4	4	3	2	14	1	8	6
"AK020289"	7	7	16	14	7	5	16	15	2	10	6	13	15	14	13	10	3	2	5	17
"AK020313"	9	17	7	15	4	13	6	8	16	17	14	9	4	4	14	2	14	1	8	6
"AK020360"	1	9	10	8	16	17	1	17	10	5	10	4	13	9	17	11	11	11	13	13
"AK020414"	15	2	17	10	14	17	9	4	3	14	8	10	17	6	7	13	15	10	17	10
"AK020424"	7	7	16	1	7	5	16	15	11	10	6	13	9	1	13	10	3	16	5	17
"AK020438"	10	11	7	8	12	2	6	13	12	17	15	14	4	7	3	11	6	9	8	3
"AK020500"	1	12	10	7	15	17	1	17	6	15	16	7	4	14	3	8	14	1	8	3
"AK020517"	10	11	7	4	12	2	12	13	14	8	15	14	4	7	3	11	14	1	8	3
"AK020598"	10	8	13	4	12	14	12	13	14	8	15	14	7	5	15	11	10	17	16	3
"AK020601"	16	6	3	11	2	4	10	6	6	7	5	11	8	11	5	4	12	13	3	1
"AK020664"	16	12	3	7	2	4	10	6	6	7	16	7	8	11	5	4	12	1	3	1
"AK020725"	10	11	9	4	12	16	12	13	14	8	15	14	7	7	15	11	10	6	16	11
"AK020759"	10	12	13	7	15	2	15	11	6	2	16	7	4	10	3	8	14	1	8	4
"AK020773"	17	5	4	16	6	12	8	12	3	4	3	6	16	2	10	13	4	3	11	16
"AK020954"	1	10	10	14	7	5	9	4	2	10	10	13	15	14	13	1	3	2	13	4
"AK021024"	12	3	12	14	16	11	13	16	11	15	6	4	5	14	13	1	3	2	13	13
"AK021026"	2	4	2	17	8	3	2	1	17	12	4	17	12	15	2	16	8	7	4	2
"AK021217"	6	6	6	11	11	4	10	14	9	7	1	11	8	11	11	4	12	13	3	7
"AK021265"	1	10	10	14	7	17	8	12	7	15	10	10	15	14	13	1	3	2	13	7
"AK021321"	4	14	1	5	9	3	13	1	17	12	4	4	12	15	2	12	8	7	10	14
"AK021343"	9	17	7	7	4	2	6	8	6	17	14	9	4	4	3	2	14	1	8	6
"AK021408"	13	16	6	3	11	1	4	14	9	16	1	5	11	17	11	14	9	4	7	8
"AK028016"	17	5	4	16	5	17	13	12	7	15	3	4	16	2	10	13	4	3	13	9
"AK028499"	16	6	3	11	2	4	10	6	6	7	5	11	8	11	5	4	12	13	3	1
"AK028510"	1	12	10	7	15	2	9	4	6	5	16	12	15	14	3	8	3	2	13	4
"AK028856"	4	9	1	5	5	9	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AK028982"	13	13	5	1	10	1	5	3	13	6	7	5	9	8	16	9	9	4	7	8
"AK028994"	9	17	7	15	4	10	6	8	16	17	14	9	3	4	9	17	5	5	1	6
"AK029171"	3	13	14	1	1	8	11	2	1	11	2	1	17	8	4	15	13	15	9	12
"AK029175"	16	6	3	11	2	4	10	6	6	7	5	10	8	11	5	4	12	13	3	1
"AK029243"	16	12	3	7	2	4	10	6	6	7	16	7	8	11	5	4	14	1	3	1
"AK029272"	5	7	15	1	13	15	16	15	4	13	13	3	2	16	12	7	7	15	5	17
"AK029281"	15	14	17	9	9	7	3	10	3	1	11	16	6	6	8	3	15	10	12	14
"AK029300"	10	12	7	7	15	2	6	8	6	17	16	7	4	10	3	11	14	1	8	9
"AK029378"	10	12	11	7	17	17	6	12	6	4	16	7	4	10	7	5	14	1	8	3
"AK029391"	10	12	7	8	15	2	6	17	12	17	16	7	4	10	3	8	14	1	8	11
"AK029539"	6	3	11	11	17	17	17	16	5	15	6	10	1	12	7	5	1	8	13	7
"AK029601"	16	6	3	7	2	4	10	6	6	7	5	7	8	11	5	4	12	13	3	1
"AK029757"	1	9	10	15	4	13	6	8	6	17	10	9	13	4	17	2	14	1	8	6
"AK029840"	7	7	12	14	7	5	16	15	11	10	6	13	15	14	13	1	3	2	13	17
"AK029860"	4	9	1	5	5	17	13	5	10	9	12	4	12	9	17	12	11	11	10	9
"AK029884"	1	10	10	8	16	11	1	17	12	5	10	12	10	14	6	11	6	2	13	13
"AK029958"	7	3	12	11	7	5	9	15	11	15	6	13	15	14	13	10	3	16	13	4
"AK030114"	6	2	11	11	17	17	9	4	5	14	8	10	1	12	7	5	1	8	17	7
"AK030206"	2	4	1	5	8	3	2	1	17	12	4	4	12	15	2	16	8	7	4	2
"AK030271"	7	7	16	1	7	5	16	15	11	10	6	13	9	13	13	14	2	16	15	17
"AK030424"	4	9	1	5	5	17	13	5	10	9	12	4	13	9	17	12	11	11	10	9
"AK030450"	17	5	4	7	2	17	6	12	6	4	10	7	16	2	10	13	14	1	8	16
"AK030494"	1	10	10	7	14	17	9	4	6	14	10	12	15	14	17	1	3	2	13	14
"AK030505"	7	2	3	10	14	6	9	4	15	14	8	11	17	1	1	15	12	10	17	10
"AK030562"	10	12	13	7	15	2	15	11	6	2	16	7	4	10	3	8	14	1	8	4
"AK030583"	1	10	7	7	2	2	6	12	6	17	16	7	4	2	3	13	14	1	8	1
"AK030587"	1	10	10	8	16	11	1	17	12	5	10	12	15	14	14	2	3	2	13	6
"AK030594"	3	7	16	10	14	6	9	4	2	14	8	2	17	1	1	10	13	15	5	10
"AK030614"	1	10	7	7	15	2	6	8	6	17	10	7	4	10	3	2	14	1	8	6
"AK030621"	6	4	11	11	17	17	2	2	5	15	6	10	1	12	13	5	1	8	4	7
"AK030723"	1	10	10	14	7	17	9	4	6	15	10	12	15	14	13	1	3	2	13	4
"AK030930"	6	16	6	11	11	1	4	14	9	16	1	10	9	12	11	14	2	16	15	7
"AK031053"	16	6	3	13	2	4	10	6	15	7	5	11	8	11	5	4	12	13	3	1
"AK031113"	11	11	9	4	12	16	12	13	14	8	15	14	7	7	15	6	17	6	16	11
"AK031225"	10	12	7	7	15	2	6	8	6	17	16	7	4	10	3	11	14	1	8	3
"AK031263"	6	16	12	11	7	5	17	14	11	10	6	10	1	12	13	14	2	16	15	7
"AK031365"	10	17	7	7	4	2	6	8	6	17	16	7	4	10	3	2	14	1	8	6
"AK031392"	7	7	14	1	13	5	16	15	1	10	7	1	9	8	12	7	13	15	5	17
"AK031485"	1	10	10	14	16	11	1	17	10	5	10	12	13	14	17	1	3	2	13	9
"AK031495"	10	8	13	12	15	2	15	11	8	2	16	7	4	10	3	8	10	17	2	11
"AK031507"	4	3	1	5	5	9	13	5	10	9	12	4	16	9	17	12	11	11	10	9
