"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"
"AF039833"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AF062752"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AF064984"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AF065991"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AF081193"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AF097415"	2	2	1	2	1	3	1	3	1	2	3	2	2	2	1	1	2	2	2	1
"AF103797"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AF124721"	2	2	1	2	1	3	1	3	2	2	3	2	2	3	1	1	2	2	2	1
"AF127140.1"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AF129738"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AF139595"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AF180471"	2	2	1	2	1	3	1	3	2	2	3	2	2	2	1	1	2	2	2	1
"AF198092"	1	1	2	2	3	2	1	1	1	3	2	2	2	2	2	3	3	2	3	2
"AF210281"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AF217545"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AF223362"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AF275549"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AF346836"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AF425084"	1	1	2	3	2	2	3	1	1	3	2	1	2	1	2	3	3	1	3	2
"AF441786"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AF464177"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AF510652"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	3	1	3	1	3
"AI509818"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AI840334"	2	2	1	3	1	2	2	3	2	3	3	3	1	3	1	1	3	1	2	1
"AJ278768"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AJ293727"	1	1	2	3	3	2	2	1	1	3	2	3	2	2	2	3	3	1	3	2
"AJ558021"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK002213"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK002217"	1	1	2	3	3	2	3	1	1	3	2	2	2	1	2	3	3	1	3	2
"AK002608"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK003142"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK003738"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK003760"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK003941"	1	1	2	3	2	2	3	1	1	3	2	1	2	1	2	3	3	1	3	2
"AK004056"	1	1	2	2	3	3	1	1	1	3	2	2	2	2	1	1	2	1	3	1
"AK004226.7"	2	2	1	2	1	3	1	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK004418"	2	1	2	2	3	3	1	3	1	2	3	2	2	2	1	1	2	2	2	1
"AK004568"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	3	3	1	3
"AK004622"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK005150"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK005220"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	2
"AK005583"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK005750"	1	1	2	3	3	2	3	1	1	3	2	1	2	1	2	3	3	1	3	2
"AK005796"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	1	3	1	3	2
"AK006020"	1	1	2	3	3	2	3	1	1	3	2	1	2	1	2	3	3	1	3	2
"AK006583"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK006636"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	3
"AK006817"	1	1	2	3	3	2	1	1	1	3	2	3	2	3	2	3	3	1	3	2
"AK006823"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK007019"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK007209"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK007316"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK007368"	1	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	2
"AK007371"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK007637"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK007812"	1	1	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	2
"AK008026"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK008330"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	3
"AK008545"	1	1	2	3	2	2	3	1	1	3	2	1	2	1	2	3	3	1	3	2
"AK008598"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	3
"AK008679"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK008770"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK008862"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK008869"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK008898"	1	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	2
"AK009140"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK009216"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK009586"	1	1	2	3	3	2	2	1	1	3	2	3	2	2	2	3	3	1	3	2
"AK009638"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	1	3	3	1	3	2
"AK009740"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK010233"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK010610"	1	1	2	3	3	2	2	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK010630"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK010841"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	3	1	3	1	3
"AK011275"	2	1	2	3	1	2	2	1	1	3	3	3	2	3	2	3	3	1	3	1
"AK011656"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK011675"	2	2	1	2	1	3	1	3	2	2	3	2	1	3	1	1	2	2	2	1
"AK011730"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK011739"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK011948"	1	2	2	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK012459"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	3	3	2
"AK012892"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK013060"	1	1	2	3	3	2	2	1	1	3	2	3	2	3	2	3	3	1	3	2
"AK013113"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK013208"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK013289"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	3	3	2
"AK013342"	1	1	2	3	3	2	1	1	1	3	3	2	2	2	2	3	3	1	3	2
"AK013354"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK013390"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK013537"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK013545"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK013604"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK013614"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK013634"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK013702"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK013704"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK013749"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK013809"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK013859"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK014075"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK014260"	1	1	2	3	3	2	3	1	1	3	2	1	2	1	2	3	3	1	3	2
"AK014401"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	3	1	3	1	3
"AK014541"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK014593"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK014656"	1	1	2	3	2	2	3	2	3	1	1	1	2	1	2	3	3	3	1	2
"AK014662"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK014695"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK014745"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK014937"	1	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	2
"AK015010"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK015028"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	1	3	1	3	2
"AK015056"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK015069"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK015226"	1	1	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	2
"AK015330"	1	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	2
"AK015414"	1	1	2	2	1	2	1	3	1	3	3	2	2	2	2	1	3	2	2	1
"AK015459"	1	1	2	3	2	2	3	2	3	1	2	1	2	1	2	3	3	3	3	2
"AK015494"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK015570"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	3
"AK015647"	1	1	2	3	3	2	3	1	1	3	2	1	2	1	2	3	3	1	3	2
"AK015665"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK015839"	1	1	2	2	3	2	1	1	1	3	2	2	2	2	2	1	2	2	3	2
"AK015841"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK016058"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK016060"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK016133"	2	1	1	2	1	3	1	3	2	2	3	2	2	2	1	1	2	2	2	1
"AK016239"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK016242"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK016261"	1	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	2
"AK016265"	1	1	2	3	3	3	1	1	1	3	3	2	2	2	2	3	3	1	3	2
"AK016547"	1	1	2	3	3	2	3	1	1	3	2	2	2	1	2	3	3	1	3	2
"AK016549"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK016661"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	3	3	2
"AK016718"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK016812"	1	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	3
"AK016848"	2	2	2	3	3	3	2	1	1	3	3	3	2	3	1	1	3	1	3	1
"AK017062"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK017105"	1	1	2	3	3	2	1	1	1	3	2	2	2	1	2	3	3	1	3	2
"AK017132"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK017255"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK017308"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK017353"	1	1	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	2
"AK017377"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK017399"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK017418"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK017423"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK017478"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK017495"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK017574"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK017692"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	1	1	3	1	3	2
"AK017789"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK017886"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK017915"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK017919"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK018125"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK018165"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK018205"	2	2	1	3	1	3	2	3	2	3	3	3	1	3	1	1	2	1	2	1
"AK018221"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK018356"	1	1	2	3	3	2	3	1	1	3	2	2	2	1	2	3	3	1	3	2
"AK018474"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK018511"	1	1	2	3	3	2	1	1	1	3	2	2	2	1	2	3	3	1	3	2
"AK018520"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK018844"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	3
"AK018918"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK019079"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	3
"AK019270"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK019365"	1	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	2
"AK019475"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK019526"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK019592"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK019605"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK019637"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK019761"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK019912"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK019925"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	3	3	3	1	3
"AK020013"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK020038"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK020076"	1	1	2	2	3	2	1	1	1	3	2	2	2	2	2	3	3	2	3	2
"AK020107"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK020158"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK020168"	1	1	3	3	2	2	3	2	3	1	1	1	3	1	2	3	3	3	1	2
"AK020257"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK020289"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK020313"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK020360"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK020414"	1	1	2	3	3	2	1	1	1	3	2	1	2	2	2	3	3	1	3	2
"AK020424"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK020438"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK020500"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK020517"	2	2	1	2	1	3	2	3	2	2	3	3	1	2	1	1	2	2	2	1
"AK020598"	2	1	1	2	1	3	1	1	1	2	3	2	2	2	1	1	2	2	2	1
"AK020601"	1	1	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	2
"AK020664"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK020725"	2	2	1	2	1	3	1	3	2	2	3	2	1	3	1	1	2	2	2	1
"AK020759"	1	1	1	2	3	3	1	3	2	2	3	2	2	2	1	1	2	2	2	2
"AK020773"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK020954"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	3	3	2
"AK021024"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK021026"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK021217"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK021265"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK021321"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK021343"	1	1	2	3	3	2	2	1	1	3	2	3	2	2	1	1	3	1	3	1
"AK021408"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK028016"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK028499"	1	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	2
"AK028510"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK028856"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK028982"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK028994"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK029171"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK029175"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK029243"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK029272"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK029281"	2	2	1	3	1	3	2	3	2	3	3	3	1	3	1	1	3	1	2	1
"AK029300"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK029378"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK029391"	2	2	1	2	1	3	1	3	2	2	3	2	1	3	1	1	2	2	2	1
"AK029539"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK029601"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK029757"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK029840"	1	1	2	3	2	2	1	2	3	3	2	2	2	1	2	3	3	3	3	2
"AK029860"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK029884"	1	1	2	2	3	2	1	1	1	3	2	2	2	2	2	1	3	2	2	2
"AK029958"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK030114"	1	1	2	3	3	2	1	1	1	3	2	2	2	1	2	3	3	1	3	2
"AK030206"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK030271"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK030424"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK030450"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK030494"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK030505"	1	3	3	3	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	3
"AK030562"	1	1	2	2	3	3	1	1	1	2	3	2	2	2	1	1	2	2	3	2
"AK030583"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK030587"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK030594"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK030614"	1	1	2	3	3	3	1	1	1	3	3	2	2	2	2	3	3	1	3	2
"AK030621"	1	1	2	3	3	2	1	1	1	3	2	2	2	1	2	3	3	1	3	2
"AK030723"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK030930"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK031053"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	3
"AK031113"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK031225"	1	1	1	2	1	3	2	3	1	2	3	3	2	3	1	1	2	2	2	1
"AK031263"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	2	3	3	3	1	3
"AK031365"	2	2	1	2	1	3	2	3	2	2	3	3	1	3	1	1	2	2	2	1
"AK031392"	3	3	3	1	2	1	3	2	3	1	1	1	3	1	3	2	1	3	1	3
"AK031485"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
"AK031495"	2	2	1	2	3	3	1	3	1	2	3	2	2	2	1	1	2	2	2	1
"AK031507"	1	1	2	3	3	2	1	1	1	3	2	2	2	2	2	3	3	1	3	2
