"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"	"B21"	"B22"	"B23"	"B24"	"B25"
"AK005220"	7	8	7	8	6	3	6	4	8	8	7	9	2	6	4	6	9	8	9	2	1	5	9	2	8
"AK005583"	8	4	3	2	3	3	4	4	8	9	3	9	2	1	9	4	3	8	4	7	3	7	8	5	3
"AK005750"	7	8	7	5	8	8	6	3	6	7	7	1	1	6	4	7	1	6	5	2	1	8	9	3	4
"AK005796"	9	3	8	6	7	5	1	9	5	2	1	5	7	9	1	9	4	2	3	4	4	4	4	8	7
"AK006020"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"AK006583"	7	8	7	5	8	8	6	3	6	6	7	1	1	6	4	7	1	6	5	2	6	8	9	2	4
"AK006636"	1	4	4	8	6	3	4	4	8	3	4	9	2	6	2	6	9	8	9	5	5	9	3	3	8
"AK006817"	9	3	8	6	7	5	1	9	5	2	1	5	7	9	1	9	4	2	3	4	4	4	4	2	7
"AK006823"	8	4	1	8	6	3	4	4	8	8	5	9	2	3	2	3	9	7	9	7	5	5	8	2	8
"AK007019"	8	5	3	2	3	1	4	7	3	9	3	4	6	1	9	4	3	8	4	7	3	7	8	5	3
"AK007209"	1	1	4	3	2	6	3	8	7	3	4	9	9	2	2	6	9	4	7	5	5	9	3	1	8
"AK007316"	7	8	7	5	8	8	6	3	6	7	7	3	1	6	4	3	1	6	5	2	1	8	9	9	4
"AK007368"	6	7	5	7	6	3	5	4	2	6	6	2	2	6	2	6	6	9	9	5	6	3	5	3	8
"AK007371"	8	4	3	2	3	1	4	7	3	8	3	4	6	1	9	4	3	8	4	7	3	7	8	5	3
"AK007637"	3	4	4	3	2	6	3	8	7	3	4	8	9	2	3	2	7	4	7	6	8	9	3	1	5
"AK007812"	1	7	5	8	6	3	4	4	8	5	6	9	2	6	2	6	9	8	9	5	5	3	8	3	8
"AK008026"	1	4	4	8	6	3	4	4	8	8	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"AK008330"	1	1	4	8	6	3	4	4	8	5	4	9	2	2	2	6	9	8	9	5	5	9	7	4	8
"AK008545"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"AK008598"	2	6	1	1	4	9	4	2	8	8	5	3	8	8	5	3	2	7	6	8	7	5	7	4	9
"AK008679"	6	7	5	8	6	3	4	4	8	6	6	9	2	6	2	6	9	8	9	5	6	3	5	3	8
"AK008770"	6	9	6	7	1	4	9	5	2	6	8	2	5	4	7	8	6	1	2	3	9	4	5	6	6
"AK008862"	8	5	3	2	3	1	4	7	3	9	3	4	6	1	9	4	3	8	4	7	3	7	8	5	3
"AK008869"	1	1	4	8	6	3	4	4	8	3	4	9	2	2	2	6	9	8	9	5	5	9	8	3	8
"AK008898"	8	4	1	8	6	3	4	4	8	8	6	9	2	6	9	3	3	8	9	7	3	5	8	3	3
"AK009140"	5	2	9	9	9	7	8	6	9	4	1	6	3	9	1	9	8	5	1	9	2	4	2	8	1
"AK009216"	2	6	1	1	4	9	7	2	4	5	5	3	8	8	5	3	2	7	6	8	7	1	7	4	9
"AK009586"	9	3	8	6	7	5	1	9	5	2	1	5	7	9	1	9	4	2	3	4	4	4	4	2	7
"AK009638"	4	9	2	9	5	7	9	1	9	1	9	7	4	9	6	5	8	1	8	9	2	6	2	7	2
"AK009740"	9	9	2	9	9	7	9	6	1	1	2	5	3	9	1	9	5	1	1	9	9	4	2	8	1
"AK010233"	6	7	5	7	1	4	5	5	2	6	6	2	5	4	7	8	6	9	2	3	6	3	5	6	6
"AK010610"	9	3	8	6	7	5	1	9	5	2	1	5	1	9	1	9	4	2	3	4	1	4	4	8	7
"AK010630"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	7	1
"AK010841"	1	1	5	8	6	3	4	4	8	3	4	9	2	6	2	6	9	8	9	5	5	9	3	3	8
"AK011275"	9	3	8	6	7	5	1	9	5	2	1	5	7	9	1	9	4	2	3	4	4	4	4	8	7
"AK011656"	2	6	5	1	6	3	7	2	4	5	7	3	2	6	5	3	2	7	9	8	7	1	7	3	9
"AK011675"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"AK011730"	1	4	4	8	2	3	4	4	8	3	4	9	2	2	3	6	7	4	9	5	5	9	8	1	5
"AK011739"	1	1	4	8	2	6	3	8	7	3	4	8	9	2	2	2	9	4	7	6	5	9	3	1	8
"AK011948"	9	9	2	6	4	9	1	2	1	5	1	5	3	9	1	9	2	1	6	8	7	4	7	8	9
"AK012459"	6	7	5	7	6	3	4	5	8	6	6	2	2	6	7	8	6	8	9	3	6	3	5	3	6
"AK012892"	2	6	1	1	4	9	7	2	4	5	5	3	8	8	5	3	2	7	6	8	7	1	7	4	9
"AK013060"	9	3	1	6	7	5	1	9	5	2	5	5	8	8	1	3	4	2	3	8	4	5	4	8	7
"AK013113"	1	1	4	8	6	3	3	4	8	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"AK013208"	9	3	2	6	7	5	1	1	9	2	1	5	7	9	1	9	4	2	3	4	4	4	4	8	7
"AK013289"	6	7	5	8	6	3	5	4	8	6	6	9	2	6	7	6	9	8	9	3	6	3	5	3	6
"AK013342"	2	3	1	6	4	9	4	9	8	2	5	3	7	7	1	3	2	8	3	8	4	4	7	4	7
"AK013354"	6	7	5	7	1	4	5	5	2	6	6	2	5	6	7	8	6	9	2	3	6	3	5	3	6
"AK013390"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	9	6	5	2	1	8	9	9	4
"AK013537"	1	1	4	8	2	6	3	8	7	3	4	8	9	2	2	6	9	4	7	5	5	9	3	1	8
"AK013545"	9	3	8	6	7	5	1	9	5	2	8	5	7	7	1	9	4	2	3	4	4	4	4	2	7
"AK013604"	1	1	4	8	6	3	3	4	7	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"AK013614"	2	6	1	1	4	9	7	2	4	8	5	3	8	7	5	3	2	7	6	8	7	5	7	2	9
"AK013634"	9	2	2	4	5	2	8	1	9	4	1	6	4	9	8	9	8	5	8	1	2	4	1	8	2
"AK013702"	6	7	5	7	1	4	5	5	2	6	6	2	5	4	7	8	6	9	2	3	6	3	5	6	6
"AK013704"	1	1	4	8	6	3	3	4	8	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"AK013749"	9	3	1	6	7	3	4	9	5	2	1	5	7	9	1	9	4	8	3	4	4	4	4	2	7
"AK013809"	9	3	1	6	6	3	4	9	8	8	8	5	7	6	1	3	4	8	9	4	4	5	4	2	7
"AK013859"	4	9	2	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	8	1
"AK014075"	2	6	7	1	4	8	7	2	4	5	7	3	8	3	4	3	1	7	6	8	7	1	9	9	9
"AK014260"	7	8	8	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	5	9	2	4
"AK014401"	2	6	4	8	6	3	7	4	4	5	4	3	2	6	2	6	9	7	9	5	7	1	3	3	8
"AK014541"	1	4	3	8	6	3	4	4	8	8	4	9	2	6	2	6	9	8	9	5	5	9	8	3	8
"AK014593"	1	1	4	8	6	3	4	4	8	3	4	9	2	2	2	6	9	8	9	5	5	9	3	1	8
"AK014656"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"AK014662"	6	7	5	7	1	4	5	5	2	6	6	2	5	6	7	8	6	9	2	3	6	3	5	3	6
"AK014695"	2	3	8	6	7	5	1	2	5	2	8	5	7	7	1	9	2	2	3	4	4	4	4	8	7
"AK014745"	2	6	1	1	4	9	7	2	4	5	5	3	8	7	5	3	2	7	6	8	7	1	7	4	9
"AK014937"	1	8	7	5	8	8	6	4	6	7	7	1	2	3	2	6	9	6	9	5	1	8	9	9	8
"AK015010"	1	1	5	8	6	3	3	4	8	3	4	9	2	6	2	6	9	8	9	5	5	9	3	3	8
"AK015028"	9	2	2	6	7	5	1	1	9	2	1	5	4	9	1	9	8	2	8	1	4	4	4	8	7
"AK015056"	1	1	4	3	2	6	3	8	7	3	4	8	9	2	3	2	7	4	7	5	5	9	3	1	5
"AK015069"	6	3	8	6	6	3	6	9	5	2	8	5	7	7	1	6	4	2	3	4	4	4	4	2	7
"AK015226"	6	7	5	8	6	3	4	4	8	6	6	9	2	6	2	6	9	8	9	5	6	3	8	3	6
"AK015330"	1	1	5	8	6	3	4	4	8	3	4	9	2	6	2	6	9	8	9	5	5	9	8	3	8
"AK015414"	9	3	2	6	7	5	1	9	5	2	8	5	7	9	1	9	4	2	3	4	4	4	4	8	7
"AK015459"	7	8	7	8	6	3	6	4	6	7	6	9	2	6	4	6	1	8	9	2	6	8	9	3	4
"AK015494"	6	7	5	7	6	3	5	5	2	6	6	2	2	6	7	8	6	8	9	3	6	3	5	3	6
"AK015570"	7	4	7	8	6	3	4	4	8	8	7	9	2	3	4	7	9	8	9	2	1	5	8	9	4
"AK015647"	7	8	7	5	8	8	6	3	6	7	7	1	1	6	4	7	1	6	5	2	1	8	9	3	4
"AK015665"	6	7	5	7	1	4	5	5	2	6	6	2	5	6	7	8	6	9	2	3	6	3	5	3	6
"AK015839"	6	7	6	7	1	4	9	6	2	6	6	2	5	4	7	8	6	1	2	3	9	6	5	6	6
"AK015841"	1	4	3	8	6	3	4	4	8	8	4	9	2	2	2	6	9	8	9	5	5	9	8	3	3
"AK016058"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"AK016060"	2	6	1	1	4	9	7	2	4	8	5	3	8	8	5	3	2	7	6	8	4	5	7	2	9
"AK016133"	4	9	6	9	1	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"AK016239"	2	6	1	1	6	3	7	4	8	5	8	3	2	7	5	6	2	7	9	8	7	3	7	2	8
"AK016242"	1	4	4	8	6	3	4	4	8	3	4	9	2	2	2	6	9	8	9	5	5	9	3	1	8
"AK016261"	2	6	1	8	6	3	4	4	8	5	5	9	2	6	2	6	9	8	9	8	7	1	7	3	8
"AK016265"	4	9	6	9	1	7	9	6	1	1	2	7	5	4	6	5	5	1	1	9	9	4	2	6	1
"AK016547"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"AK016549"	6	7	2	7	1	4	9	5	2	6	6	2	5	7	7	8	6	1	2	3	6	3	5	3	6
"AK016661"	6	7	5	7	6	3	4	5	2	6	6	2	5	6	7	8	6	8	9	3	6	3	5	3	6
"AK016718"	5	2	9	9	9	7	8	6	9	4	9	6	3	5	8	5	8	5	1	9	2	4	2	7	1
"AK016812"	8	4	7	8	6	3	4	4	8	8	7	4	2	6	9	6	3	8	9	7	3	5	8	3	3
"AK016848"	9	3	2	6	7	5	1	1	9	2	1	5	4	9	1	9	8	2	8	1	4	4	4	8	7
"AK017062"	1	4	4	8	6	3	4	4	8	3	4	9	2	2	2	6	9	8	9	5	5	9	8	1	8
"AK017105"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"AK017132"	9	3	8	6	7	5	1	9	5	2	7	5	7	3	1	9	4	2	3	4	4	4	4	2	7
"AK017255"	9	3	6	6	1	5	9	5	1	2	2	5	7	9	1	9	6	2	3	9	4	4	4	6	7
"AK017308"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"AK017353"	2	6	1	1	4	9	7	2	4	5	5	3	8	6	5	3	2	7	6	8	7	1	7	4	9
"AK017377"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"AK017399"	7	8	7	5	8	8	6	3	6	7	7	1	1	6	4	7	1	6	5	2	1	8	9	9	4
"AK017418"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"AK017423"	2	6	1	1	4	9	7	2	4	5	5	3	8	8	5	3	2	7	6	8	7	1	7	4	9
"AK017478"	2	4	1	8	6	3	4	4	8	5	5	3	2	6	5	3	2	8	9	8	7	1	8	3	3
"AK017495"	1	6	4	8	6	3	4	4	4	5	4	9	2	6	2	6	9	8	9	5	7	1	8	4	9
"AK017574"	2	6	1	1	4	9	7	2	4	5	5	3	8	7	5	3	2	7	6	8	7	1	7	4	9
"AK017692"	4	9	2	9	9	7	9	6	1	1	2	7	3	9	1	9	5	1	1	9	9	4	2	8	1
"AK017789"	1	1	4	8	2	6	3	4	7	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"AK017886"	8	5	3	2	3	1	2	7	3	9	3	4	6	1	9	4	3	3	4	7	3	7	8	5	3
"AK017915"	1	4	4	8	6	3	4	4	8	3	4	9	2	2	3	6	7	8	9	5	5	9	8	1	3
"AK017919"	6	7	5	7	1	4	5	5	2	6	6	2	5	6	7	8	6	9	2	3	6	3	5	6	6
"AK018125"	1	4	5	8	6	3	4	4	8	3	4	9	2	6	2	6	9	8	9	5	5	9	8	3	8
"AK018165"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"AK018205"	9	3	8	6	7	5	1	9	5	2	1	5	7	9	1	9	4	2	3	4	4	4	4	8	7
"AK018221"	6	3	5	7	1	4	9	5	2	2	8	2	7	7	1	9	4	2	3	4	4	4	4	2	7
"AK018356"	2	6	1	1	4	9	7	2	4	5	5	3	8	8	5	3	2	7	6	8	7	1	7	4	9
"AK018474"	9	3	2	6	7	5	1	6	1	2	1	5	3	9	1	9	5	2	1	9	4	4	4	8	7
"AK018511"	7	8	7	5	6	3	6	4	6	7	7	1	2	6	4	7	9	8	9	2	1	8	9	3	4
"AK018520"	7	8	7	5	8	8	6	3	6	7	7	1	1	6	4	7	1	6	5	2	6	8	9	9	4
"AK018844"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	9	6	5	2	1	8	9	9	4
"AK018918"	7	8	7	5	8	8	6	3	6	7	7	1	1	6	4	7	1	6	5	2	1	8	9	9	4
"AK019079"	2	6	1	1	4	9	7	2	4	5	5	3	8	8	5	3	2	7	6	8	7	1	7	4	9
"AK019270"	6	7	5	7	1	4	9	5	1	6	8	2	7	7	1	9	6	1	3	3	9	4	5	2	6
"AK019365"	1	1	4	8	6	3	3	4	8	3	4	9	2	6	2	6	9	4	9	5	5	9	3	3	8
"AK019475"	6	7	5	7	1	4	5	5	2	6	6	2	5	6	7	8	6	9	2	3	6	3	5	3	6
"AK019526"	8	4	1	8	6	3	4	4	8	8	5	9	2	6	5	6	3	8	9	7	3	5	8	3	3
"AK019592"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"AK019605"	6	7	5	8	6	3	4	4	8	6	8	9	2	6	2	6	9	8	9	3	6	3	5	2	8
"AK019637"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"AK019761"	1	4	4	8	6	3	4	4	8	3	4	9	2	6	2	6	9	8	9	5	5	9	8	3	8
"AK019912"	4	9	6	9	9	7	9	6	1	1	2	7	3	9	6	5	5	1	1	9	9	4	2	7	1
"AK019925"	1	1	4	8	6	3	3	4	8	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"AK020013"	4	2	2	9	9	7	9	6	1	4	1	7	3	9	8	9	8	1	1	9	2	4	2	8	1
"AK020038"	2	7	1	8	6	3	4	4	8	5	6	3	2	6	5	3	2	8	9	8	7	3	7	3	9
"AK020076"	6	7	6	7	1	4	9	5	2	6	6	2	5	4	7	8	6	1	2	3	6	4	5	6	6
"AK020107"	2	6	1	1	4	9	7	2	4	5	5	3	8	8	5	3	2	7	6	8	7	1	7	4	9
"AK020158"	8	8	7	5	8	8	6	7	6	8	7	1	1	3	4	7	3	6	5	2	1	5	9	9	4
"AK020168"	6	4	5	8	6	3	4	4	8	6	6	9	2	6	7	3	6	8	9	3	4	3	8	3	6
"AK020257"	9	2	2	4	5	2	8	1	9	4	1	6	4	9	8	9	8	5	8	1	2	4	1	8	2
"AK020289"	8	4	3	8	6	3	4	4	8	8	3	9	2	6	9	6	3	8	9	7	3	5	8	3	3
"AK020313"	5	2	2	4	5	2	8	1	9	4	1	6	4	9	8	9	8	5	8	1	2	4	1	8	2
"AK020360"	6	7	2	7	1	4	9	5	2	6	6	2	5	6	7	8	6	1	2	3	6	3	5	6	6
"AK020414"	9	3	8	6	7	5	1	9	5	2	5	5	7	8	1	9	4	2	3	4	4	5	4	2	7
"AK020424"	8	4	3	8	6	3	4	4	8	8	3	9	2	1	9	6	3	8	9	7	3	7	8	3	3
"AK020438"	4	9	6	9	9	7	9	6	1	1	2	7	3	9	6	5	5	1	1	9	9	4	2	8	1
"AK020500"	6	7	5	7	1	4	9	5	2	6	6	2	5	6	7	8	6	1	2	3	6	3	5	3	6
"AK020517"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"AK020598"	4	9	6	9	1	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"AK020601"	2	6	1	1	4	9	7	2	4	5	5	3	8	6	5	3	2	7	6	8	7	1	7	4	9
"AK020664"	2	6	1	1	4	9	7	2	4	5	5	3	8	7	5	3	2	7	6	8	7	1	7	4	9
"AK020725"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"AK020759"	4	9	6	7	1	4	9	5	2	1	2	2	5	4	7	8	6	1	2	3	9	6	5	6	6
"AK020773"	9	3	8	6	7	5	1	9	5	2	8	5	7	7	1	9	4	2	3	4	4	4	4	2	7
"AK020954"	6	7	5	7	6	3	4	5	8	6	6	2	2	6	7	8	6	8	9	3	6	3	5	3	6
"AK021024"	6	7	5	7	1	4	5	5	2	6	6	2	5	6	7	8	6	9	2	3	6	3	5	3	6
"AK021026"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"AK021217"	2	6	4	1	4	9	7	2	4	5	4	3	8	2	2	3	2	7	6	8	7	1	7	4	9
"AK021265"	6	7	5	7	6	3	5	5	2	6	6	2	2	6	7	8	6	8	9	3	6	3	5	3	6
"AK021321"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"AK021343"	9	9	2	6	7	5	1	6	9	2	1	5	4	9	1	9	8	2	8	9	4	4	4	8	7
"AK021408"	1	1	4	3	2	6	3	8	7	3	4	8	9	2	2	6	9	4	7	5	5	9	3	1	8
"AK028016"	6	7	7	7	8	8	6	3	6	6	8	2	1	6	4	7	1	6	5	3	6	3	9	2	6
"AK028499"	2	6	1	1	4	9	7	2	4	5	5	3	8	8	5	3	2	7	6	8	7	1	7	4	9
"AK028510"	6	7	1	7	1	4	5	5	2	6	6	2	5	6	7	8	6	8	2	3	6	3	5	3	6
"AK028856"	7	9	7	7	1	8	9	3	6	6	2	7	1	9	1	9	1	6	2	3	9	4	9	8	6
"AK028982"	3	1	4	8	2	6	3	8	7	3	4	8	9	2	3	2	7	4	7	6	8	9	3	1	5
"AK028994"	5	2	9	4	5	2	8	1	9	4	9	6	4	9	8	1	8	5	8	1	2	2	1	8	2
"AK029171"	8	4	3	2	3	1	4	7	8	8	3	4	6	1	9	2	3	3	4	7	3	7	8	5	3
"AK029175"	2	6	1	1	4	9	7	2	4	5	5	3	8	6	5	3	2	7	6	8	7	1	7	4	9
"AK029243"	2	6	1	1	4	9	7	2	4	5	5	3	8	7	5	3	2	7	6	8	7	1	7	4	9
"AK029272"	8	4	3	2	3	1	2	7	3	9	3	4	6	1	9	4	3	3	4	7	3	7	8	5	3
"AK029281"	9	3	8	6	7	5	1	9	5	2	1	5	7	9	1	9	4	2	3	4	4	4	4	8	7
"AK029300"	4	9	2	9	1	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	4	2	6	6
"AK029378"	2	3	1	6	4	9	1	9	5	2	8	3	7	7	1	3	4	2	3	4	4	4	4	2	7
"AK029391"	4	9	6	9	9	7	9	6	1	1	2	7	5	4	6	5	5	1	1	9	9	6	2	6	1
"AK029539"	6	8	5	8	6	3	6	4	8	6	8	2	2	6	4	6	9	8	9	2	1	3	9	3	8
"AK029601"	2	6	1	1	4	9	7	2	4	5	5	3	8	8	5	3	2	7	6	8	7	1	7	4	9
"AK029757"	9	6	2	6	7	5	1	2	9	2	1	5	4	9	1	9	8	2	8	8	4	4	4	8	7
"AK029840"	6	7	5	8	6	3	4	4	8	6	6	9	2	6	2	6	9	8	9	5	6	3	8	3	8
"AK029860"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"AK029884"	6	7	2	7	1	4	9	5	2	6	6	2	5	4	7	8	6	1	2	3	6	3	5	6	6
"AK029958"	1	7	5	8	6	3	4	4	8	5	6	9	2	6	2	6	9	8	9	5	7	3	8	3	8
"AK030114"	2	3	1	1	4	9	7	9	5	8	5	3	7	7	5	3	4	7	3	4	4	5	7	2	9
"AK030206"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"AK030271"	1	4	4	8	6	3	4	4	8	3	4	9	2	2	2	6	9	8	9	5	5	9	8	3	8
"AK030424"	7	8	7	5	8	8	6	3	6	7	7	3	1	6	4	7	1	6	5	2	1	8	9	2	4
"AK030450"	9	3	1	6	4	5	1	2	4	2	1	3	8	7	1	9	2	7	3	8	4	4	4	2	7
"AK030494"	9	3	8	6	7	3	1	9	6	2	6	5	1	6	1	9	4	8	3	4	4	4	4	3	7
"AK030505"	2	6	1	1	4	9	7	2	4	8	5	3	8	8	5	3	2	7	6	8	4	5	7	4	9
